quarter,town,flat_type,price
2012-Q4,Bukit Timah,2-room,0
2012-Q4,Bukit Timah,3-room,-
2012-Q4,Bukit Timah,4-room,-
2012-Q4,Bukit Timah,5-room,-
2012-Q4,Bukit Timah,Executive,0
2012-Q4,Central,1-room,0
2012-Q4,Central,2-room,-
2012-Q4,Central,3-room,-
2012-Q4,Central,4-room,-
2012-Q4,Central,5-room,-
2012-Q4,Central,Executive,0
2012-Q4,Choa Chu Kang,1-room,0
2012-Q4,Choa Chu Kang,2-room,0
2012-Q4,Choa Chu Kang,3-room,-
2012-Q4,Choa Chu Kang,4-room,432400
2012-Q4,Choa Chu Kang,5-room,495000
2012-Q4,Choa Chu Kang,Executive,603000
2012-Q4,Clementi,1-room,0
2012-Q4,Clementi,2-room,0
2012-Q4,Clementi,3-room,375000
2012-Q4,Clementi,4-room,550000
2012-Q4,Clementi,5-room,-
2012-Q4,Clementi,Executive,-
2012-Q4,Geylang,1-room,0
2012-Q4,Geylang,2-room,-
2012-Q4,Geylang,3-room,328000
2012-Q4,Geylang,4-room,485000
2012-Q4,Geylang,5-room,-
2012-Q4,Geylang,Executive,-
2012-Q4,Hougang,1-room,0
2012-Q4,Hougang,2-room,0
2012-Q4,Hougang,3-room,350000
2012-Q4,Hougang,4-room,454000
2012-Q4,Hougang,5-room,538000
2012-Q4,Hougang,Executive,670900
2012-Q4,Jurong East,1-room,0
2012-Q4,Jurong East,2-room,0
2012-Q4,Jurong East,3-room,341000
2012-Q4,Jurong East,4-room,453000
2012-Q4,Jurong East,5-room,550000
2012-Q4,Jurong East,Executive,-
2012-Q4,Jurong West,1-room,0
2012-Q4,Jurong West,2-room,-
2012-Q4,Jurong West,3-room,331000
2012-Q4,Jurong West,4-room,430000
2012-Q4,Jurong West,5-room,510500
2012-Q4,Jurong West,Executive,588000
2012-Q4,Kallang/Whampoa,1-room,0
2012-Q4,Kallang/Whampoa,2-room,-
2012-Q4,Kallang/Whampoa,3-room,369500
2012-Q4,Kallang/Whampoa,4-room,561500
2012-Q4,Kallang/Whampoa,5-room,676500
2012-Q4,Kallang/Whampoa,Executive,-
2012-Q4,Marine Parade,1-room,0
2012-Q4,Marine Parade,2-room,0
2012-Q4,Marine Parade,3-room,-
2012-Q4,Marine Parade,4-room,-
2012-Q4,Marine Parade,5-room,-
2012-Q4,Marine Parade,Executive,0
2012-Q4,Pasir Ris,1-room,0
2012-Q4,Pasir Ris,2-room,0
2012-Q4,Pasir Ris,3-room,-
2012-Q4,Pasir Ris,4-room,455000
2012-Q4,Pasir Ris,5-room,535000
2012-Q4,Pasir Ris,Executive,670000
2012-Q4,Punggol,1-room,0
2012-Q4,Punggol,2-room,0
2012-Q4,Punggol,3-room,0
2012-Q4,Punggol,4-room,515000
2012-Q4,Punggol,5-room,560000
2012-Q4,Punggol,Executive,-
2012-Q4,Queenstown,1-room,0
2012-Q4,Queenstown,2-room,-
2012-Q4,Queenstown,3-room,388000
2012-Q4,Queenstown,4-room,710000
2012-Q4,Queenstown,5-room,-
2012-Q4,Queenstown,Executive,0
2012-Q4,Sembawang,1-room,0
2012-Q4,Sembawang,2-room,0
2012-Q4,Sembawang,3-room,0
2012-Q4,Sembawang,4-room,438000
2012-Q4,Sembawang,5-room,491500
2012-Q4,Sembawang,Executive,551500
2012-Q4,Sengkang,1-room,0
2012-Q4,Sengkang,2-room,0
2012-Q4,Sengkang,3-room,-
2012-Q4,Sengkang,4-room,468000
2012-Q4,Sengkang,5-room,525500
2012-Q4,Sengkang,Executive,630000
2012-Q4,Serangoon,1-room,0
2012-Q4,Serangoon,2-room,0
2012-Q4,Serangoon,3-room,365000
2012-Q4,Serangoon,4-room,487500
2012-Q4,Serangoon,5-room,-
2012-Q4,Serangoon,Executive,-
2012-Q4,Tampines,1-room,0
2012-Q4,Tampines,2-room,0
2012-Q4,Tampines,3-room,375000
2012-Q4,Tampines,4-room,475000
2012-Q4,Tampines,5-room,550000
2012-Q4,Tampines,Executive,670000
2012-Q4,Toa Payoh,1-room,0
2012-Q4,Toa Payoh,2-room,-
2012-Q4,Toa Payoh,3-room,366000
2012-Q4,Toa Payoh,4-room,556400
2012-Q4,Toa Payoh,5-room,698000
2012-Q4,Toa Payoh,Executive,-
2012-Q4,Woodlands,1-room,0
2012-Q4,Woodlands,2-room,-
2012-Q4,Woodlands,3-room,316500
2012-Q4,Woodlands,4-room,415000
2012-Q4,Woodlands,5-room,470000
2012-Q4,Woodlands,Executive,603500
2012-Q4,Yishun,1-room,0
2012-Q4,Yishun,2-room,0
2012-Q4,Yishun,3-room,335000
2012-Q4,Yishun,4-room,414000
2012-Q4,Yishun,5-room,510000
2012-Q4,Yishun,Executive,-
2013-Q1,Ang Mo Kio,1-room,0
2013-Q1,Ang Mo Kio,2-room,-
2013-Q1,Ang Mo Kio,3-room,366000
2013-Q1,Ang Mo Kio,4-room,495000
2013-Q1,Ang Mo Kio,5-room,649000
2013-Q1,Ang Mo Kio,Executive,-
2013-Q1,Bedok,1-room,0
2013-Q1,Bedok,2-room,-
2013-Q1,Bedok,3-room,350000
2013-Q1,Bedok,4-room,455000
2013-Q1,Bedok,5-room,600000
2013-Q1,Bedok,Executive,-
2013-Q1,Bishan,1-room,0
2013-Q1,Bishan,2-room,0
2013-Q1,Bishan,3-room,-
2013-Q1,Bishan,4-room,532500
2013-Q1,Bishan,5-room,-
2013-Q1,Bishan,Executive,-
2013-Q1,Bukit Batok,1-room,0
2013-Q1,Bukit Batok,2-room,0
2013-Q1,Bukit Batok,3-room,339000
2013-Q1,Bukit Batok,4-room,448000
2013-Q1,Bukit Batok,5-room,-
2013-Q1,Bukit Batok,Executive,-
2013-Q1,Bukit Merah,1-room,-
2013-Q1,Bukit Merah,2-room,-
2013-Q1,Bukit Merah,3-room,398000
2013-Q1,Bukit Merah,4-room,675000
2013-Q1,Bukit Merah,5-room,800000
2013-Q1,Bukit Merah,Executive,0
2013-Q1,Bukit Panjang,1-room,0
2013-Q1,Bukit Panjang,2-room,0
2013-Q1,Bukit Panjang,3-room,-
2013-Q1,Bukit Panjang,4-room,423000
2013-Q1,Bukit Panjang,5-room,520000
2013-Q1,Bukit Panjang,Executive,-
2013-Q1,Bukit Timah,1-room,0
2013-Q1,Bukit Timah,2-room,0
2013-Q1,Bukit Timah,3-room,-
2013-Q1,Bukit Timah,4-room,-
2013-Q1,Bukit Timah,5-room,-
2013-Q1,Bukit Timah,Executive,-
2013-Q1,Central,1-room,0
2013-Q1,Central,2-room,-
2013-Q1,Central,3-room,-
2013-Q1,Central,4-room,-
2013-Q1,Central,5-room,0
2013-Q1,Central,Executive,0
2013-Q1,Choa Chu Kang,1-room,0
2013-Q1,Choa Chu Kang,2-room,0
2013-Q1,Choa Chu Kang,3-room,-
2013-Q1,Choa Chu Kang,4-room,436900
2013-Q1,Choa Chu Kang,5-room,499800
2013-Q1,Choa Chu Kang,Executive,-
2013-Q1,Clementi,1-room,0
2013-Q1,Clementi,2-room,0
2013-Q1,Clementi,3-room,378500
2013-Q1,Clementi,4-room,-
2013-Q1,Clementi,5-room,-
2013-Q1,Clementi,Executive,-
2013-Q1,Geylang,1-room,0
2013-Q1,Geylang,2-room,-
2013-Q1,Geylang,3-room,326500
2013-Q1,Geylang,4-room,501000
2013-Q1,Geylang,5-room,-
2013-Q1,Geylang,Executive,-
2013-Q1,Hougang,1-room,0
2013-Q1,Hougang,2-room,0
2013-Q1,Hougang,3-room,359000
2013-Q1,Hougang,4-room,446000
2013-Q1,Hougang,5-room,548000
2013-Q1,Hougang,Executive,-
2013-Q1,Jurong East,1-room,0
2013-Q1,Jurong East,2-room,0
2013-Q1,Jurong East,3-room,343000
2013-Q1,Jurong East,4-room,455000
2013-Q1,Jurong East,5-room,592900
2013-Q1,Jurong East,Executive,-
2013-Q1,Jurong West,1-room,0
2013-Q1,Jurong West,2-room,-
2013-Q1,Jurong West,3-room,338000
2013-Q1,Jurong West,4-room,432000
2013-Q1,Jurong West,5-room,513000
2013-Q1,Jurong West,Executive,592500
2013-Q1,Kallang/Whampoa,1-room,0
2013-Q1,Kallang/Whampoa,2-room,-
2013-Q1,Kallang/Whampoa,3-room,377500
2013-Q1,Kallang/Whampoa,4-room,530000
2013-Q1,Kallang/Whampoa,5-room,-
2013-Q1,Kallang/Whampoa,Executive,-
2013-Q1,Marine Parade,1-room,0
2013-Q1,Marine Parade,2-room,0
2013-Q1,Marine Parade,3-room,-
2013-Q1,Marine Parade,4-room,-
2013-Q1,Marine Parade,5-room,-
2013-Q1,Marine Parade,Executive,0
2013-Q1,Pasir Ris,1-room,0
2013-Q1,Pasir Ris,2-room,0
2013-Q1,Pasir Ris,3-room,-
2013-Q1,Pasir Ris,4-room,459000
2013-Q1,Pasir Ris,5-room,546800
2013-Q1,Pasir Ris,Executive,652500
2013-Q1,Punggol,1-room,0
2013-Q1,Punggol,2-room,0
2013-Q1,Punggol,3-room,0
2013-Q1,Punggol,4-room,518000
2013-Q1,Punggol,5-room,565000
2013-Q1,Punggol,Executive,-
2013-Q1,Queenstown,1-room,0
2013-Q1,Queenstown,2-room,-
2013-Q1,Queenstown,3-room,365000
2013-Q1,Queenstown,4-room,679000
2013-Q1,Queenstown,5-room,-
2013-Q1,Queenstown,Executive,0
2013-Q1,Sembawang,1-room,0
2013-Q1,Sembawang,2-room,0
2013-Q1,Sembawang,3-room,0
2013-Q1,Sembawang,4-room,446000
2013-Q1,Sembawang,5-room,500000
2013-Q1,Sembawang,Executive,585000
2013-Q1,Sengkang,1-room,0
2013-Q1,Sengkang,2-room,-
2013-Q1,Sengkang,3-room,-
2013-Q1,Sengkang,4-room,486000
2013-Q1,Sengkang,5-room,535000
2013-Q1,Sengkang,Executive,628900
2013-Q1,Serangoon,1-room,0
2013-Q1,Serangoon,2-room,-
2013-Q1,Serangoon,3-room,-
2013-Q1,Serangoon,4-room,471500
2013-Q1,Serangoon,5-room,-
2013-Q1,Serangoon,Executive,-
2013-Q1,Tampines,1-room,0
2013-Q1,Tampines,2-room,0
2013-Q1,Tampines,3-room,375500
2013-Q1,Tampines,4-room,481200
2013-Q1,Tampines,5-room,565000
2013-Q1,Tampines,Executive,691000
2013-Q1,Toa Payoh,1-room,0
2013-Q1,Toa Payoh,2-room,-
2013-Q1,Toa Payoh,3-room,355000
2013-Q1,Toa Payoh,4-room,592000
2013-Q1,Toa Payoh,5-room,781900
2013-Q1,Toa Payoh,Executive,-
2013-Q1,Woodlands,1-room,0
2013-Q1,Woodlands,2-room,-
2013-Q1,Woodlands,3-room,332000
2013-Q1,Woodlands,4-room,420000
2013-Q1,Woodlands,5-room,480000
2013-Q1,Woodlands,Executive,616500
2013-Q1,Yishun,1-room,0
2013-Q1,Yishun,2-room,0
2013-Q1,Yishun,3-room,340000
2013-Q1,Yishun,4-room,411000
2013-Q1,Yishun,5-room,522000
2013-Q1,Yishun,Executive,-
2013-Q2,Ang Mo Kio,1-room,0
2013-Q2,Ang Mo Kio,2-room,-
2013-Q2,Ang Mo Kio,3-room,368000
2013-Q2,Ang Mo Kio,4-room,488000
2013-Q2,Ang Mo Kio,5-room,667500
2013-Q2,Ang Mo Kio,Executive,0
2013-Q2,Bedok,1-room,0
2013-Q2,Bedok,2-room,-
2013-Q2,Bedok,3-room,355000
2013-Q2,Bedok,4-room,459000
2013-Q2,Bedok,5-room,620000
2013-Q2,Bedok,Executive,-
2013-Q2,Bishan,1-room,0
2013-Q2,Bishan,2-room,0
2013-Q2,Bishan,3-room,-
2013-Q2,Bishan,4-room,555000
2013-Q2,Bishan,5-room,740000
2013-Q2,Bishan,Executive,-
2013-Q2,Bukit Batok,1-room,0
2013-Q2,Bukit Batok,2-room,0
2013-Q2,Bukit Batok,3-room,336000
2013-Q2,Bukit Batok,4-room,443000
2013-Q2,Bukit Batok,5-room,640000
2013-Q2,Bukit Batok,Executive,-
2013-Q2,Bukit Merah,1-room,-
2013-Q2,Bukit Merah,2-room,-
2013-Q2,Bukit Merah,3-room,412000
2013-Q2,Bukit Merah,4-room,704000
2013-Q2,Bukit Merah,5-room,775000
2013-Q2,Bukit Merah,Executive,0
2013-Q2,Bukit Panjang,1-room,0
2013-Q2,Bukit Panjang,2-room,0
2013-Q2,Bukit Panjang,3-room,348500
2013-Q2,Bukit Panjang,4-room,425000
2013-Q2,Bukit Panjang,5-room,545500
2013-Q2,Bukit Panjang,Executive,609000
2013-Q2,Bukit Timah,1-room,0
2013-Q2,Bukit Timah,2-room,0
2013-Q2,Bukit Timah,3-room,-
2013-Q2,Bukit Timah,4-room,-
2013-Q2,Bukit Timah,5-room,-
2013-Q2,Bukit Timah,Executive,-
2013-Q2,Central,1-room,0
2013-Q2,Central,2-room,-
2013-Q2,Central,3-room,-
2013-Q2,Central,4-room,-
2013-Q2,Central,5-room,0
2013-Q2,Central,Executive,0
2013-Q2,Choa Chu Kang,1-room,0
2013-Q2,Choa Chu Kang,2-room,0
2013-Q2,Choa Chu Kang,3-room,-
2013-Q2,Choa Chu Kang,4-room,440000
2013-Q2,Choa Chu Kang,5-room,510000
2013-Q2,Choa Chu Kang,Executive,-
2013-Q2,Clementi,1-room,0
2013-Q2,Clementi,2-room,0
2013-Q2,Clementi,3-room,390000
2013-Q2,Clementi,4-room,547500
2013-Q2,Clementi,5-room,-
2013-Q2,Clementi,Executive,-
2013-Q2,Geylang,1-room,0
2013-Q2,Geylang,2-room,-
2013-Q2,Geylang,3-room,330000
2013-Q2,Geylang,4-room,512500
2013-Q2,Geylang,5-room,-
2013-Q2,Geylang,Executive,0
2013-Q2,Hougang,1-room,0
2013-Q2,Hougang,2-room,0
2013-Q2,Hougang,3-room,350500
2013-Q2,Hougang,4-room,451000
2013-Q2,Hougang,5-room,555000
2013-Q2,Hougang,Executive,660000
2013-Q2,Jurong East,1-room,0
2013-Q2,Jurong East,2-room,0
2013-Q2,Jurong East,3-room,350000
2013-Q2,Jurong East,4-room,455000
2013-Q2,Jurong East,5-room,542000
2013-Q2,Jurong East,Executive,-
2013-Q2,Jurong West,1-room,0
2013-Q2,Jurong West,2-room,-
2013-Q2,Jurong West,3-room,320000
2013-Q2,Jurong West,4-room,445000
2013-Q2,Jurong West,5-room,515000
2013-Q2,Jurong West,Executive,601000
2013-Q2,Kallang/Whampoa,1-room,0
2013-Q2,Kallang/Whampoa,2-room,-
2013-Q2,Kallang/Whampoa,3-room,349000
2013-Q2,Kallang/Whampoa,4-room,547500
2013-Q2,Kallang/Whampoa,5-room,717500
2013-Q2,Kallang/Whampoa,Executive,-
2013-Q2,Marine Parade,1-room,0
2013-Q2,Marine Parade,2-room,0
2013-Q2,Marine Parade,3-room,-
2013-Q2,Marine Parade,4-room,-
2013-Q2,Marine Parade,5-room,-
2013-Q2,Marine Parade,Executive,0
2013-Q2,Pasir Ris,1-room,0
2013-Q2,Pasir Ris,2-room,0
2013-Q2,Pasir Ris,3-room,-
2013-Q2,Pasir Ris,4-room,466500
2013-Q2,Pasir Ris,5-room,535000
2013-Q2,Pasir Ris,Executive,655000
2013-Q2,Punggol,1-room,0
2013-Q2,Punggol,2-room,0
2013-Q2,Punggol,3-room,0
2013-Q2,Punggol,4-room,506000
2013-Q2,Punggol,5-room,560000
2013-Q2,Punggol,Executive,-
2013-Q2,Queenstown,1-room,0
2013-Q2,Queenstown,2-room,-
2013-Q2,Queenstown,3-room,380000
2013-Q2,Queenstown,4-room,710000
2013-Q2,Queenstown,5-room,-
2013-Q2,Queenstown,Executive,0
2013-Q2,Sembawang,1-room,0
2013-Q2,Sembawang,2-room,0
2013-Q2,Sembawang,3-room,0
2013-Q2,Sembawang,4-room,441000
2013-Q2,Sembawang,5-room,498500
2013-Q2,Sembawang,Executive,580000
2013-Q2,Sengkang,1-room,0
2013-Q2,Sengkang,2-room,-
2013-Q2,Sengkang,3-room,-
2013-Q2,Sengkang,4-room,501500
2013-Q2,Sengkang,5-room,538500
2013-Q2,Sengkang,Executive,638000
2013-Q2,Serangoon,1-room,0
2013-Q2,Serangoon,2-room,0
2013-Q2,Serangoon,3-room,378500
2013-Q2,Serangoon,4-room,470000
2013-Q2,Serangoon,5-room,-
2013-Q2,Serangoon,Executive,-
2013-Q2,Tampines,1-room,0
2013-Q2,Tampines,2-room,0
2013-Q2,Tampines,3-room,376500
2013-Q2,Tampines,4-room,480000
2013-Q2,Tampines,5-room,558000
2013-Q2,Tampines,Executive,695000
2013-Q2,Toa Payoh,1-room,0
2013-Q2,Toa Payoh,2-room,-
2013-Q2,Toa Payoh,3-room,359500
2013-Q2,Toa Payoh,4-room,645000
2013-Q2,Toa Payoh,5-room,750000
2013-Q2,Toa Payoh,Executive,-
2013-Q2,Woodlands,1-room,0
2013-Q2,Woodlands,2-room,-
2013-Q2,Woodlands,3-room,330000
2013-Q2,Woodlands,4-room,422500
2013-Q2,Woodlands,5-room,480000
2013-Q2,Woodlands,Executive,639000
2013-Q2,Yishun,1-room,0
2013-Q2,Yishun,2-room,0
2013-Q2,Yishun,3-room,341000
2013-Q2,Yishun,4-room,416500
2013-Q2,Yishun,5-room,"515,000"
2013-Q2,Yishun,Executive,608000
2013-Q3,Ang Mo Kio,1-room,0
2013-Q3,Ang Mo Kio,2-room,-
2013-Q3,Ang Mo Kio,3-room,362300
2013-Q3,Ang Mo Kio,4-room,492000
2013-Q3,Ang Mo Kio,5-room,-
2013-Q3,Ang Mo Kio,Executive,-
2013-Q3,Bedok,1-room,0
2013-Q3,Bedok,2-room,-
2013-Q3,Bedok,3-room,346000
2013-Q3,Bedok,4-room,447000
2013-Q3,Bedok,5-room,625000
2013-Q3,Bedok,Executive,-
2013-Q3,Bishan,1-room,0
2013-Q3,Bishan,2-room,0
2013-Q3,Bishan,3-room,-
2013-Q3,Bishan,4-room,551500
2013-Q3,Bishan,5-room,-
2013-Q3,Bishan,Executive,-
2013-Q3,Bukit Batok,1-room,0
2013-Q3,Bukit Batok,2-room,0
2013-Q3,Bukit Batok,3-room,337800
2013-Q3,Bukit Batok,4-room,445000
2013-Q3,Bukit Batok,5-room,-
2013-Q3,Bukit Batok,Executive,-
2013-Q3,Bukit Merah,1-room,-
2013-Q3,Bukit Merah,2-room,-
2013-Q3,Bukit Merah,3-room,408900
2013-Q3,Bukit Merah,4-room,671500
2013-Q3,Bukit Merah,5-room,820000
2013-Q3,Bukit Merah,Executive,0
2013-Q3,Bukit Panjang,1-room,0
2013-Q3,Bukit Panjang,2-room,0
2013-Q3,Bukit Panjang,3-room,-
2013-Q3,Bukit Panjang,4-room,428000
2013-Q3,Bukit Panjang,5-room,522000
2013-Q3,Bukit Panjang,Executive,-
2013-Q3,Bukit Timah,1-room,0
2013-Q3,Bukit Timah,2-room,0
2013-Q3,Bukit Timah,3-room,-
2013-Q3,Bukit Timah,4-room,-
2013-Q3,Bukit Timah,5-room,0
2013-Q3,Bukit Timah,Executive,-
2013-Q3,Central,1-room,0
2013-Q3,Central,2-room,-
2013-Q3,Central,3-room,-
2013-Q3,Central,4-room,-
2013-Q3,Central,5-room,-
2013-Q3,Central,Executive,0
2013-Q3,Choa Chu Kang,1-room,0
2013-Q3,Choa Chu Kang,2-room,-
2013-Q3,Choa Chu Kang,3-room,-
2013-Q3,Choa Chu Kang,4-room,430000
2013-Q3,Choa Chu Kang,5-room,496000
2013-Q3,Choa Chu Kang,Executive,-
2013-Q3,Clementi,1-room,0
2013-Q3,Clementi,2-room,0
2013-Q3,Clementi,3-room,361500
2013-Q3,Clementi,4-room,546500
2013-Q3,Clementi,5-room,-
2013-Q3,Clementi,Executive,-
2013-Q3,Geylang,1-room,0
2013-Q3,Geylang,2-room,-
2013-Q3,Geylang,3-room,321000
2013-Q3,Geylang,4-room,477300
2013-Q3,Geylang,5-room,-
2013-Q3,Geylang,Executive,-
2013-Q3,Hougang,1-room,0
2013-Q3,Hougang,2-room,-
2013-Q3,Hougang,3-room,355000
2013-Q3,Hougang,4-room,446500
2013-Q3,Hougang,5-room,549000
2013-Q3,Hougang,Executive,700000
2013-Q3,Jurong East,1-room,0
2013-Q3,Jurong East,2-room,0
2013-Q3,Jurong East,3-room,345800
2013-Q3,Jurong East,4-room,435000
2013-Q3,Jurong East,5-room,580000
2013-Q3,Jurong East,Executive,-
2013-Q3,Jurong West,1-room,0
2013-Q3,Jurong West,2-room,0
2013-Q3,Jurong West,3-room,333000
2013-Q3,Jurong West,4-room,430000
2013-Q3,Jurong West,5-room,522900
2013-Q3,Jurong West,Executive,600000
2013-Q3,Kallang/Whampoa,1-room,0
2013-Q3,Kallang/Whampoa,2-room,-
2013-Q3,Kallang/Whampoa,3-room,359500
2013-Q3,Kallang/Whampoa,4-room,539000
2013-Q3,Kallang/Whampoa,5-room,-
2013-Q3,Kallang/Whampoa,Executive,-
2013-Q3,Marine Parade,1-room,0
2013-Q3,Marine Parade,2-room,0
2013-Q3,Marine Parade,3-room,-
2013-Q3,Marine Parade,4-room,-
2013-Q3,Marine Parade,5-room,-
2013-Q3,Marine Parade,Executive,0
2013-Q3,Pasir Ris,1-room,0
2013-Q3,Pasir Ris,2-room,0
2013-Q3,Pasir Ris,3-room,0
2013-Q3,Pasir Ris,4-room,455000
2013-Q3,Pasir Ris,5-room,523500
2013-Q3,Pasir Ris,Executive,640000
2013-Q3,Punggol,1-room,0
2013-Q3,Punggol,2-room,0
2013-Q3,Punggol,3-room,0
2013-Q3,Punggol,4-room,482500
2013-Q3,Punggol,5-room,542500
2013-Q3,Punggol,Executive,-
2013-Q3,Queenstown,1-room,0
2013-Q3,Queenstown,2-room,-
2013-Q3,Queenstown,3-room,391800
2013-Q3,Queenstown,4-room,693800
2013-Q3,Queenstown,5-room,-
2013-Q3,Queenstown,Executive,-
2013-Q3,Sembawang,1-room,0
2013-Q3,Sembawang,2-room,0
2013-Q3,Sembawang,3-room,0
2013-Q3,Sembawang,4-room,426000
2013-Q3,Sembawang,5-room,490000
2013-Q3,Sembawang,Executive,-
2013-Q3,Sengkang,1-room,0
2013-Q3,Sengkang,2-room,0
2013-Q3,Sengkang,3-room,-
2013-Q3,Sengkang,4-room,486500
2013-Q3,Sengkang,5-room,532000
2013-Q3,Sengkang,Executive,620000
2013-Q3,Serangoon,1-room,0
2013-Q3,Serangoon,2-room,-
2013-Q3,Serangoon,3-room,372500
2013-Q3,Serangoon,4-room,500000
2013-Q3,Serangoon,5-room,-
2013-Q3,Serangoon,Executive,-
2013-Q3,Tampines,1-room,0
2013-Q3,Tampines,2-room,0
2013-Q3,Tampines,3-room,376000
2013-Q3,Tampines,4-room,473000
2013-Q3,Tampines,5-room,548000
2013-Q3,Tampines,Executive,700000
2013-Q3,Toa Payoh,1-room,0
2013-Q3,Toa Payoh,2-room,-
2013-Q3,Toa Payoh,3-room,359000
2013-Q3,Toa Payoh,4-room,603000
2013-Q3,Toa Payoh,5-room,712500
2013-Q3,Toa Payoh,Executive,-
2013-Q3,Woodlands,1-room,0
2013-Q3,Woodlands,2-room,-
2013-Q3,Woodlands,3-room,320000
2013-Q3,Woodlands,4-room,415000
2013-Q3,Woodlands,5-room,473000
2013-Q3,Woodlands,Executive,657500
2013-Q3,Yishun,1-room,0
2013-Q3,Yishun,2-room,0
2013-Q3,Yishun,3-room,337000
2013-Q3,Yishun,4-room,404000
2013-Q3,Yishun,5-room,515000
2013-Q3,Yishun,Executive,-
2013-Q4,Ang Mo Kio,1-room,0
2013-Q4,Ang Mo Kio,2-room,-
2013-Q4,Ang Mo Kio,3-room,356000
2013-Q4,Ang Mo Kio,4-room,485000
2013-Q4,Ang Mo Kio,5-room,-
2013-Q4,Ang Mo Kio,Executive,-
2013-Q4,Bedok,1-room,0
2013-Q4,Bedok,2-room,-
2013-Q4,Bedok,3-room,343500
2013-Q4,Bedok,4-room,450000
2013-Q4,Bedok,5-room,600000
2013-Q4,Bedok,Executive,-
2013-Q4,Bishan,1-room,0
2013-Q4,Bishan,2-room,0
2013-Q4,Bishan,3-room,-
2013-Q4,Bishan,4-room,545000
2013-Q4,Bishan,5-room,-
2013-Q4,Bishan,Executive,-
2013-Q4,Bukit Batok,1-room,0
2013-Q4,Bukit Batok,2-room,0
2013-Q4,Bukit Batok,3-room,326000
2013-Q4,Bukit Batok,4-room,437000
2013-Q4,Bukit Batok,5-room,588000
2013-Q4,Bukit Batok,Executive,-
2013-Q4,Bukit Merah,1-room,-
2013-Q4,Bukit Merah,2-room,-
2013-Q4,Bukit Merah,3-room,398000
2013-Q4,Bukit Merah,4-room,652000
2013-Q4,Bukit Merah,5-room,782000
2013-Q4,Bukit Merah,Executive,0
2013-Q4,Bukit Panjang,1-room,0
2013-Q4,Bukit Panjang,2-room,0
2013-Q4,Bukit Panjang,3-room,-
2013-Q4,Bukit Panjang,4-room,421000
2013-Q4,Bukit Panjang,5-room,485000
2013-Q4,Bukit Panjang,Executive,632900
2013-Q4,Bukit Timah,1-room,0
2013-Q4,Bukit Timah,2-room,0
2013-Q4,Bukit Timah,3-room,-
2013-Q4,Bukit Timah,4-room,-
2013-Q4,Bukit Timah,5-room,-
2013-Q4,Bukit Timah,Executive,0
2013-Q4,Central,1-room,0
2013-Q4,Central,2-room,-
2013-Q4,Central,3-room,-
2013-Q4,Central,4-room,-
2013-Q4,Central,5-room,-
2013-Q4,Central,Executive,0
2013-Q4,Choa Chu Kang,1-room,0
2013-Q4,Choa Chu Kang,2-room,0
2013-Q4,Choa Chu Kang,3-room,-
2013-Q4,Choa Chu Kang,4-room,420900
2013-Q4,Choa Chu Kang,5-room,482500
2013-Q4,Choa Chu Kang,Executive,-
2013-Q4,Clementi,1-room,0
2013-Q4,Clementi,2-room,0
2013-Q4,Clementi,3-room,356000
2013-Q4,Clementi,4-room,519400
2013-Q4,Clementi,5-room,-
2013-Q4,Clementi,Executive,-
2013-Q4,Geylang,1-room,0
2013-Q4,Geylang,2-room,-
2013-Q4,Geylang,3-room,315000
2013-Q4,Geylang,4-room,496000
2013-Q4,Geylang,5-room,-
2013-Q4,Geylang,Executive,-
2013-Q4,Hougang,1-room,0
2013-Q4,Hougang,2-room,0
2013-Q4,Hougang,3-room,343000
2013-Q4,Hougang,4-room,445000
2013-Q4,Hougang,5-room,536000
2013-Q4,Hougang,Executive,-
2013-Q4,Jurong East,1-room,0
2013-Q4,Jurong East,2-room,0
2013-Q4,Jurong East,3-room,337000
2013-Q4,Jurong East,4-room,438000
2013-Q4,Jurong East,5-room,-
2013-Q4,Jurong East,Executive,-
2013-Q4,Jurong West,1-room,0
2013-Q4,Jurong West,2-room,-
2013-Q4,Jurong West,3-room,328000
2013-Q4,Jurong West,4-room,415000
2013-Q4,Jurong West,5-room,492000
2013-Q4,Jurong West,Executive,574000
2013-Q4,Kallang/Whampoa,1-room,0
2013-Q4,Kallang/Whampoa,2-room,-
2013-Q4,Kallang/Whampoa,3-room,359500
2013-Q4,Kallang/Whampoa,4-room,565000
2013-Q4,Kallang/Whampoa,5-room,-
2013-Q4,Kallang/Whampoa,Executive,-
2013-Q4,Marine Parade,1-room,0
2013-Q4,Marine Parade,2-room,0
2013-Q4,Marine Parade,3-room,-
2013-Q4,Marine Parade,4-room,-
2013-Q4,Marine Parade,5-room,-
2013-Q4,Marine Parade,Executive,0
2013-Q4,Pasir Ris,1-room,0
2013-Q4,Pasir Ris,2-room,0
2013-Q4,Pasir Ris,3-room,-
2013-Q4,Pasir Ris,4-room,445000
2013-Q4,Pasir Ris,5-room,526500
2013-Q4,Pasir Ris,Executive,628000
2013-Q4,Punggol,1-room,0
2013-Q4,Punggol,2-room,0
2013-Q4,Punggol,3-room,0
2013-Q4,Punggol,4-room,480000
2013-Q4,Punggol,5-room,535000
2013-Q4,Punggol,Executive,-
2013-Q4,Queenstown,1-room,0
2013-Q4,Queenstown,2-room,-
2013-Q4,Queenstown,3-room,408000
2013-Q4,Queenstown,4-room,710900
