FECHA_DE_RECEPCION;HORA_DE_RECEPCION;SECCION_ID;SECCION;ANOMALIA_ID;ANOMALIA;TIPO_DE_VIAL_ID;TIPO_DE_VIAL;NOMBRE_DE_VIAL;NUMERO;DISTRITO_ID;DISTRITO;BARRIO_ID;BARRIO;CODIGO_POSTAL
29/07/2016;15:00:22;57;BICICLETA PUBLICA;3696;TOTEM. PANTALLA EN BLANCO;291;CALLE;COLOMBIA;7;5;CHAMARTIN;504;HISPANOAMERICA;28016
29/07/2016;15:01:10;57;BICICLETA PUBLICA;3700;BICICLETA. AVERIAS OTROS COMPONENTES (CADENA, FRENOS, ETC);291;CALLE;LIRA;1;3;RETIRO;303;ESTRELLA;28007
29/07/2016;15:01:26;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;ANTONIO LOPEZ;67;11;CARABANCHEL;1101;COMILLAS;28019
29/07/2016;15:02:33;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;294;PASEO;EXTREMADURA;5;10;LATINA;1002;PUERTA DEL ANGEL;-1
29/07/2016;15:06:43;22;PAVIMENTOS;1841;GRIETA EN CALZADA;291;CALLE;LORENZO GONZALEZ;18;15;CIUDAD LINEAL;1501;VENTAS;28017
29/07/2016;15:07:23;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;ATOCHA;20;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;15:07:35;65;ZONAS VERDES Y BOCAS DE RIEGO;1996;ROTURA DE GOTERO DE RIEGO EN ZONA VERDE;291;CALLE;FERMIN CABALLERO;20;8;FUENCARRAL-EL PARDO;805;LA PAZ;28034
29/07/2016;15:10:02;59;SER;3595;ANULACION AVISO DENUNCIA. NO PERMITE ANULACION;291;CALLE;FERNAN GONZALEZ;24;4;SALAMANCA;402;GOYA;28009
29/07/2016;15:10:19;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;DOCTOR ESQUERDO;124;3;RETIRO;306;NIÑO JESUS;28007
29/07/2016;15:11:03;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CARMELITAS;13;17;VILLAVERDE;1704;LOS ROSALES;28021
29/07/2016;15:11:19;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;ASTROLABIO;4;9;MONCLOA-ARAVACA;907;ARAVACA;28023
29/07/2016;15:12:29;14;EXTERNO;1986;EXTERNO;291;CALLE;RECOLETOS;20;4;SALAMANCA;401;RECOLETOS;28001
29/07/2016;15:12:36;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;SANTIAGO DE COMPOSTELA;90;8;FUENCARRAL-EL PARDO;803;PEÑA GRANDE;28035
29/07/2016;15:13:56;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;2;1;CENTRO;106;SOL;28014
29/07/2016;15:14:17;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;MARROQUINA;36;14;MORATALAZ;1403;MARROQUINA;28030
29/07/2016;15:16:34;5;ARBOLADO VIARIO;2657;PODA DE ARBOL;294;PASEO;SANTA MARIA DE LA CABEZA;64;2;ARGANZUELA;202;ACACIAS;28045
29/07/2016;15:17:14;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;294;PASEO;EXTREMADURA;19;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;15:19:07;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;CANILLAS;33;5;CHAMARTIN;502;PROSPERIDAD;28002
29/07/2016;15:19:18;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;MENDEZ ALVARO;7;2;ARGANZUELA;207;ATOCHA;28045
29/07/2016;15:20:06;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ARDEMANS;66;4;SALAMANCA;404;GUINDALERA;28028
29/07/2016;15:20:25;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;MONEDEROS;35;12;USERA;1204;ALMENDRALES;28026
29/07/2016;15:21:08;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;MENDEZ ALVARO;7;2;ARGANZUELA;207;ATOCHA;28045
29/07/2016;15:21:24;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;DOCTOR SANTERO;29;6;TETUAN;601;BELLAS VISTAS;28039
29/07/2016;15:24:36;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3463;RETIRADA CONTENEDOR OBRA LLENO;291;CALLE;RODRIGO UHAGON;4;12;USERA;1207;PRADOLONGO;28026
29/07/2016;15:24:37;59;SER;3712;APP'S DE PAGO. NO UBICA CORRECTAMENTE EL BARRIO;291;CALLE;LOPE DE RUEDA;53;3;RETIRO;304;IBIZA;28009
29/07/2016;15:25:35;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;PUENTECESURES;1;8;FUENCARRAL-EL PARDO;805;LA PAZ;28029
29/07/2016;15:27:33;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
29/07/2016;15:27:37;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;CASTILLO PIÑEIRO;8;6;TETUAN;601;BELLAS VISTAS;28039
29/07/2016;15:28:16;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CAPITAN BLANCO ARGIBAY;4;6;TETUAN;605;VALDEACEDERAS;28029
29/07/2016;15:28:45;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3461;RETIRADA SACO ESCOMBROS LLENO;291;CALLE;CARLOS ARNICHES;11;1;CENTRO;102;EMBAJADORES;28005
29/07/2016;15:29:46;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;FERROCARRIL;29;2;ARGANZUELA;205;DELICIAS;28045
29/07/2016;15:30:22;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3398;NUEVA INST CUBO NARANJA ORG 2 RUEDAS 120 L;291;CALLE;CONDE DE PEÑALVER;41;4;SALAMANCA;405;LISTA;28006
29/07/2016;15:30:44;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;295;PLAZA;CEBADA;1;1;CENTRO;101;PALACIO;28005
29/07/2016;15:31:53;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;JUAN BRAVO;12;4;SALAMANCA;406;CASTELLANA;28006
29/07/2016;15:32:41;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
29/07/2016;15:33:31;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;ALONSO CARBONELL;6;2;ARGANZUELA;203;CHOPERA;28045
29/07/2016;15:33:44;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;TRAFALGAR;34;7;CHAMBERI;703;TRAFALGAR;28010
29/07/2016;15:34:23;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;FERROCARRIL;29;2;ARGANZUELA;205;DELICIAS;28045
29/07/2016;15:34:41;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3446;LIMPIEZA Y/O DESBROCE SOLARES Y ZONAS TERRIZAS;291;CALLE;NUESTRA SEÑORA DE LA ANTIGUA;22;11;CARABANCHEL;1105;PUERTA BONITA;28025
29/07/2016;15:35:33;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3330;REPOSICION BOLSAS EXCREMENTOS CANINOS EN PAPELERA;292;AVENIDA;ASTURIAS;2;6;TETUAN;604;ALMENARA;28029
29/07/2016;15:37:03;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;CONDE DUQUE;22;1;CENTRO;105;UNIVERSIDAD;28015
29/07/2016;15:37:31;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;PILAR CAVERO;1;15;CIUDAD LINEAL;1505;SAN PASCUAL;28027
29/07/2016;15:38:01;5;ARBOLADO VIARIO;2093;SOLICITUD RIEGO ARBOLADO VIARIO;291;CALLE;VALLEHERMOSO;44;7;CHAMBERI;702;ARAPILES;28015
29/07/2016;15:39:01;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;PILAR CAVERO;1;15;CIUDAD LINEAL;1505;SAN PASCUAL;28027
29/07/2016;15:39:51;57;BICICLETA PUBLICA;3573;USUARIO. TARJETA DE USUARIO. EL SISTEMA NO LA RECONOCE;291;CALLE;JOSE ORTEGA Y GASSET;87;4;SALAMANCA;405;LISTA;28006
29/07/2016;15:40:09;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;295;PLAZA;JUAN ANTONIO SUANZES;1;20;SAN BLAS;2008;EL SALVADOR;28027
29/07/2016;15:41:06;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;MANUEL LAMELA;25;11;CARABANCHEL;1105;PUERTA BONITA;28025
29/07/2016;15:42:27;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ALCANTARA;34;4;SALAMANCA;405;LISTA;28006
29/07/2016;15:43:25;32;VEHICULOS ABANDONADOS;3279;RETIRADA VEHICULO;291;CALLE;SANTA IRENE;3;15;CIUDAD LINEAL;1501;VENTAS;-1
29/07/2016;15:44:21;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;PUERTO DE PAJARES;7;13;PUENTE DE VALLECAS;1302;SAN DIEGO;28053
29/07/2016;15:44:25;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;CAÑADA DEL SANTISIMO;48;18;VILLA DE VALLECAS;1801;CASCO H.VALLECAS;28051
29/07/2016;15:45:26;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;JOSE ABASCAL;4;7;CHAMBERI;703;TRAFALGAR;28003
29/07/2016;15:45:48;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;SEMILLA;21;20;SAN BLAS;2004;ARCOS;28037
29/07/2016;15:46:42;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;VIDAUBA;20;10;LATINA;1007;LAS AGUILAS;28044
29/07/2016;15:46:46;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;292;AVENIDA;PEDRO DIEZ;1;11;CARABANCHEL;1103;SAN ISIDRO;28019
29/07/2016;15:49:26;46;R CUBO/CONT (TODO TIPO) VACIADO E;3432;VACIADO CONTENEDOR VIDRIO (IGLU VERDE);291;CALLE;JUAN ALVAREZ MENDIZABAL;74;9;MONCLOA-ARAVACA;902;ARGUELLES;28008
29/07/2016;15:49:33;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;JOSE ABASCAL;33;7;CHAMBERI;705;RIOS ROSAS;28003
29/07/2016;15:49:56;57;BICICLETA PUBLICA;3573;USUARIO. TARJETA DE USUARIO. EL SISTEMA NO LA RECONOCE;295;PLAZA;JACINTO BENAVENTE;1;1;CENTRO;106;SOL;28012
29/07/2016;15:49:59;2;ALUMBRADO PUBLICO EXTERIOR;3765;DESLUMBRAMIENTO EN INTERIOR DE VIVIENDA;291;CALLE;JOSE CELESTINO MUTIS;17;4;SALAMANCA;403;FUENTE DEL BERRO;28028
29/07/2016;15:50:29;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;LAIN CALVO;15;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;15:51:11;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3383;DESAPARECIDO CONTENEDOR NARANJA ORG VIA PUBLICA (4RUEDAS);291;CALLE;AMADO NERVO;8;3;RETIRO;306;NIÑO JESUS;28007
29/07/2016;15:51:13;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;CORDEL DE PAVONES;24;19;VICALVARO;1901;CASCO H.VICALVARO;28032
29/07/2016;15:51:40;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3353;AVERIADO CUBO AMARILLO ENV 2 RUEDAS 120 L;291;CALLE;GONZALO DE BERCEO;14;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
29/07/2016;15:51:53;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3439;LIMPIEZA EXCREMENTOS CANINOS;291;CALLE;LAIN CALVO;15;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;15:52:06;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;ANGEL MUGICA;3;8;FUENCARRAL-EL PARDO;806;VALVERDE;28034
29/07/2016;15:53:09;65;ZONAS VERDES Y BOCAS DE RIEGO;2100;INSPECCION DE ARBOL/RAMA PELIGROSO EN ZONAS VERDES;291;CALLE;REAL DE ARGANDA;1;18;VILLA DE VALLECAS;1801;CASCO H.VALLECAS;28031
29/07/2016;15:54:41;32;VEHICULOS ABANDONADOS;3279;RETIRADA VEHICULO;292;AVENIDA;PORTUGAL;137;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;15:56:18;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3378;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 120 L;291;CALLE;MONTSERRAT;10;1;CENTRO;105;UNIVERSIDAD;28015
29/07/2016;15:56:35;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;MARQUES DE LEIS;3;6;TETUAN;603;CASTILLEJOS;28020
29/07/2016;15:57:02;5;ARBOLADO VIARIO;2661;SOLICITUD DE INSPECCION DE ARBOL;291;CALLE;BOLTAÑA;67;20;SAN BLAS;2007;CANILLEJAS;28022
29/07/2016;15:57:36;22;PAVIMENTOS;1849;SOCAVON EN CALZADA;291;CALLE;GENEROSIDAD;19;17;VILLAVERDE;1704;LOS ROSALES;-1
29/07/2016;15:58:12;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;LAVAPIES;9;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;15:59:25;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;69;ESTACION DE METRO;ANTON MARTIN;0;1;CENTRO;102;EMBAJADORES;0
29/07/2016;16:00:57;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;GUTIERREZ CANALES;5;20;SAN BLAS;2007;CANILLEJAS;28022
29/07/2016;16:01:05;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;RUIZ DE ALARCON;27;3;RETIRO;305;LOS JERONIMOS;28014
29/07/2016;16:02:24;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3360;AVERIADO CONTENEDOR NARANJA ORG 4 RUEDAS 800 L DEPENDENCIAS;291;CALLE;RAMON GOMEZ DE LA SERNA;123;8;FUENCARRAL-EL PARDO;803;PEÑA GRANDE;28035
29/07/2016;16:03:15;5;ARBOLADO VIARIO;2093;SOLICITUD RIEGO ARBOLADO VIARIO;291;CALLE;JOSE GUTIERREZ MAROTO;3;18;VILLA DE VALLECAS;1801;CASCO H.VALLECAS;28051
29/07/2016;16:03:31;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;SIERRA TOLEDANA;15;13;PUENTE DE VALLECAS;1306;NUMANCIA;28038
29/07/2016;16:03:46;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;JOAQUIN TURINA;35;11;CARABANCHEL;1106;BUENAVISTA;28044
29/07/2016;16:04:04;59;SER;3600;PAGOS EN EFECTIVO. DEVOLUCION DINERO POR CANCELACION AUTORIZ;291;CALLE;GUZMAN EL BUENO;22;7;CHAMBERI;701;GAZTAMBIDE;28015
29/07/2016;16:04:05;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;COALICION;6;17;VILLAVERDE;1704;LOS ROSALES;28041
29/07/2016;16:06:22;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;COALICION;12;17;VILLAVERDE;1704;LOS ROSALES;28041
29/07/2016;16:06:24;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ALBARRACIN;9;20;SAN BLAS;2001;SIMANCAS;28037
29/07/2016;16:08:40;65;ZONAS VERDES Y BOCAS DE RIEGO;3762;ROTURA DE BOCA DE RIEGO EN VIA PUBLICA;294;PASEO;FLORIDA;16;9;MONCLOA-ARAVACA;901;CASA DE CAMPO;28008
29/07/2016;16:09:53;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3380;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 360 L;291;CALLE;SESEÑA;4;10;LATINA;1004;ALUCHE;28024
29/07/2016;16:10:03;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;BUENDIA;21;13;PUENTE DE VALLECAS;1301;ENTREVIAS;28053
29/07/2016;16:11:04;57;BICICLETA PUBLICA;3561;BICLETA. VANDALISMO. ROBADA, PERDIDA O ABANDONADA.;292;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;49;6;TETUAN;601;BELLAS VISTAS;28039
29/07/2016;16:11:19;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;SAN ARMENGOL;2;12;USERA;1205;MOSCARDO;28026
29/07/2016;16:11:45;57;BICICLETA PUBLICA;3687;USUARIO. NO HA RECIBIDO EL CORREO ELECTRONICO DE ALTA;291;CALLE;ALMADEN;28;1;CENTRO;103;CORTES;28014
29/07/2016;16:11:57;65;ZONAS VERDES Y BOCAS DE RIEGO;1995;ROTURA DE TUBERIA DE RIEGO EN ZONA VERDE;291;CALLE;FERMIN CABALLERO;1;8;FUENCARRAL-EL PARDO;805;LA PAZ;28034
29/07/2016;16:11:59;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ANTONIO LOPEZ;150;12;USERA;1205;MOSCARDO;28026
29/07/2016;16:12:38;59;SER;3707;PARQUIMETRO. LOS PARQUIMETROS CERCANOS NO FUNCIONAN;297;RONDA;ATOCHA;1;2;ARGANZUELA;206;PALOS DE MOGUER;28012
29/07/2016;16:12:50;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;SAN CRISPIN;10;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;16:13:07;65;ZONAS VERDES Y BOCAS DE RIEGO;3618;APP. MOVIL/WEB AVISOS ZONAS VERDES;291;CALLE;VALLE DE MENA;33;9;MONCLOA-ARAVACA;904;VALDEZARZA;-1
29/07/2016;16:13:07;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;ANTONIO LOPEZ;150;12;USERA;1205;MOSCARDO;28026
29/07/2016;16:13:39;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;FERRAZ;7;9;MONCLOA-ARAVACA;902;ARGUELLES;28008
29/07/2016;16:14:04;58;SEÑALIZACION;3591;VERTICAL. SOLICITUD DE INSTALACION DE SEÑAL.;291;CALLE;DOROTEO BENACHE;1;9;MONCLOA-ARAVACA;904;VALDEZARZA;-1
29/07/2016;16:14:56;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3463;RETIRADA CONTENEDOR OBRA LLENO;291;CALLE;AYALA;116;4;SALAMANCA;402;GOYA;28006
29/07/2016;16:15:13;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;CALAHORRA;4;19;VICALVARO;1902;AMBROZ;28032
29/07/2016;16:17:05;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ALCALA;1;1;CENTRO;106;SOL;28014
29/07/2016;16:18:43;46;R CUBO/CONT (TODO TIPO) VACIADO E;3430;VACIADO CUBO/CONTENEDOR NARANJA ORG;291;CALLE;PABLO CASALS;3;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;16:20:09;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;HERNANDEZ IGLESIAS;6;15;CIUDAD LINEAL;1504;CONCEPCION;28027
29/07/2016;16:21:04;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;292;AVENIDA;MENENDEZ PELAYO;73;3;RETIRO;306;NIÑO JESUS;28007
29/07/2016;16:21:41;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ANTONIO LOPEZ;48;11;CARABANCHEL;1101;COMILLAS;28019
29/07/2016;16:23:55;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;292;AVENIDA;MENENDEZ PELAYO;38;3;RETIRO;301;PACIFICO;28007
29/07/2016;16:24:01;22;PAVIMENTOS;1843;HUNDIMIENTO EN ACERA;291;CALLE;DOROTEO BENACHE;1;9;MONCLOA-ARAVACA;904;VALDEZARZA;28039
29/07/2016;16:25:22;14;EXTERNO;1986;EXTERNO;291;CALLE;FERNANDEZ CANCELA;2;5;CHAMARTIN;505;NUEVA ESPAÑA;-1
29/07/2016;16:25:45;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;LUIS VELEZ DE GUEVARA;2;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;16:26:53;59;SER;3712;APP'S DE PAGO. NO UBICA CORRECTAMENTE EL BARRIO;291;CALLE;ORENSE;30;6;TETUAN;602;CUATRO CAMINOS;28020
29/07/2016;16:27:12;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;291;CALLE;CAROLINAS;6;6;TETUAN;601;BELLAS VISTAS;28039
29/07/2016;16:28:02;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;LOPEZ DE HOYOS;91;5;CHAMARTIN;503;CIUDAD JARDIN;28002
29/07/2016;16:28:42;46;R CUBO/CONT (TODO TIPO) VACIADO E;3432;VACIADO CONTENEDOR VIDRIO (IGLU VERDE);291;CALLE;GOMEZ DE AVELLANEDA;1;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
29/07/2016;16:29:10;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;FERNANDEZ DE LA HOZ;37;7;CHAMBERI;704;ALMAGRO;28010
29/07/2016;16:29:47;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;294;PASEO;LA HABANA;1;5;CHAMARTIN;501;EL VISO;28036
29/07/2016;16:31:10;16;FUENTES ORNAMENTALES;2057;SUCIEDAD EN EL AGUA;292;AVENIDA;ALBUFERA;293;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;28038
29/07/2016;16:32:21;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;294;PASEO;SANTA MARIA DE LA CABEZA;99;12;USERA;1205;MOSCARDO;28026
29/07/2016;16:32:24;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;292;AVENIDA;CARABANCHEL ALTO;136;11;CARABANCHEL;1106;BUENAVISTA;28054
