FECHA_DE_RECEPCION;HORA_DE_RECEPCION;SECCION_ID;SECCION;ANOMALIA_ID;ANOMALIA;TIPO_DE_VIAL_ID;TIPO_DE_VIAL;NOMBRE_DE_VIAL;NUMERO;DISTRITO_ID;DISTRITO;BARRIO_ID;BARRIO;CODIGO_POSTAL
29/07/2016;05:47:14;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;SAAVEDRA FAJARDO;1;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;05:49:11;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;SAAVEDRA FAJARDO;1;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;05:49:47;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;333;PASAJE;SETUBAL;1;11;CARABANCHEL;1107;ABRANTES;28025
29/07/2016;05:50:26;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3461;RETIRADA SACO ESCOMBROS LLENO;291;CALLE;SAAVEDRA FAJARDO;1;10;LATINA;1002;PUERTA DEL ANGEL;28011
29/07/2016;05:51:24;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;292;AVENIDA;FELIPE II;1;4;SALAMANCA;402;GOYA;28009
29/07/2016;05:51:30;57;BICICLETA PUBLICA;3573;USUARIO. TARJETA DE USUARIO. EL SISTEMA NO LA RECONOCE;291;CALLE;SOR ANGELA DE LA CRUZ;1;6;TETUAN;603;CASTILLEJOS;28020
29/07/2016;05:55:11;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;HORTALEZA;63;1;CENTRO;104;JUSTICIA;28004
29/07/2016;05:55:31;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;295;PLAZA;RAMALES;0;1;CENTRO;101;PALACIO;0
29/07/2016;05:55:33;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;294;PASEO;CASTELLANA;106;5;CHAMARTIN;501;EL VISO;28046
29/07/2016;05:56:34;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;NARCISO SERRA;30;3;RETIRO;301;PACIFICO;28007
29/07/2016;05:57:17;65;ZONAS VERDES Y BOCAS DE RIEGO;3618;APP. MOVIL/WEB AVISOS ZONAS VERDES;291;CALLE;BAILEN;1;1;CENTRO;101;PALACIO;-1
29/07/2016;05:57:17;65;ZONAS VERDES Y BOCAS DE RIEGO;3618;APP. MOVIL/WEB AVISOS ZONAS VERDES;291;CALLE;BAILEN;1;1;CENTRO;101;PALACIO;-1
29/07/2016;05:58:45;22;PAVIMENTOS;1846;REPARACION BALDOSAS;295;PLAZA;SANTA CRUZ;1;1;CENTRO;106;SOL;-1
29/07/2016;05:59:45;57;BICICLETA PUBLICA;3700;BICICLETA. AVERIAS OTROS COMPONENTES (CADENA, FRENOS, ETC);291;CALLE;CLAUDIO MOYANO;1;3;RETIRO;305;LOS JERONIMOS;28014
29/07/2016;06:00:02;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;JUAN ESPLANDIU;1;3;RETIRO;303;ESTRELLA;28007
29/07/2016;06:00:11;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;RIO IGUAZU;9;13;PUENTE DE VALLECAS;1305;PORTAZGO;28018
29/07/2016;06:00:21;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;ORENSE;12;6;TETUAN;602;CUATRO CAMINOS;28020
29/07/2016;06:03:41;57;BICICLETA PUBLICA;3563;ANCLAJE: NO SE PUEDE DESANCLAR BICI;296;TRAVESIA;VISTILLAS;1;1;CENTRO;101;PALACIO;28005
29/07/2016;06:05:09;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;ALCALA;47;1;CENTRO;104;JUSTICIA;28014
29/07/2016;06:05:10;22;PAVIMENTOS;1845;OTROS;291;CALLE;SANTA BARBARA;1;1;CENTRO;105;UNIVERSIDAD;28004
29/07/2016;06:05:25;52;R RECOGIDA ANIMALES MUERTOS E;3547;RECOGIDA DE ANIMALES MUERTOS;291;CALLE;DOCTOR ESQUERDO;46;3;RETIRO;304;IBIZA;28007
29/07/2016;06:06:14;65;ZONAS VERDES Y BOCAS DE RIEGO;1994;ROTURA DE BOCA DE RIEGO DENTRO DE ZONA VERDE;291;CALLE;ARTURO SORIA;54;15;CIUDAD LINEAL;1504;CONCEPCION;28027
29/07/2016;06:07:20;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;LEPANTO;2;1;CENTRO;101;PALACIO;28013
29/07/2016;06:08:52;57;BICICLETA PUBLICA;3692;TOTEM. TARJETA DE USUARIO ATASCADA/ATRAPADA;291;CALLE;SANTA ENGRACIA;168;7;CHAMBERI;705;RIOS ROSAS;28003
29/07/2016;06:09:01;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;LINO;14;6;TETUAN;603;CASTILLEJOS;28020
29/07/2016;06:09:12;5;ARBOLADO VIARIO;2662;TALA DE ARBOL SECO, PELIGROSO O EN MAL ESTADO;291;CALLE;MARIBLANCA;18;12;USERA;1205;MOSCARDO;28026
29/07/2016;06:09:29;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3418;CAMBIO VOL CUBO NARANJA ORG 2 RUEDAS 120 L;291;CALLE;LOS PEÑASCALES;52;4;SALAMANCA;403;FUENTE DEL BERRO;28028
29/07/2016;06:10:22;22;PAVIMENTOS;1846;REPARACION BALDOSAS;295;PLAZA;ANGEL;12;1;CENTRO;103;CORTES;-1
29/07/2016;06:12:06;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;BAILEN;15;1;CENTRO;101;PALACIO;28013
29/07/2016;06:12:39;22;PAVIMENTOS;1845;OTROS;291;CALLE;NAVARRA;16;6;TETUAN;601;BELLAS VISTAS;28039
29/07/2016;06:13:14;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;SERRANO;218;5;CHAMARTIN;504;HISPANOAMERICA;-1
29/07/2016;06:16:48;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;MORALES;30;11;CARABANCHEL;1106;BUENAVISTA;28054
29/07/2016;06:17:27;59;SER;3607;TARJETA BANCARIA. ATASCADA EN EL PARQUIMETRO;291;CALLE;SORGO;33;6;TETUAN;605;VALDEACEDERAS;28039
29/07/2016;06:19:30;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;MIRA EL SOL;4;1;CENTRO;102;EMBAJADORES;28005
29/07/2016;06:20:17;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;291;CALLE;SOR ANGELA DE LA CRUZ;26;6;TETUAN;603;CASTILLEJOS;28020
29/07/2016;06:20:48;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3358;AVERIADO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;MINERVA;27;19;VICALVARO;1901;CASCO H.VICALVARO;28032
29/07/2016;06:20:50;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;SIDERURGIA;5;20;SAN BLAS;2003;AMPOSTA;28037
29/07/2016;06:21:13;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;MIRA EL SOL;4;1;CENTRO;102;EMBAJADORES;28005
29/07/2016;06:21:29;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;292;AVENIDA;NAZARET;9;3;RETIRO;306;NIÑO JESUS;28009
29/07/2016;06:21:45;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;VILLAVICIOSA;1;10;LATINA;1005;CAMPAMENTO;28024
29/07/2016;06:22:22;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;SEQUILLO;6;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
29/07/2016;06:22:23;65;ZONAS VERDES Y BOCAS DE RIEGO;1993;DIFUSOR/ASPERSOR ROTO;291;CALLE;ARTURO SORIA;166;15;CIUDAD LINEAL;1506;SAN JUAN BAUTISTA;28043
29/07/2016;06:23:19;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3461;RETIRADA SACO ESCOMBROS LLENO;291;CALLE;VISITACION;5;12;USERA;1204;ALMENDRALES;28026
29/07/2016;06:23:31;57;BICICLETA PUBLICA;3561;BICLETA. VANDALISMO. ROBADA, PERDIDA O ABANDONADA.;291;CALLE;PADILLA;70;4;SALAMANCA;405;LISTA;28006
29/07/2016;06:23:40;59;SER;3705;ANULACION AVISO DENUNCIA. AVISO DE DENUNCIA INCORRECTO;294;PASEO;CASTELLANA;144;5;CHAMARTIN;504;HISPANOAMERICA;28046
29/07/2016;06:23:54;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;SEQUILLO;6;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
29/07/2016;06:24:23;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;VISITACION;5;12;USERA;1204;ALMENDRALES;28026
29/07/2016;06:24:29;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;ATOCHA;117;1;CENTRO;103;CORTES;28012
29/07/2016;06:26:44;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;PRINCIPE DE VERGARA;95;4;SALAMANCA;406;CASTELLANA;28006
29/07/2016;06:27:03;65;ZONAS VERDES Y BOCAS DE RIEGO;3321;OTRAS INCIDENCIAS EN ZONAS VERDES;291;CALLE;CASTRILLO DE AZA;19;18;VILLA DE VALLECAS;1802;SANTA EUGENIA;28031
29/07/2016;06:28:04;22;PAVIMENTOS;1841;GRIETA EN CALZADA;291;CALLE;EL BOSCO;28;13;PUENTE DE VALLECAS;1305;PORTAZGO;28038
29/07/2016;06:28:52;22;PAVIMENTOS;1841;GRIETA EN CALZADA;291;CALLE;EL BOSCO;28;13;PUENTE DE VALLECAS;1305;PORTAZGO;28038
29/07/2016;06:29:15;57;BICICLETA PUBLICA;3558;BICICLETA. PINCHAZO DE RUEDA;293;GLORIETA;CUATRO CAMINOS;1;7;CHAMBERI;706;VALLEHERMOSO;28020
29/07/2016;06:29:35;58;SEÑALIZACION;3587;APP. MOVIL/WEB SEÑALIZACION;291;CALLE;AMANIEL;32;1;CENTRO;105;UNIVERSIDAD;-1
29/07/2016;06:29:38;22;PAVIMENTOS;1841;GRIETA EN CALZADA;291;CALLE;EL BOSCO;28;13;PUENTE DE VALLECAS;1305;PORTAZGO;28038
29/07/2016;06:30:06;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;291;CALLE;DOCTOR CORTEZO;1;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;06:30:22;50;MOBILIARIO URBANO;3492;BANCO ROTO;291;CALLE;GRANITO;12;2;ARGANZUELA;205;DELICIAS;28045
29/07/2016;06:31:02;22;PAVIMENTOS;1841;GRIETA EN CALZADA;291;CALLE;EL BOSCO;28;13;PUENTE DE VALLECAS;1305;PORTAZGO;28038
29/07/2016;06:31:08;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;294;PASEO;CASTELLANA;114;5;CHAMARTIN;501;EL VISO;28046
29/07/2016;06:31:26;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;291;CALLE;ATOCHA;1;1;CENTRO;106;SOL;28012
29/07/2016;06:31:54;44;R CUBO/CONT (PAPEL/VIDRIO) REPOS/REPARAC E;3429;REPOSICION CONTENEDOR PAPEL DEPENDENCIAS (AZUL);291;CALLE;PAYASO FOFO;26;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;28018
29/07/2016;06:31:55;46;R CUBO/CONT (TODO TIPO) VACIADO E;3433;VACIADO CONTENEDOR PAPEL (IGLU AZUL);291;CALLE;IDIOMA ESPERANTO;10;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;28017
29/07/2016;06:32:05;22;PAVIMENTOS;1841;GRIETA EN CALZADA;291;CALLE;EL BOSCO;28;13;PUENTE DE VALLECAS;1305;PORTAZGO;28038
29/07/2016;06:32:12;37;L PAPELERAS VACIADO/REPAR/REPOS/BOLSAS EXC CANINOS E;3327;VACIADO PAPELERA;291;CALLE;DOCTOR CORTEZO;1;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;06:33:04;50;MOBILIARIO URBANO;3496;BOLARDO ROTO;291;CALLE;ALICANTE;9;2;ARGANZUELA;205;DELICIAS;28045
29/07/2016;06:34:18;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;291;CALLE;ALCALA;49;1;CENTRO;104;JUSTICIA;28014
29/07/2016;06:35:44;65;ZONAS VERDES Y BOCAS DE RIEGO;1996;ROTURA DE GOTERO DE RIEGO EN ZONA VERDE;291;CALLE;OCHAGAVIA;12;9;MONCLOA-ARAVACA;904;VALDEZARZA;28039
29/07/2016;06:37:23;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3324;RECOGIDA MUEBLES Y ENSERES A PETICION DEL CIUDADANO;291;CALLE;BRAVO MURILLO;37;7;CHAMBERI;702;ARAPILES;28015
29/07/2016;06:38:01;57;BICICLETA PUBLICA;3704;ANCLAJE. SE ENGANCHA EN ANCLAJE EN ROJO;294;PASEO;RECOLETOS;1;1;CENTRO;104;JUSTICIA;28004
29/07/2016;06:38:09;58;SEÑALIZACION;3589;VERTICAL. REPOSICION / REPARACION DE SEÑAL.;291;CALLE;PONZANO;93;7;CHAMBERI;705;RIOS ROSAS;28003
29/07/2016;06:38:23;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3461;RETIRADA SACO ESCOMBROS LLENO;291;CALLE;DURANGO;22;9;MONCLOA-ARAVACA;906;EL PLANTIO;28023
29/07/2016;06:38:53;65;ZONAS VERDES Y BOCAS DE RIEGO;1993;DIFUSOR/ASPERSOR ROTO;292;AVENIDA;ALBUFERA;293;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;28038
29/07/2016;06:38:59;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;TRES PECES;32;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;06:40:29;22;PAVIMENTOS;1849;SOCAVON EN CALZADA;292;AVENIDA;DAROCA;0;15;CIUDAD LINEAL;1501;VENTAS;0
29/07/2016;06:41:54;33;L ESPACIOS PUBLICOS/MOBILIARIO/PINTADAS A;3438;LIMPIEZA VIAS PUBLICAS Y ZONAS VERDES;293;GLORIETA;MALAGA;11;12;USERA;1202;ORCASUR;28041
29/07/2016;06:42:37;22;PAVIMENTOS;1838;FALTA CAPA DE RODADURA CALZADA;291;CALLE;GENERAL ARANAZ;33;15;CIUDAD LINEAL;1503;QUINTANA;28027
29/07/2016;06:42:43;41;R CUBO/CONT (ORGANICO/ENVASES) REPAR_AVERIADO/ROTO E;3368;ROTO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;CEA BERMUDEZ;42;7;CHAMBERI;706;VALLEHERMOSO;28003
29/07/2016;06:43:47;50;MOBILIARIO URBANO;3534;VALLA PROTECCION PEATONAL ROTA;295;PLAZA;BEATA MARIA ANA DE JESUS;12;2;ARGANZUELA;203;CHOPERA;28045
29/07/2016;06:43:53;34;L MUEBLES/LINEA BLANCA/ESPACIO PUBLICO E;3325;RECOGIDA ELEMENTOS ABANDONADOS EN ESPACIO PUBLICO;291;CALLE;SOMBRERERIA;14;1;CENTRO;102;EMBAJADORES;28012
29/07/2016;06:44:03;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;VILLANUEVA;39;4;SALAMANCA;401;RECOLETOS;28001
29/07/2016;06:44:32;42;R CUBO/CONT (ORGANICO/ENVASES) REPOS/NUEVO SUMINISTRO E;3379;DESAPARECIDO CUBO NARANJA ORG 2 RUEDAS 240 L;291;CALLE;GONZALEZ AMIGO;20;15;CIUDAD LINEAL;1508;ATALAYA;28033
29/07/2016;06:44:35;39;R (ROPA/ESCOMBROS) RETIRADAS/INCIDENCIAS A;3465;INCIDENCIAS SACO ESCOMBROS/CONTENEDOR OBRA;292;AVENIDA;PABLO IGLESIAS;16;7;CHAMBERI;706;VALLEHERMOSO;28003
29/07/2016;06:44:35;57;BICICLETA PUBLICA;3569;USUARIO. PROBLEMAS CON EL SALDO;294;PASEO;SANTA MARIA DE LA CABEZA;58;2;ARGANZUELA;206;PALOS DE MOGUER;28045
