Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Aircraft Version,Landing Count,Total Landed Weight,Year,Month
201308,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,800,9,6867000,2013,August
201308,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,23,14490000,2013,August
201308,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,8,3350992,2013,August
201308,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A340,300,27,11286000,2013,August
201308,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,300ER,62,34348000,2013,August
201308,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1271,59737000,2013,August
201308,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,76,3572000,2013,August
201308,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,853,57151000,2013,August
201308,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,131,8777000,2013,August
201308,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,96,6432000,2013,August
201308,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,279,20952900,2013,August
201308,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,1715,44247000,2013,August
201308,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,213,24282000,2013,August
201308,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,1062,135936000,2013,August
201308,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,800,41,5904000,2013,August
201308,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,700,55,7106000,2013,August
201308,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,800,15,2193000,2013,August
201308,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,300,31,12985218,2013,August
201308,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,32,4400000,2013,August
201308,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,25,3555000,2013,August
201308,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,132,1,137700,2013,August
201308,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231B,212,30125200,2013,August
201308,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,262,44933000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,168,21705600,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,700,7,904400,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,700,13,1679600,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,920,134354500,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,800,39,5694200,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,800,61,8899000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,687,106649100,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,900,1,149300,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,900ER,2,314600,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,900ER,11,1720300,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,1,630000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,153,96390000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,31,19530000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,111,69930000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,946,187308000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,757,-,2,396000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,300,209,46816000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,200,29,8700000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,767,200,26,7800000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,5,1600000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,767,322,3,960000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,400,36,12600000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,200,1,470000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222,61,27145000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,22,10120000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,222B,65,29900000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,777,222B,13,5980000,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,715,98455500,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,69,9501300,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,34,4681800,2013,August
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,1000,142200000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,50,7110000,2013,August
201308,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,34,4834800,2013,August
201308,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,364,50155196,2013,August
201308,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1179,167949072,2013,August
201308,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,37,5274554,2013,August
201308,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,31,19530000,2013,August
201308,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,700,61,7881200,2013,August
201308,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,800,1,146300,2013,August
201308,XL Airways France,SE,XL Airways France,SE,International,Europe,Passenger,Wide Body,Airbus,A330,200,9,3567429,2013,August
201309,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,-,40,10924000,2013,September
201309,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,700,60,7680000,2013,September
201309,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Wide Body,Boeing,767,300,1,319900,2013,September
201309,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,49,6590500,2013,September
201309,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,102,14504400,2013,September
201309,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,13,1848600,2013,September
201309,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,22,3773000,2013,September
201309,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,110,10670000,2013,September
201309,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,20,520000,2013,September
201309,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,400C,6,3780000,2013,September
201309,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400M,24,15120000,2013,September
201309,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,200,31,14263100,2013,September
201309,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,300,28,15511832,2013,September
201309,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,400,14,8820000,2013,September
201309,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,16,7520000,2013,September
201309,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,700,87,11136000,2013,September
201309,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,105,12705000,2013,September
201309,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,5,605000,2013,September
201309,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,11,1421200,2013,September
201309,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,800,187,26928000,2013,September
201309,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,800,18,2592000,2013,September
201309,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,49,7168700,2013,September
201309,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,24,3511200,2013,September
201309,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,300ER,30,16620000,2013,September
201309,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,-,638,91872000,2013,September
201309,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,103,20394000,2013,September
201309,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,200,73,19710000,2013,September
201309,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,90,27900000,2013,September
201309,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,19,305900,2013,September
201309,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,-,3,32700,2013,September
201309,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,-,15,169500,2013,September
201309,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,29,19006000,2013,September
201309,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,30,13800000,2013,September
201309,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,747,400BCF,3,1998000,2013,September
201309,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,767,-,1,272000,2013,September
201309,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,60,37800000,2013,September
201309,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,400,29,18270000,2013,September
201309,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,400F,4,2664000,2013,September
201309,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,800,4,3052000,2013,September
201309,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,777,300ER,29,16037000,2013,September
201309,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,400,28,17640000,2013,September
201309,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,24,15984000,2013,September
201309,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A330,200,30,12036000,2013,September
201309,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,471,35408838,2013,September
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,53,7753900,2013,September
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,433,85734000,2013,September
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,300,36,8064000,2013,September
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,66,19470000,2013,September
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,13,4160000,2013,September
201309,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,767,300ER,29,9280000,2013,September
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,200,59,8389682,2013,September
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,75,10650000,2013,September
201309,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,9,5868000,2013,September
201309,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,51,28254000,2013,September
201309,Emirates ,EK,Emirates ,EK,International,Middle East,Passenger,Wide Body,Boeing,777,300ER,30,16619970,2013,September
201309,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,60,1,308700,2013,September
201309,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,11,2946900,2013,September
201309,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,8,2187200,2013,September
201309,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,96,12912000,2013,September
201309,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,33,4692534,2013,September
201309,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,200,30,12030000,2013,September
201309,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,400,82,5063500,2013,September
201309,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,787,800,30,11400000,2013,September
201309,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,347,49343400,2013,September
201309,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Combi,Wide Body,Boeing,747,400,1,628720,2013,September
201309,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,747,400,29,18232880,2013,September
201309,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,800,28,21364000,2013,September
201309,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,200,28,12880000,2013,September
201309,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,300ER,2,1108000,2013,September
201309,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,767,300,13,4160000,2013,September
201309,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,30,17130000,2013,September
201309,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,800,30,25860000,2013,September
201309,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,15,9780000,2013,September
201309,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,800,9,6867000,2013,September
201309,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,400,18,11340000,2013,September
201309,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,12,5026488,2013,September
201309,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,1,94800,2013,September
201309,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A340,300,26,10868000,2013,September
201309,Servisair,,Servisair,,International,Europe,Freighter,Wide Body,,AN-124,100,1,727525,2013,September
201309,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,300ER,60,33240000,2013,September
201309,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1145,53815000,2013,September
201309,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,64,3008000,2013,September
201309,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,914,61238000,2013,September
201309,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,125,8375000,2013,September
201309,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,6,402000,2013,September
201309,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,15,1126500,2013,September
201312,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400M,28,17640000,2013,December
201309,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,1685,43473000,2013,September
201309,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,199,22686000,2013,September
201309,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,980,125440000,2013,September
201309,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,800,54,7776000,2013,September
201309,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,700,41,5297200,2013,September
201309,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,800,11,1608700,2013,September
201309,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,300,30,12566340,2013,September
201309,Swissport USA,,Swissport USA,,International,Europe,Freighter,Wide Body,Boeing,747,400F,1,666000,2013,September
201309,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,18,2475000,2013,September
201309,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,24,3412800,2013,September
201309,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,132,2,275400,2013,September
201309,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,226,32114600,2013,September
201309,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,198,33957000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,247,31912400,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,700,16,2067200,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,700,53,6847600,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,892,130285700,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,800,63,9216900,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,800,53,7753900,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,682,105918600,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,900,2,294600,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,900ER,2,314600,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,900ER,5,776500,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,3,1890000,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,146,91980000,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,422,30,18900000,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,120,75600000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,825,163350000,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,757,-,1,198000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,300,164,36736000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,200,16,4800000,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,767,200,17,5100000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,14,4480000,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,767,322,11,3520000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,400,34,11900000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222,47,20915000,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,222,1,445000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,32,14720000,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,222B,62,28520000,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,536,73807200,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,39,5370300,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,3,413100,2013,September
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,842,119732400,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,36,5119200,2013,September
201309,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,13,1848600,2013,September
201309,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,435,59938215,2013,September
201309,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,973,138639749,2013,September
201309,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,23,3270554,2013,September
201309,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,400,30,18900000,2013,September
201309,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,700,60,7752000,2013,September
201310,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,-,46,12534000,2013,October
201310,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,700,62,7936000,2013,October
201310,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Wide Body,Boeing,767,300,1,319900,2013,October
201310,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,112,1,137800,2013,October
201310,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,39,5245500,2013,October
201310,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,81,11518200,2013,October
201310,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,8,1137600,2013,October
201310,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,20,3430000,2013,October
201310,Air Canada ,AC,Air Canada ,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,91,8827000,2013,October
201310,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,23,598000,2013,October
201310,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,400C,2,1260000,2013,October
201310,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,400M,29,18270000,2013,October
201310,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,200,18,8281800,2013,October
201310,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,300,24,13295856,2013,October
201310,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,400,23,14490000,2013,October
201310,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,8,3760000,2013,October
201405,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,122,35990000,2014,May
201310,"Air Transport International, LLC.",,"Air Transport International, LLC.",,Domestic,US,Freighter,Narrow Body,Boeing,757,200,2,396000,2013,October
201310,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,700,93,11904000,2013,October
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,142,17182000,2013,October
201310,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,29,3509000,2013,October
