Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS,Year,Month
201512,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Cargo,Passenger,69123,31.3541928,2015,December
201512,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,4321657,1960.303615,2015,December
201512,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,3434260,1557.780336,2015,December
201512,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,161067,73.0599912,2015,December
201512,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,768974,348.8066064,2015,December
201512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,609372,276.4111392,2015,December
201512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,370437,168.0302232,2015,December
201512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,257596,116.8455456,2015,December
201512,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,362200,164.29392,2015,December
201512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,226746,102.8519856,2015,December
201512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,21479,9.7428744,2015,December
201512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,142523,64.6484328,2015,December
201512,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,38461,17.4459096,2015,December
201512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,98753,44.7943608,2015,December
201512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Mail,Freighter,2089679,947.8783944,2015,December
201512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,130417,59.1571512,2015,December
201512,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Mail,Freighter,2950982,1338.565435,2015,December
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,1213210,550.312056,2015,December
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,416496,188.9225856,2015,December
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,58476,26.5247136,2015,December
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,50545,22.927212,2015,December
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,69888,31.7011968,2015,December
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,115998,52.6166928,2015,December
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,154904,70.2644544,2015,December
201512,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,1601805,726.578748,2015,December
201512,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,998851,453.0788136,2015,December
201512,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,61067,27.6999912,2015,December
201512,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,605418,274.6176048,2015,December
201512,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,23891,10.8369576,2015,December
201512,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,958439,434.7479304,2015,December
201512,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,546377,247.8366072,2015,December
201512,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,75475,34.23546,2015,December
201512,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,247310,112.179816,2015,December
201512,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,59484,26.9819424,2015,December
201512,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,140395,63.683172,2015,December
201512,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,11726,5.3189136,2015,December
201512,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,33,0.0149688,2015,December
201512,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,57696,26.1709056,2015,December
201512,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,816,0.3701376,2015,December
201512,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,1111083,503.9872488,2015,December
201512,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Express,Passenger,11338,5.1429168,2015,December
201512,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,475036,215.4763296,2015,December
201512,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Express,Passenger,4848,2.1990528,2015,December
201512,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Mail,Passenger,47474,21.5342064,2015,December
201512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,1569719,712.0245384,2015,December
201512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,19905,9.028908,2015,December
201512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,48294,21.9061584,2015,December
201512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,682622,309.6373392,2015,December
201512,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,25124,11.3962464,2015,December
201512,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,313252,142.0911072,2015,December
201512,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,293428,133.0989408,2015,December
201512,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,31737,14.3959032,2015,December
201512,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,50222,22.7806992,2015,December
201512,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,21742,9.8621712,2015,December
201512,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,28981,13.1457816,2015,December
201512,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,305765,138.695004,2015,December
201512,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,4873,2.2103928,2015,December
201512,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,203406,92.2649616,2015,December
201512,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,55108,24.9969888,2015,December
201512,TACA,TA,TACA,TA,International,Central America,Deplaned,Cargo,Passenger,16890,7.661304,2015,December
201512,TACA,TA,TACA,TA,International,Central America,Enplaned,Cargo,Passenger,1050,0.47628,2015,December
201512,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,220155,99.862308,2015,December
201512,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Cargo,Passenger,219993,99.7888248,2015,December
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,2096421,950.9365656,2015,December
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,49418,22.4160048,2015,December
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,2668807,1210.570855,2015,December
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,2644998,1199.771093,2015,December
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Express,Passenger,74381,33.7392216,2015,December
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,2284022,1036.032379,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,3921170,1778.642712,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Express,Passenger,39,0.0176904,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Mail,Passenger,286567,129.9867912,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,1350141,612.4239576,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,1841,0.8350776,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,769721,349.1454456,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,213495,96.841332,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Express,Passenger,11,0.0049896,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,2160,0.979776,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,31789,14.4194904,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,25,0.01134,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,25209,11.4348024,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Cargo,Passenger,417,0.1891512,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Cargo,Passenger,2723,1.2351528,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Mail,Passenger,30519,13.8434184,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Cargo,Passenger,736109,333.8990424,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Express,Passenger,1775,0.80514,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,316296,143.4718656,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,527219,239.1465384,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Mail,Passenger,132564,60.1310304,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Cargo,Passenger,69422,31.4898192,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Express,Passenger,885,0.401436,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Cargo,Passenger,1278,0.5797008,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Express,Passenger,1,0.0004536,2015,December
201512,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Mail,Passenger,40613,18.4220568,2015,December
201512,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,905359,410.6708424,2015,December
201512,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,776712,352.3165632,2015,December
201601,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,197236,89.4662496,2016,January
201601,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,173852,78.8592672,2016,January
201601,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Cargo,Passenger,95753,43.4335608,2016,January
201601,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Express,Passenger,9522,4.3191792,2016,January
201601,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Mail,Passenger,77284,35.0560224,2016,January
201601,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Cargo,Passenger,64394,29.2091184,2016,January
201601,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Express,Passenger,18159,8.2369224,2016,January
201601,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Mail,Passenger,6802,3.0853872,2016,January
201601,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,454243,206.0446248,2016,January
201601,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,100437,45.5582232,2016,January
201601,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,350633,159.0471288,2016,January
201601,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,17878,8.1094608,2016,January
201601,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,542635,246.139236,2016,January
201601,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,26983,12.2394888,2016,January
201601,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,339985,154.217196,2016,January
201601,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,206073,93.4747128,2016,January
201601,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,84281,38.2298616,2016,January
201601,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,237605,107.777628,2016,January
201601,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,64608,29.3061888,2016,January
201601,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,159999,72.5755464,2016,January
201601,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,5114,2.3197104,2016,January
201601,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,4784,2.1700224,2016,January
201601,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,61832,28.0469952,2016,January
201601,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,9256,4.1985216,2016,January
201601,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,19930,9.040248,2016,January
201601,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,17358,7.8735888,2016,January
201601,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,983220,445.988592,2016,January
201601,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,178659,81.0397224,2016,January
201601,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,432523,196.1924328,2016,January
201601,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,234764,106.4889504,2016,January
201601,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,482739,218.9704104,2016,January
201601,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,368165,166.999644,2016,January
201601,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,947837,429.9388632,2016,January
201601,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,40186,18.2283696,2016,January
201601,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,21961,9.9615096,2016,January
201601,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,322700,146.37672,2016,January
201601,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,38225,17.33886,2016,January
201601,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,50209,22.7748024,2016,January
201601,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,201002,91.1745072,2016,January
201601,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,929928,421.8153408,2016,January
201601,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,95778,43.4449008,2016,January
201601,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,4737997,2149.155439,2016,January
201601,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,3464220,1571.370192,2016,January
201601,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,922042,418.2382512,2016,January
201601,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,95898,43.4993328,2016,January
201601,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,642105,291.258828,2016,January
201601,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,111296,50.4838656,2016,January
201601,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Cargo,Passenger,172,0.0780192,2016,January
201601,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Cargo,Passenger,20338,9.2253168,2016,January
201601,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,893704,405.3841344,2016,January
201601,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,287840,130.564224,2016,January
201601,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,315040,142.902144,2016,January
201601,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,504204,228.7069344,2016,January
201601,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,109365,49.607964,2016,January
201601,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,54828,24.8699808,2016,January
201601,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,118758,53.8686288,2016,January
201601,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,560413,254.2033368,2016,January
201601,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,62350,28.28196,2016,January
201601,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,14439,6.5495304,2016,January
201601,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,440518,199.8189648,2016,January
201601,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,199516,90.5004576,2016,January
201601,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Cargo,Passenger,34353,15.5825208,2016,January
201601,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Mail,Passenger,18132,8.2246752,2016,January
201601,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Cargo,Passenger,9570,4.340952,2016,January
201601,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,231,0.1047816,2016,January
201601,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,1050,0.47628,2016,January
201601,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,125,0.0567,2016,January
201601,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,3090,1.401624,2016,January
201601,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,968367,439.2512712,2016,January
201601,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,919149,416.9259864,2016,January
201601,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,479661,217.5742296,2016,January
201601,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,1345089,610.1323704,2016,January
201601,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,66680,30.246048,2016,January
201601,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,1381659,626.7205224,2016,January
201601,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,148,0.0671328,2016,January
201601,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,304357,138.0563352,2016,January
201601,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,167615,76.030164,2016,January
201601,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,548953,249.0050808,2016,January
201601,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,909,0.4123224,2016,January
201601,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Cargo,Passenger,161665,73.331244,2016,January
201601,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Cargo,Passenger,264304,119.8882944,2016,January
201601,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Cargo,Passenger,84403,38.2852008,2016,January
201601,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Mail,Passenger,348,0.1578528,2016,January
201601,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Cargo,Passenger,85583,38.8204488,2016,January
201601,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Mail,Passenger,1149,0.5211864,2016,January
201601,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,4493410,2038.210776,2016,January
201601,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,3019689,1369.73093,2016,January
201601,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,143317,65.0085912,2016,January
201601,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,857517,388.9697112,2016,January
201601,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,631543,286.4679048,2016,January
201601,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,227684,103.2774624,2016,January
201601,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,272759,123.7234824,2016,January
201601,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,79869,36.2285784,2016,January
201601,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,184240,83.571264,2016,January
201601,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,20990,9.521064,2016,January
201601,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,110146,49.9622256,2016,January
201601,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,23314,10.5752304,2016,January
201601,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Express,Freighter,219670,99.642312,2016,January
201601,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Mail,Freighter,127652,57.9029472,2016,January
201601,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,348804,158.2174944,2016,January
201601,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Mail,Freighter,68826,31.2194736,2016,January
201601,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,743817,337.3953912,2016,January
201601,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,402123,182.4029928,2016,January
201601,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,33729,15.2994744,2016,January
201601,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,34665,15.724044,2016,January
201601,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,32764,14.8617504,2016,January
201601,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,75566,34.2767376,2016,January
201601,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1301611,590.4107496,2016,January
201601,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,162111,73.5335496,2016,January
201601,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,987731,448.0347816,2016,January
201601,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,36861,16.7201496,2016,January
201601,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,673849,305.6579064,2016,January
201601,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,11277,5.1152472,2016,January
201601,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,1049418,476.0160048,2016,January
201601,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,429957,195.0284952,2016,January
201601,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,41177,18.6778872,2016,January
201601,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,216641,98.2683576,2016,January
201601,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,55029,24.9611544,2016,January
201601,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,144851,65.7044136,2016,January
201601,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,7241,3.2845176,2016,January
201601,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,3064,1.3898304,2016,January
201601,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,25567,11.5971912,2016,January
201601,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,1849,0.8387064,2016,January
201601,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,1155801,524.2713336,2016,January
201601,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Express,Passenger,11794,5.3497584,2016,January
201601,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,43602,19.7778672,2016,January
201601,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,434317,197.0061912,2016,January
201601,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Express,Passenger,5276,2.3931936,2016,January
201601,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Mail,Passenger,25824,11.7137664,2016,January
