CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Major Park,3,NPK,NOSE HILL PARK,NORTHWEST,N/A,PARKS,2013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11605487.49,13861.67316
Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,NORTHEAST,N/A,OTHER,2013,Y,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20575629.12,23166.44922
Residual Sub Area,4,09D,09D,EAST,N/A,OTHER,2013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404271.6446,3450.246316
Residential,1,LEG,LEGACY,SOUTH,DEVELOPING,BUILDING OUT,2013,,0,31,0,0,0,0,0,0,23,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6119157.992,11521.30978
Residual Sub Area,4,02A,02A,NORTHWEST,N/A,UNDEVELOPED,2013,,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288146.909,9720.435542
Residential,1,HAM,HAMPTONS,NORTHWEST,BUILT-OUT,2000s,2013,,7846,2472,248,5197,0,2331,0,0,2097,160,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,156,302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,175,452,5,0,0,1,2075,2000,7092,20,1,0,0,162,733,510,923,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501740.504,8285.226749
Industrial,2,RYV,ROYAL VISTA,NORTHWEST,N/A,EMPLOYMENT,2013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312908.983,5777.813134
Residential,1,COR,CORAL SPRINGS,NORTHEAST,BUILT-OUT,2000s,2013,,5939,1515,312,3857,0,1334,0,0,1439,1,0,0,36,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,80,3,0,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,70,3,0,0,0,1426,1308,5787,11,0,2,0,71,262,274,628,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817227.728,5445.981419
Residential,1,EAU,EAU CLAIRE,CENTRE,BUILT-OUT,CENTRE CITY,2013,,1728,1324,23,646,0,650,0,0,1,0,0,1298,24,0,0,0,0,0,0,0,1,0,43,1121,632,1681,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,24,18,44,0,0,0,0,1,0,2,0,0,0,1,667,409,43,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516055.745,3221.643933
Residential,1,UMR,UPPER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2013,,2624,1070,95,1279,0,763,0,0,798,10,0,236,13,0,12,0,0,1,0,0,0,0,0,229,49,327,7,0,0,0,12,2,22,0,0,0,0,9,6,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,28,3,0,0,1,767,703,2218,24,6,0,1,241,368,144,257,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275581.546,5092.207852
Residential,1,DNW,DOWNTOWN WEST END,CENTRE,BUILT-OUT,CENTRE CITY,2013,,2278,1626,71,1167,0,596,0,0,4,0,0,1619,0,0,0,0,1,0,0,0,2,0,91,1419,596,2256,94,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,770,511,90,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364534.7694,2809.59153
Residential,1,PKL,PARKLAND,SOUTH,BUILT-OUT,1960s/1970s,2013,,3782,1448,182,2787,0,1360,0,0,1354,10,0,70,14,0,0,0,0,0,0,0,0,0,0,69,60,106,1,0,0,0,0,0,0,0,0,0,0,8,8,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,19,0,0,0,1,1334,1280,3644,19,0,0,0,169,654,242,336,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800348.226,6892.010525
Residual Sub Area,4,06A,06A,WEST,N/A,UNDEVELOPED,2013,,45,13,1,32,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,45,0,0,0,0,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834895.407,13258.18884
Residential,1,EVE,EVERGREEN,SOUTH,DEVELOPING,BUILDING OUT,2013,,20809,7052,2078,11360,0,6072,0,0,5293,338,0,764,642,0,13,0,1,0,1,0,0,0,3,731,530,1184,30,0,0,0,9,2,17,4,0,0,0,333,287,773,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157,0,1,0,0,628,403,1482,14,0,0,1,5172,4850,17196,61,55,4,2,970,1966,1406,2220,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4644265.701,12150.41598
Residential,1,UOC,UNIVERSITY OF CALGARY,NORTHWEST,BUILT-OUT,OTHER,2013,,2812,925,129,84,0,6,0,0,0,0,0,673,249,0,0,2,0,0,0,0,1,0,0,669,6,1458,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,767,0,0,0,0,197,0,587,52,0,0,0,0,0,0,0,0,0,3,197,324,201,140,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659681.31,9062.151344
Residential,1,MOP,MOUNT PLEASANT,CENTRE,BUILT-OUT,INNER CITY,2013,,4872,2663,286,2965,0,1234,0,0,1511,530,3,112,84,0,420,0,2,1,0,0,0,0,6,105,9,165,1,0,0,2,315,13,439,33,1,69,1,465,282,1086,18,46,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,2,0,2,0,0,0,0,80,64,110,4,0,0,10,1410,866,3066,65,26,0,3,899,867,315,277,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864829.85,5992.606033
Residential,1,KIN,KINGSLAND,SOUTH,BUILT-OUT,1950s,2013,,4568,2383,228,2613,0,831,0,0,663,192,0,1260,189,0,78,0,0,0,0,0,1,0,3,1212,131,1961,45,0,0,0,63,7,96,4,0,11,2,183,45,493,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,184,106,452,5,0,0,2,649,542,1560,11,0,1,1,962,768,295,237,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327745.987,4886.852327
Residual Sub Area,4,09N,09N,SOUTHEAST,N/A,UNDEVELOPED,2013,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797615.2089,3832.581495
Industrial,2,ST4,STONEY 4,NORTHEAST,N/A,EMPLOYMENT,2013,Y,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5558326.953,16524.73054
Residual Sub Area,4,12F,12F,SOUTHEAST,N/A,UNDEVELOPED,2013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718537.27,9493.409962
Residential,1,PKH,PARKHILL,CENTRE,BUILT-OUT,1950s,2013,,1600,853,36,909,0,421,0,0,367,152,0,253,19,0,62,0,0,0,0,0,0,0,0,237,67,365,16,0,0,1,47,4,74,8,0,6,0,146,93,342,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,28,2,4,0,0,339,251,791,15,12,1,0,289,283,110,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655806.3281,4018.271592
Residential,1,PAN,PANORAMA HILLS,NORTH,DEVELOPING,BUILDING OUT,2013,,23605,7654,2520,12016,0,6238,0,0,5216,611,96,1012,692,0,27,0,0,0,0,0,0,0,8,970,594,1755,34,0,0,0,19,1,45,4,0,4,0,600,495,1547,11,0,0,0,0,0,0,0,0,0,0,95,32,189,0,0,0,0,0,0,0,0,0,0,3,611,362,1439,12,66,0,6,5080,4754,18630,80,49,1,0,969,1765,1405,2724,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300194.221,11631.73816
Residual Sub Area,4,02F,02F,NORTHWEST,N/A,OTHER,2013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279265.957,7043.114726
Residual Sub Area,4,13I,13I,SOUTH,N/A,UNDEVELOPED,2013,Y,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78725.29004,2399.950548
Residual Sub Area,4,03H,03H,NORTHEAST,N/A,OTHER,2013,Y,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451675.694,5032.962219
Residual Sub Area,4,02K,02K,NORTH,N/A,UNDEVELOPED,2013,,39,9,3,12,0,4,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,6,4,17,2,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6806212.15,12955.18343
Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,NORTH,N/A,EMPLOYMENT,2013,Y,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138741.913,7681.928583
Residual Sub Area,4,01B,01B,NORTHWEST,N/A,UNDEVELOPED,2013,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982904.341,6156.27762
Residential,1,CSC,CITYSCAPE,NORTHEAST,DEVELOPING,BUILDING OUT,2013,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308553.326,6493.997358
Residential,1,SAD,SADDLE RIDGE,NORTHEAST,DEVELOPING,2000s,2013,,15221,3916,1752,6801,0,3019,0,0,3283,100,0,151,207,0,173,0,0,1,0,1,0,0,0,147,64,337,4,0,0,2,141,15,406,21,0,9,0,97,62,322,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,0,0,0,180,95,490,10,17,0,4,3177,2782,13658,50,50,2,2,238,527,621,1655,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5525636.975,10066.14243
