CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,MAH,MAHOGANY,SOUTHEAST,DEVELOPING,BUILDING OUT,2009,,11,46,0,0,2,42,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,5,1,31,0,0,0,2,1,1,0,5,6,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,3,1,3,4,0,0,6384491.03181000000,10099.50238790000
Residential,1,DRG,DEER RIDGE,SOUTH,BUILT-OUT,1980s/1990s,2009,,3954,1498,304,0,1055,856,140,0,0,494,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,26,0,0,0,0,135,66,375,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,0,0,0,0,393,218,992,101,0,0,1,844,771,2471,10,0,1,1,207,450,328,352,43,1947,2007,132,276,159,159,304,272,313,195,79,58,118,257,146,137,290,317,328,217,73,124,250,533,305,296,594,589,641,412,152,182,1417417.88387000000,4899.16037849000
Residential,1,GBK,GLENBROOK,WEST,BUILT-OUT,1950s,2009,,6913,3228,478,0,1668,924,667,3,720,704,0,210,0,0,0,0,0,0,0,1,688,216,1173,31,0,0,0,167,8,302,7,0,36,0,632,270,1603,28,4,3,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,685,467,1536,19,0,0,0,879,707,2295,26,8,11,0,949,1123,476,443,62,3312,3601,206,351,206,286,619,552,521,283,152,136,185,367,201,296,675,608,527,295,211,236,391,718,407,582,1294,1160,1048,578,363,372,1947130.92165000000,5962.94138547000
Residential,1,WOO,WOODLANDS,SOUTH,BUILT-OUT,1980s/1990s,2009,,6354,2404,442,0,1760,1531,120,0,163,579,0,10,0,0,0,0,1,0,0,2,148,0,277,13,0,0,0,8,2,13,1,0,1,0,118,97,294,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0,0,0,1,542,253,1270,36,0,0,0,1506,1407,4452,19,1,5,1,356,861,489,551,66,3180,3174,178,417,292,274,324,364,547,483,180,121,163,377,245,246,339,415,623,481,166,119,341,794,537,520,663,779,1170,964,346,240,2800205.24472000000,8321.65081432000
Residential,1,CLI,CLIFF BUNGALOW,CENTRE,BUILT-OUT,INNER CITY,2009,,1763,1380,40,0,306,171,15,0,941,67,0,182,0,2,0,0,1,1,0,0,788,205,1153,108,33,12,0,146,4,179,26,0,10,0,5,2,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,3,1,51,19,82,6,9,0,4,145,76,303,18,1,3,4,673,369,68,24,2,902,861,16,23,17,75,330,241,103,52,23,22,15,19,21,113,335,178,75,53,32,20,31,42,38,188,665,419,178,105,55,42,362754.62989200000,2944.18248249000
Residential,1,STA,ST. ANDREWS HEIGHTS,CENTRE,BUILT-OUT,1950s,2009,,1571,646,56,0,400,404,0,0,108,132,0,0,0,0,0,1,1,0,0,0,88,0,127,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,211,0,0,0,0,130,61,271,2,0,0,0,376,339,962,24,4,0,2,146,271,67,105,7,769,802,22,48,35,123,137,61,118,76,59,90,20,38,38,89,113,79,104,73,64,184,42,86,73,212,250,140,222,149,123,274,1160432.82348000000,4933.97319986000
Residual Sub Area,4,12I,12I,SOUTHEAST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6034686.04959000000,12544.52683970000
Residential,1,SKR,SKYVIEW RANCH,NORTHEAST,DEVELOPING,BUILDING OUT,2009,,26,78,4,0,10,57,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,13,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,13,0,49,0,0,1,5,5,0,0,14,12,1,0,1,4,7,0,0,0,1,0,2,1,0,2,5,0,1,1,0,0,3,1,1,6,12,0,1,1,1,0,5271596.94852000000,9734.87125879000
Residential,1,WGT,WESTGATE,WEST,BUILT-OUT,1950s,2009,,3160,1326,202,0,980,914,54,0,141,187,0,29,0,0,0,0,0,1,0,0,133,79,223,8,0,0,0,25,4,45,0,0,4,0,51,26,120,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,187,60,438,0,0,0,0,899,811,2295,15,0,0,1,309,508,219,238,22,1470,1690,69,143,94,101,221,216,268,146,97,115,92,179,88,107,231,242,285,188,130,148,161,322,182,208,452,458,553,334,227,263,1150950.80695000000,4551.82964814000
Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,NORTHEAST,N/A,OTHER,2009,Y,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20616578.27060000000,23162.44134910000
Residual Sub Area,4,03H,03H,NORTHEAST,N/A,UNDEVELOPED,2009,,26,8,3,0,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,22,0,0,1,0,1,1,1,3,1,12,14,0,0,3,1,4,1,1,1,1,0,2,1,2,0,4,1,3,1,0,0,2,1,5,1,8,2,4,2,1,0,2656660.42291000000,6516.94150662000
Industrial,2,ST3,STONEY 3,NORTHEAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316595.56177000000,4863.64404307000
Residual Sub Area,4,14U,14U,SOUTH,N/A,OTHER,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865967.66998000000,8939.48263306000
Residual Sub Area,4,01G,01G,NORTHWEST,N/A,UNDEVELOPED,2009,Y,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5825496.66992000000,16061.30171690000
Residual Sub Area,4,09K,09K,EAST,N/A,UNDEVELOPED,2009,Y,0,5,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925525.95435000000,7665.24825346000
Residual Sub Area,4,03V,03V,NORTHEAST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034975.09667000000,7736.25068853000
Residual Sub Area,4,02B,02B,NORTH,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664755.97553000000,6529.64547245000
Residual Sub Area,4,01C,01C,WEST,N/A,UNDEVELOPED,2009,,44,4,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,1,3,0,0,0,1,25,19,2,0,2,14,1,3,2,1,0,0,0,0,3,13,2,0,0,1,0,0,2,0,5,27,3,3,2,2,0,0,1991173.66570000000,7349.02732386000
Residual Sub Area,4,06B,06B,WEST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641508.12710800000,3236.30879998000
Residual Sub Area,4,01D,01D,WEST,N/A,UNDEVELOPED,2009,Y,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457801.97297700000,3925.84036569000
Residual Sub Area,4,12A,12A,SOUTHEAST,N/A,UNDEVELOPED,2009,,160,61,7,0,44,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,44,156,1,0,2,0,6,20,12,16,2,92,68,3,13,6,8,8,18,18,11,5,2,3,10,3,3,8,11,17,7,4,2,6,23,9,11,16,29,35,18,9,4,11884459.98230000000,14325.97691240000
Residual Sub Area,4,12C,12C,SOUTHEAST,N/A,UNDEVELOPED,2009,,136,47,7,0,39,42,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,132,1,0,0,0,5,15,6,14,3,72,64,3,6,7,5,4,15,19,10,2,1,2,13,5,4,3,13,14,7,2,1,5,19,12,9,7,28,33,17,4,2,7470829.70407000000,12615.56125440000
Residual Sub Area,4,13H,13H,SOUTH,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518965.36070100000,3385.53419574000
Residual Sub Area,4,14V,14V,SOUTH,N/A,UNDEVELOPED,2009,,72,29,6,0,20,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,19,68,0,0,0,0,6,9,7,5,1,39,33,2,5,2,3,2,7,9,4,4,1,2,6,3,1,1,5,9,2,2,2,4,11,5,4,3,12,18,6,6,3,10828666.31650000000,15377.01337250000
Residual Sub Area,4,12B,12B,SOUTHEAST,N/A,UNDEVELOPED,2009,,25,13,0,0,6,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,20,1,0,1,0,1,7,2,1,0,14,11,0,1,0,3,1,1,1,4,3,0,0,1,0,2,0,2,1,3,2,0,0,2,0,5,1,3,2,7,5,0,8061011.97101000000,12831.52988340000
Residual Sub Area,4,13D,13D,SOUTH,N/A,UNDEVELOPED,2009,Y,0,8,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956611.26311000000,8048.26540432000
Residential,1,MLR,MILLRISE,SOUTH,BUILT-OUT,1980s/1990s,2009,,6746,2627,451,0,2054,1705,106,0,533,272,0,9,0,0,1,1,0,0,0,2,394,254,618,33,104,0,0,9,0,15,0,0,0,0,106,96,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,127,0,0,0,0,263,179,578,9,0,0,0,1677,1525,5206,28,0,0,2,478,788,489,632,64,3287,3459,174,417,254,304,471,544,574,294,151,104,183,396,241,260,429,617,598,310,239,186,357,813,495,564,900,1161,1172,604,390,290,1782149.50748000000,5910.48328430000
Residential,1,LKB,LAKE BONAVISTA,SOUTH,BUILT-OUT,1960s/1970s,2009,,10813,4107,525,0,3640,3272,0,0,832,0,0,0,1,0,0,1,0,1,0,3,757,569,1121,37,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,207,0,0,0,0,0,0,0,0,0,0,0,3217,3071,9485,48,5,2,3,738,1486,606,1059,88,5302,5511,206,681,463,385,423,622,928,763,541,290,188,652,429,339,440,663,987,785,575,453,394,1333,892,724,863,1285,1915,1548,1116,743,5205643.87005000000,9330.23317905000
Residential,1,BNF,BANFF TRAIL,CENTRE,BUILT-OUT,1950s,2009,,3780,1853,118,0,644,1036,188,1,53,4,0,551,0,7,1,0,0,12,0,0,49,3,70,4,0,0,0,470,17,849,16,0,65,2,165,66,382,6,13,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,11,0,29,8,1,0,0,4,0,9,0,0,0,2,993,558,2438,36,3,2,20,487,632,352,206,16,2032,1748,46,92,118,514,558,234,202,136,49,83,50,85,88,431,400,182,182,132,68,130,96,177,206,945,958,416,384,268,117,213,1451655.66190000000,5869.15054702000
Residential,1,SIL,SILVER SPRINGS,NORTHWEST,BUILT-OUT,1960s/1970s,2009,,9154,3533,523,0,2916,2548,210,1,240,514,0,19,0,0,1,0,0,0,0,1,215,0,394,24,0,0,0,16,1,27,2,0,1,0,207,135,544,3,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0,3,0,0,0,0,501,395,1012,13,0,0,0,2524,2384,7170,23,0,1,1,599,1335,622,833,76,4593,4561,183,528,363,391,509,559,782,755,369,154,199,507,313,342,459,575,897,763,334,172,382,1035,676,733,968,1134,1679,1518,703,326,4978413.66950000000,10061.28557750000
Residential,1,MRL,MARLBOROUGH,NORTHEAST,BUILT-OUT,1960s/1970s,2009,,8176,3112,522,0,1978,2259,125,0,378,193,0,157,0,0,0,0,0,0,0,0,295,0,525,83,0,0,0,112,8,226,11,0,34,0,120,76,369,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,129,495,10,0,0,1,2194,1765,6561,60,0,4,0,484,1068,528,665,159,4329,3847,205,387,250,351,641,728,697,539,380,151,199,404,219,262,557,558,581,610,309,148,404,791,469,613,1198,1286,1278,1149,689,299,2654747.79612000000,6656.11421502000
Residential,1,CGR,COUGAR RIDGE,WEST,DEVELOPING,BUILDING OUT,2009,,5525,1897,869,0,1698,1665,92,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,74,235,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,67,239,2,24,0,0,1633,1557,5051,31,1,0,0,183,556,442,592,63,2750,2775,372,425,148,91,579,668,298,110,46,13,349,439,128,82,679,661,282,106,36,13,721,864,276,173,1258,1329,580,216,82,26,2463104.71785000000,7949.99235428000
Residential,1,DNC,DOWNTOWN COMMERCIAL CORE,CENTRE,BUILT-OUT,CENTRE CITY,2009,,7719,4872,244,0,334,2,0,0,4821,20,0,0,0,13,1,1,0,14,0,110,4330,329,7044,338,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,642,4,0,18,0,15,5,29,5,0,0,0,2,0,4,0,0,0,29,2315,1494,401,134,10,4172,3547,102,70,115,527,1498,739,509,282,176,154,117,51,110,528,1221,489,343,221,190,277,219,121,225,1055,2719,1228,852,503,366,431,1328171.71147000000,5320.37826173000
Residential,1,BNK,BANKVIEW,CENTRE,BUILT-OUT,INNER CITY,2009,,5159,3524,214,0,999,525,77,49,2449,197,0,222,2,3,0,0,0,0,0,4,2226,555,3306,202,0,17,4,185,16,286,16,0,17,0,70,26,128,4,2,1,0,0,0,0,0,0,0,0,35,5,62,4,10,10,0,5,0,18,0,0,0,0,185,117,337,5,5,2,4,494,280,1022,19,2,6,5,1716,1140,241,100,3,2759,2400,82,65,45,241,1060,584,371,213,70,28,104,62,64,301,925,409,271,142,82,40,186,127,109,542,1985,993,642,355,152,68,686657.11818200000,3414.74622601000
Residential,1,HAY,HAYSBORO,SOUTH,BUILT-OUT,1950s,2009,,6435,3632,312,0,2026,1814,0,0,1775,9,0,34,0,0,0,0,0,0,0,5,1271,462,1957,71,422,6,0,23,2,42,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,0,0,0,0,1762,1553,4417,47,1,4,0,1116,1113,432,365,39,3290,3145,123,220,162,287,628,513,565,359,196,237,137,205,138,239,483,451,538,333,288,333,260,425,300,526,1111,964,1103,692,484,570,2667756.76328000000,6542.85883840000
Residential,1,COV,COVENTRY HILLS,NORTH,BUILT-OUT,2000s,2009,,15688,5263,2095,0,4743,4983,188,0,0,76,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,37,0,0,0,0,186,158,466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,60,164,1,0,0,2,4913,4522,15021,57,10,1,0,549,1623,1187,1616,215,7928,7760,841,1232,406,449,1924,1770,838,299,120,49,863,1158,344,437,1972,1716,731,329,142,68,1704,2390,750,886,3896,3486,1569,628,262,117,4133383.80240000000,9468.33385047000
Residential,1,MID,MIDNAPORE,SOUTH,BUILT-OUT,1960s/1970s,2009,,7114,2724,366,0,1849,1346,445,0,499,419,0,11,0,0,1,2,0,1,0,1,470,148,743,20,8,0,0,11,0,20,0,0,0,0,439,368,1132,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,374,0,0,1,1,408,151,969,10,0,0,0,1331,1181,3876,13,0,2,4,610,938,488,564,62,3473,3641,138,413,301,315,517,415,577,420,192,185,149,364,242,315,425,438,650,427,237,394,287,777,543,630,942,853,1227,847,429,579,2890843.46910000000,8212.69564501000
Residential,1,DOV,DOVER,EAST,BUILT-OUT,1960s/1970s,2009,,10300,4621,708,0,2902,2050,788,0,1010,549,1,223,0,0,0,0,0,0,0,0,799,323,1183,69,142,0,0,180,19,321,14,0,29,0,767,465,2142,18,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,382,1214,41,0,1,2,2012,1713,5438,22,13,1,0,1158,1580,691,705,132,5364,4936,271,515,337,409,774,909,977,678,328,166,276,568,287,299,710,775,815,621,362,223,547,1083,624,708,1484,1684,1792,1299,690,389,4152108.70721000000,9281.34205632000
Residual Sub Area,4,03C,03C,NORTH,N/A,UNDEVELOPED,2009,Y,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637611.86574000000,5318.21857055000
Residual Sub Area,4,01F,01F,NORTHWEST,BUILT-OUT,2000s,2009,,276,90,23,0,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,276,1,4,0,0,3,29,13,36,4,133,143,5,14,14,9,9,23,31,22,3,3,11,17,14,11,9,26,32,15,5,3,16,31,28,20,18,49,63,37,8,6,884004.69903800000,6628.80566287000
Residual Sub Area,4,13C,13C,SOUTH,N/A,UNDEVELOPED,2009,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660841.11534000000,6523.82258351000
Industrial,2,GPI,GREAT PLAINS,EAST,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347898.41815000000,8593.49411096000
Industrial,2,S23,SECTION 23,SOUTHEAST,N/A,EMPLOYMENT,2009,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111773.02009000000,8409.42562244000
Industrial,2,SHI,SHEPARD INDUSTRIAL,SOUTHEAST,N/A,EMPLOYMENT,2009,,262,150,5,0,143,0,0,0,0,0,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,143,262,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,71,15,5,0,144,118,3,2,7,4,14,23,31,33,20,7,2,7,3,3,12,14,28,19,20,10,5,9,10,7,26,37,59,52,40,17,4641594.73029000000,10844.05648860000
