Date,APPLICATION,OFFERED,ANSWERED,AVG ANS DELAY,MAX ANS DELAY,ABANDONED
23/07/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
23/07/2016,ccc_media_line_script,1,1,00:00:04,00:00:04,0
23/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_tax_script,2,2,00:00:48,00:01:20,0
24/07/2016,ccc_priority_script,32,31,00:00:06,00:00:27,1
24/07/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_help_script,8,8,00:00:05,00:00:12,0
24/07/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_311_calgary_script,1196,1141,00:00:24,00:09:43,55
24/07/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
24/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
25/07/2016,ccc_tax_script,27,23,00:01:36,00:04:57,4
25/07/2016,ccc_priority_script,48,47,00:00:07,00:00:38,1
25/07/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
25/07/2016,ccc_city_script,24,21,00:00:19,00:01:57,3
25/07/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
25/07/2016,ccc_help_script,21,21,00:00:06,00:00:34,0
25/07/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
25/07/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
25/07/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
25/07/2016,ccc_fpb_script,1,1,00:00:09,00:00:09,0
25/07/2016,ccc_311_calgary_script,3942,3539,00:01:37,00:14:30,403
25/07/2016,ccc_311_lobby_ph_script,3,3,00:00:20,00:00:24,0
25/07/2016,ccc_media_line_script,2,2,00:00:17,00:00:30,0
25/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
26/07/2016,ccc_tax_script,17,15,00:01:39,00:08:59,2
26/07/2016,ccc_priority_script,32,32,00:00:11,00:00:38,0
26/07/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
26/07/2016,ccc_city_script,29,27,00:00:28,00:04:40,2
26/07/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
26/07/2016,ccc_help_script,25,25,00:00:11,00:00:45,0
26/07/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
26/07/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
26/07/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
26/07/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
26/07/2016,ccc_311_calgary_script,3893,3429,00:01:46,00:11:24,464
26/07/2016,ccc_311_lobby_ph_script,3,2,00:00:10,00:00:15,1
26/07/2016,ccc_media_line_script,5,4,00:00:10,00:00:18,1
26/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
27/07/2016,ccc_tax_script,18,18,00:01:52,00:05:00,0
27/07/2016,ccc_priority_script,38,38,00:00:11,00:01:28,0
27/07/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
27/07/2016,ccc_city_script,21,21,00:00:32,00:03:31,0
27/07/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
27/07/2016,ccc_help_script,19,17,00:00:16,00:01:01,2
27/07/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
27/07/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
27/07/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
27/07/2016,ccc_fpb_script,1,0,00:00:00,00:00:00,1
27/07/2016,ccc_311_calgary_script,3530,3040,00:01:59,00:09:16,490
27/07/2016,ccc_311_lobby_ph_script,5,5,00:00:29,00:00:52,0
27/07/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
27/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
28/07/2016,ccc_tax_script,18,15,00:01:25,00:11:17,3
28/07/2016,ccc_priority_script,46,45,00:00:10,00:00:44,1
28/07/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
28/07/2016,ccc_city_script,23,23,00:00:30,00:06:33,0
28/07/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
28/07/2016,ccc_help_script,15,14,00:00:12,00:00:38,1
28/07/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
28/07/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
28/07/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
28/07/2016,ccc_fpb_script,1,0,00:00:00,00:00:00,1
28/07/2016,ccc_311_calgary_script,3650,3218,00:01:54,00:11:54,432
28/07/2016,ccc_311_lobby_ph_script,3,3,00:00:14,00:00:20,0
28/07/2016,ccc_media_line_script,2,2,00:00:06,00:00:10,0
28/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
29/07/2016,ccc_tax_script,18,16,00:01:51,00:05:25,2
29/07/2016,ccc_priority_script,34,34,00:00:05,00:00:28,0
29/07/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
29/07/2016,ccc_city_script,21,20,00:00:11,00:00:44,1
29/07/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
29/07/2016,ccc_help_script,16,16,00:00:08,00:00:34,0
29/07/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
29/07/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
29/07/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
29/07/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
29/07/2016,ccc_311_calgary_script,3174,2977,00:00:52,00:05:49,192
29/07/2016,ccc_311_lobby_ph_script,2,2,00:00:04,00:00:05,0
29/07/2016,ccc_media_line_script,2,2,00:00:34,00:01:00,0
29/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_tax_script,1,1,00:00:06,00:00:06,0
30/07/2016,ccc_priority_script,60,58,00:00:16,00:01:50,2
30/07/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_help_script,12,11,00:00:07,00:00:25,1
30/07/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_311_calgary_script,1384,1285,00:00:44,00:18:03,104
30/07/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
30/07/2016,ccc_media_line_script,1,1,00:00:13,00:00:13,0
30/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_tax_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_priority_script,23,23,00:00:24,00:02:54,0
31/07/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_help_script,11,10,00:00:09,00:00:17,1
31/07/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_311_calgary_script,1082,994,00:00:36,00:22:33,88
31/07/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
31/07/2016,ccc_media_line_script,1,0,00:00:00,00:00:00,1
31/07/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_tax_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_priority_script,19,18,00:00:25,00:05:10,1
01/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_help_script,9,9,00:00:16,00:01:22,0
01/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_311_calgary_script,1378,1350,00:00:14,00:12:17,28
01/08/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
01/08/2016,ccc_media_line_script,2,2,00:00:05,00:00:05,0
01/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
02/08/2016,ccc_tax_script,15,14,00:03:14,00:06:36,1
02/08/2016,ccc_priority_script,36,36,00:00:09,00:00:55,0
02/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
02/08/2016,ccc_city_script,28,27,00:00:42,00:04:19,1
02/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
02/08/2016,ccc_help_script,18,15,00:00:12,00:00:40,3
02/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
02/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
02/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
02/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
02/08/2016,ccc_311_calgary_script,4016,3397,00:02:53,00:11:04,619
02/08/2016,ccc_311_lobby_ph_script,3,3,00:00:06,00:00:09,0
02/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
02/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
03/08/2016,ccc_tax_script,16,15,00:03:42,00:08:31,1
03/08/2016,ccc_priority_script,27,26,00:00:09,00:00:47,1
03/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
03/08/2016,ccc_city_script,23,23,00:01:21,00:07:22,0
03/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
03/08/2016,ccc_help_script,17,16,00:00:07,00:00:15,1
03/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
03/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
03/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
03/08/2016,ccc_fpb_script,1,1,00:02:55,00:02:55,0
03/08/2016,ccc_311_calgary_script,3362,2743,00:03:22,00:13:34,619
03/08/2016,ccc_311_lobby_ph_script,3,3,00:00:09,00:00:14,0
03/08/2016,ccc_media_line_script,1,1,00:01:04,00:01:04,0
03/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
04/08/2016,ccc_tax_script,12,10,00:03:29,00:07:27,2
04/08/2016,ccc_priority_script,41,37,00:00:17,00:01:42,4
04/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
04/08/2016,ccc_city_script,32,31,00:01:23,00:05:56,1
04/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
04/08/2016,ccc_help_script,16,16,00:00:14,00:01:11,0
04/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
04/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
04/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
04/08/2016,ccc_fpb_script,1,0,00:00:00,00:00:00,1
04/08/2016,ccc_311_calgary_script,3508,2805,00:03:43,00:11:58,703
04/08/2016,ccc_311_lobby_ph_script,1,0,00:00:00,00:00:00,1
04/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
04/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_tax_script,11,10,00:04:14,00:07:36,1
05/08/2016,ccc_priority_script,43,41,00:00:09,00:01:35,2
05/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_city_script,31,29,00:01:15,00:06:54,2
05/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_help_script,9,6,00:00:13,00:00:35,3
05/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_311_calgary_script,3354,2836,00:02:31,00:08:09,518
05/08/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
05/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_tax_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_priority_script,41,40,00:00:45,00:04:32,1
06/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_help_script,6,6,00:00:08,00:00:11,0
06/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_311_calgary_script,1375,1165,00:01:44,00:12:18,208
06/08/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
06/08/2016,ccc_media_line_script,1,1,00:00:05,00:00:05,0
06/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_tax_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_priority_script,31,28,00:00:32,00:04:05,3
07/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_help_script,2,2,00:00:05,00:00:06,0
07/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_311_calgary_script,1220,1126,00:00:51,00:13:49,96
07/08/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
07/08/2016,ccc_media_line_script,1,1,00:00:38,00:00:38,0
07/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
08/08/2016,ccc_tax_script,24,10,00:08:13,00:15:27,14
08/08/2016,ccc_priority_script,38,34,00:00:13,00:01:14,4
08/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
08/08/2016,ccc_city_script,24,19,00:02:54,00:07:39,5
08/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
08/08/2016,ccc_help_script,33,28,00:00:14,00:00:43,5
08/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
08/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
08/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
08/08/2016,ccc_fpb_script,1,0,00:00:00,00:00:00,1
08/08/2016,ccc_311_calgary_script,4316,2860,00:06:33,00:17:42,1453
08/08/2016,ccc_311_lobby_ph_script,5,3,00:00:16,00:00:24,2
08/08/2016,ccc_media_line_script,1,1,00:00:04,00:00:04,0
08/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
09/08/2016,ccc_tax_script,35,24,00:04:43,00:10:11,11
09/08/2016,ccc_priority_script,35,33,00:00:12,00:00:38,2
09/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
09/08/2016,ccc_city_script,14,14,00:01:15,00:08:27,0
09/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
09/08/2016,ccc_help_script,38,33,00:00:22,00:04:41,5
09/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
09/08/2016,ccc_bylaw_script,1,0,00:00:00,00:00:00,1
09/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
09/08/2016,ccc_fpb_script,3,0,00:00:00,00:00:00,3
09/08/2016,ccc_311_calgary_script,3967,2983,00:04:29,00:14:01,985
09/08/2016,ccc_311_lobby_ph_script,6,3,00:00:13,00:00:18,3
09/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
09/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
10/08/2016,ccc_tax_script,16,12,00:09:50,00:14:42,4
10/08/2016,ccc_priority_script,26,25,00:00:12,00:00:37,1
10/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
10/08/2016,ccc_city_script,12,11,00:04:20,00:14:16,1
10/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
10/08/2016,ccc_help_script,21,16,00:00:18,00:01:02,5
10/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
10/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
10/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
10/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
10/08/2016,ccc_311_calgary_script,3565,2534,00:06:35,00:15:53,1033
10/08/2016,ccc_311_lobby_ph_script,5,5,00:00:11,00:00:18,0
10/08/2016,ccc_media_line_script,1,1,00:00:07,00:00:07,0
10/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
11/08/2016,ccc_tax_script,18,11,00:05:15,00:10:42,7
11/08/2016,ccc_priority_script,27,25,00:00:06,00:00:18,2
11/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
11/08/2016,ccc_city_script,14,12,00:01:03,00:03:49,2
11/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
11/08/2016,ccc_help_script,19,19,00:00:10,00:00:59,0
11/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
11/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
11/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
11/08/2016,ccc_fpb_script,2,1,00:07:02,00:07:02,1
11/08/2016,ccc_311_calgary_script,3557,2690,00:04:15,00:12:05,867
11/08/2016,ccc_311_lobby_ph_script,3,3,00:00:16,00:00:22,0
11/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
11/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
12/08/2016,ccc_tax_script,14,12,00:03:56,00:07:30,2
12/08/2016,ccc_priority_script,35,32,00:00:19,00:01:07,3
12/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
12/08/2016,ccc_city_script,26,25,00:00:57,00:04:11,1
12/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
12/08/2016,ccc_help_script,16,15,00:00:19,00:03:00,1
12/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
12/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
12/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
12/08/2016,ccc_fpb_script,4,2,00:02:39,00:03:45,2
12/08/2016,ccc_311_calgary_script,3147,2618,00:02:57,00:10:28,529
12/08/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
12/08/2016,ccc_media_line_script,1,1,00:00:02,00:00:02,0
12/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_tax_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_priority_script,25,23,00:00:14,00:01:38,2
13/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_help_script,6,5,00:00:06,00:00:07,1
13/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_311_calgary_script,1360,1170,00:01:50,00:10:22,190
13/08/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
13/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_tax_script,1,1,00:00:07,00:00:07,0
14/08/2016,ccc_priority_script,23,23,00:00:17,00:03:39,0
14/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_help_script,1,1,00:00:05,00:00:05,0
14/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_311_calgary_script,1085,1016,00:00:54,00:11:37,69
14/08/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
14/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
15/08/2016,ccc_tax_script,15,13,00:03:18,00:07:09,2
15/08/2016,ccc_priority_script,23,20,00:00:12,00:00:51,3
15/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
15/08/2016,ccc_city_script,28,24,00:00:55,00:05:09,4
15/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
15/08/2016,ccc_help_script,17,15,00:00:15,00:01:03,2
15/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
15/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
15/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
15/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
15/08/2016,ccc_311_calgary_script,3932,3194,00:03:18,00:11:43,738
15/08/2016,ccc_311_lobby_ph_script,1,1,00:00:02,00:00:02,0
15/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
15/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
16/08/2016,ccc_tax_script,13,13,00:01:14,00:03:48,0
16/08/2016,ccc_priority_script,24,21,00:00:08,00:00:35,2
16/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
16/08/2016,ccc_city_script,28,24,00:00:43,00:03:53,3
16/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
16/08/2016,ccc_help_script,23,20,00:00:10,00:00:34,2
16/08/2016,ccc_link_script,2,0,00:00:00,00:00:00,1
16/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
16/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
16/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
16/08/2016,ccc_311_calgary_script,3656,3094,00:01:50,00:07:45,508
16/08/2016,ccc_311_lobby_ph_script,0,0,00:00:00,00:00:00,0
16/08/2016,ccc_media_line_script,2,1,00:01:44,00:01:44,1
16/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
17/08/2016,ccc_tax_script,8,8,00:01:10,00:05:51,0
17/08/2016,ccc_priority_script,38,37,00:00:12,00:01:09,1
17/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
17/08/2016,ccc_city_script,28,28,00:01:02,00:06:17,0
17/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
17/08/2016,ccc_help_script,36,25,00:00:18,00:02:33,11
17/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
17/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
17/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
17/08/2016,ccc_fpb_script,2,0,00:00:00,00:00:00,2
17/08/2016,ccc_311_calgary_script,3400,2858,00:02:41,00:11:25,542
17/08/2016,ccc_311_lobby_ph_script,2,2,00:00:38,00:00:44,0
17/08/2016,ccc_media_line_script,3,3,00:00:08,00:00:12,0
17/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
18/08/2016,ccc_tax_script,15,15,00:00:29,00:01:39,0
18/08/2016,ccc_priority_script,24,24,00:00:14,00:01:42,0
18/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
18/08/2016,ccc_city_script,22,22,00:00:07,00:00:19,0
18/08/2016,ccc_feedback_script,1,0,00:00:00,00:00:00,0
18/08/2016,ccc_help_script,12,12,00:00:05,00:00:07,0
18/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
18/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
18/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
18/08/2016,ccc_fpb_script,1,1,00:00:06,00:00:06,0
18/08/2016,ccc_311_calgary_script,3003,2900,00:00:27,00:11:50,103
18/08/2016,ccc_311_lobby_ph_script,2,2,00:00:06,00:00:08,0
18/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
18/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
19/08/2016,ccc_tax_script,19,19,00:00:05,00:00:19,0
19/08/2016,ccc_priority_script,18,17,00:00:13,00:01:52,1
19/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
19/08/2016,ccc_city_script,22,22,00:00:06,00:00:19,0
19/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
19/08/2016,ccc_help_script,16,16,00:00:15,00:01:13,0
19/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
19/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
19/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
19/08/2016,ccc_fpb_script,1,1,00:00:02,00:00:02,0
19/08/2016,ccc_311_calgary_script,2909,2847,00:00:17,00:15:25,62
19/08/2016,ccc_311_lobby_ph_script,2,2,00:00:03,00:00:03,0
19/08/2016,ccc_media_line_script,0,0,00:00:00,00:00:00,0
19/08/2016,ccc_waste_recycling_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_tax_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_priority_script,25,24,00:00:19,00:02:52,1
20/08/2016,ccc_aserv_info_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_city_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_feedback_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_help_script,9,9,00:00:30,00:01:48,0
20/08/2016,ccc_link_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_bylaw_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_cty_online_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_fpb_script,0,0,00:00:00,00:00:00,0
20/08/2016,ccc_311_calgary_script,1295,1217,00:00:33,00:19:04,78
