CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residual Sub Area,4,09K,09K,2004,Y,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925527.04062000000,7665.24914902000
Industrial,2,STD,STARFIELD,2004,Y,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348196.75676000000,8621.75046141000
Major Park,3,GPK,GLENMORE PARK,2004,Y,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10160144.29070000000,21846.79802000000
Residential,1,NGM,NORTH GLENMORE PARK,2004,,2385,1006,146,1729,0,741,808,99,0,46,0,0,51,0,1,1,0,0,0,0,0,41,0,62,5,0,0,0,34,1,47,17,0,0,0,91,36,245,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,784,704,2030,23,1,0,2,200,381,151,200,19,1215,1170,54,184,73,68,143,215,201,102,104,71,46,155,72,48,137,210,174,106,134,88,100,339,145,116,280,425,375,208,238,159,1155904.76728000000,4868.37385704000
Residential,1,CFL,CFB - LINCOLN PARK PMQ,2004,,483,233,42,328,0,0,181,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,145,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,0,338,50,0,0,0,20,65,49,40,2,262,221,22,47,19,41,72,34,19,7,1,0,15,32,15,38,58,35,20,4,3,1,37,79,34,79,130,69,39,11,4,1,339343.84139300000,2728.18757685000
Residential,1,OGD,OGDEN,2004,,8858,3981,518,5963,0,2385,2314,473,0,271,638,0,281,0,1,0,1,0,2,0,0,256,0,388,15,0,0,0,213,20,378,56,0,12,0,452,254,1259,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,120,1,0,0,1,526,252,1208,111,0,0,0,2134,1858,5505,176,3,1,4,891,1308,667,640,78,4602,4256,202,538,339,360,656,836,820,427,260,164,205,521,281,305,596,777,676,418,262,215,407,1059,620,665,1252,1613,1496,845,522,379,4096375.00112000000,8861.37359585000
Residential,1,BEL,BEL-AIRE,2004,,494,159,23,325,0,152,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,152,494,5,0,0,0,13,50,22,63,6,250,244,7,51,25,21,3,12,64,28,14,25,9,38,30,12,5,37,54,21,16,22,16,89,55,33,8,49,118,49,30,47,336947.10596900000,2577.34239500000
Residential,1,MEA,MEADOWLARK PARK,2004,,649,293,31,445,0,248,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,248,648,13,0,0,0,75,110,48,44,3,321,328,12,17,16,19,52,54,56,26,23,46,15,21,15,24,32,49,56,21,43,52,27,38,31,43,84,103,112,47,66,98,644955.89247400000,3167.79929272000
Residential,1,MAF,MAYFAIR,2004,,540,187,31,310,0,165,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174,165,540,12,0,0,0,13,63,24,69,5,252,288,7,44,24,12,6,38,55,21,17,28,15,64,28,5,11,44,55,17,27,22,22,108,52,17,17,82,110,38,44,50,305022.38621600000,2369.50850431000
Industrial,2,FVI,FAIRVIEW INDUSTRIAL,2004,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279220.63737000000,7842.92162444000
Residential,1,FAL,FALCONRIDGE,2004,,10181,3327,1044,5361,0,2064,1858,544,0,212,597,0,116,0,0,0,0,0,0,0,1,196,28,412,15,0,0,0,102,5,213,14,0,0,0,503,279,1674,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,321,1744,30,0,0,2,1793,1431,6138,63,0,0,0,356,804,758,982,261,5158,5023,412,909,425,447,882,936,689,280,131,47,396,868,394,450,912,869,645,296,134,59,808,1777,819,897,1794,1805,1334,576,265,106,2156335.70086000000,6000.05384741000
Residential,1,CAS,CASTLERIDGE,2004,,6180,1868,576,3054,0,1317,1457,226,0,120,0,0,65,0,0,0,0,0,0,0,0,111,0,163,9,0,0,0,49,5,121,12,0,4,0,219,140,717,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,1172,5179,39,0,0,0,210,395,351,629,212,3079,3101,217,536,263,273,453,579,469,158,103,28,201,557,249,250,475,562,441,189,120,57,418,1093,512,523,928,1141,910,347,223,85,1212142.08070000000,4570.77495815000
Industrial,2,SKW,SKYLINE WEST,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825984.78430600000,4686.71479355000
Residential,1,BRE,BRENTWOOD,2004,,6254,2553,300,4478,0,1765,1980,0,83,206,240,0,43,0,0,1,0,0,0,0,1,199,6,286,6,0,0,0,35,1,67,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,6,134,4,0,0,1,0,0,0,0,0,0,1,206,0,445,33,0,0,0,1951,1752,5322,29,0,0,1,539,911,432,547,41,3104,3150,122,316,254,353,392,433,464,250,327,193,94,304,233,329,333,444,451,272,421,269,216,620,487,682,725,877,915,522,748,462,2890587.61578000000,8008.90123734000
Residual Sub Area,4,01B,01B,2004,Y,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976907.33369000000,6132.17319733000
Industrial,2,SKE,SKYLINE EAST,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554908.42752800000,3438.30333461000
Residential,1,VAL,VALLEY RIDGE,2004,,4182,1490,436,2877,0,1335,1384,0,0,0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,0,0,0,73,69,133,32,0,0,0,1325,1266,3950,31,26,2,1,90,558,294,419,38,2077,2105,170,271,134,99,267,451,373,198,80,34,182,242,124,92,319,451,348,177,70,100,352,513,258,191,586,902,721,375,150,134,3167686.64354000000,7810.11009397000
Residential,1,BOW,BOWNESS,2004,,11283,5189,704,7330,0,2697,2415,803,52,686,845,1,370,0,4,10,1,0,2,0,5,653,112,951,28,0,0,1,316,35,602,53,0,0,0,756,360,1958,46,0,1,0,1,0,2,0,0,0,0,51,6,84,1,0,0,0,15,1,239,2,0,0,0,774,206,1702,71,0,0,7,2354,1977,5745,50,3,1,17,1528,1786,790,732,84,5617,5666,283,580,346,387,762,1052,1003,572,342,290,279,601,310,437,841,1029,878,568,373,350,562,1181,656,824,1603,2081,1881,1140,715,640,5609292.86588000000,14421.00515140000
Industrial,2,HOR,HORIZON,2004,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314773.72725000000,6538.68081688000
Residential,1,HIW,HIGHWOOD,2004,,2183,970,165,1622,0,664,745,63,3,19,16,0,124,0,0,0,0,0,0,0,0,18,0,42,1,0,0,4,97,3,167,19,0,4,2,59,26,156,2,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,16,15,34,0,0,0,2,723,619,1781,19,1,0,0,234,348,148,180,6,1091,1092,66,100,71,116,192,179,164,61,61,81,56,113,55,95,183,166,158,56,92,118,122,213,126,211,375,345,322,117,153,199,948736.88682900000,4070.92919031000
Industrial,2,PEG,PEGASUS,2004,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255287.40369100000,2294.82562096000
Residual Sub Area,4,05C,05C,2004,,12,3,1,6,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,2,0,1,8,4,1,0,0,2,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,3,4,2,2,0,0,0,2058622.66404000000,7767.88095508000
Residential,1,MOR,MONTEREY PARK,2004,,10498,3085,922,6209,0,2797,2474,23,0,157,139,276,14,1,0,0,1,0,0,0,0,144,120,249,13,0,0,0,14,2,38,0,0,0,0,23,23,65,0,0,0,0,274,270,496,2,0,0,0,0,0,0,0,0,0,0,2,0,106,0,0,0,1,135,70,381,3,0,0,0,2432,2312,9163,42,0,0,2,283,770,522,1139,310,5185,5313,325,777,414,408,692,921,806,427,255,160,373,759,355,358,819,926,779,427,298,219,698,1536,769,766,1511,1847,1585,854,553,379,3264127.21138000000,8498.41069873000
Residential,1,HPK,HIGHLAND PARK,2004,,3504,2030,208,1876,0,618,934,172,36,411,20,0,453,0,3,1,0,0,0,0,0,370,22,527,41,0,0,0,350,12,552,96,0,7,0,156,44,385,16,0,0,0,0,0,0,0,0,0,0,27,0,48,9,0,0,0,4,2,9,0,0,0,0,20,2,49,0,0,0,0,881,536,1934,49,3,1,4,739,658,251,147,13,1812,1692,68,121,71,210,437,398,250,121,62,74,101,103,62,212,388,276,194,106,107,143,169,224,133,422,825,674,444,227,169,217,1369133.65516000000,6635.66403137000
Residential,1,WHI,WHITEHORN,2004,,11609,3536,914,6734,0,2639,2547,664,0,0,116,0,208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122,13,268,84,0,2,0,630,419,2052,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0,0,0,0,103,56,243,13,0,0,0,2476,2151,8940,71,0,0,1,294,835,693,1160,350,5981,5628,368,919,480,528,887,917,977,521,239,145,325,818,482,504,799,874,930,471,236,189,693,1737,962,1032,1686,1791,1907,992,475,334,2645928.27622000000,6504.84347827000
Residual Sub Area,4,13E,13E,2004,Y,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688678.01591000000,6556.58602376000
Residual Sub Area,4,13G,13G,2004,,26,10,2,17,0,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,24,1,0,0,0,3,4,0,1,1,14,12,1,3,2,0,1,3,1,3,0,0,0,2,0,0,4,2,0,4,0,0,1,5,2,0,5,5,1,7,0,0,5310757.22478000000,11013.01257600000
Residential,1,DAL,DALHOUSIE,2004,,9021,3696,467,6455,0,2576,1923,307,0,862,570,0,34,0,0,0,0,0,0,0,2,820,364,1301,40,0,0,0,30,3,61,1,0,3,0,295,137,829,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,297,1253,43,0,0,0,1909,1775,5577,13,1,0,0,786,1338,630,760,67,4412,4609,168,516,339,516,600,608,652,479,347,187,206,490,361,424,569,676,658,554,382,289,374,1006,700,940,1169,1284,1310,1033,729,476,3335932.04103000000,7592.46633784000
Residential,1,WND,WINDSOR PARK,2004,,3698,2373,149,2618,0,791,366,253,1,1528,91,0,129,0,0,3,0,0,2,0,1,1384,402,2039,116,27,0,1,100,7,157,25,0,3,0,230,84,580,16,6,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,3,25,1,0,0,0,55,46,93,5,31,0,2,341,249,802,19,4,0,5,1058,727,195,121,14,1808,1890,62,109,64,171,452,334,258,164,89,105,60,98,66,188,399,273,244,167,161,234,122,207,130,359,851,607,502,331,250,339,1276633.19090000000,5332.15983411000
Industrial,2,OSH,OGDEN SHOPS,2004,Y,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219730.17561000000,7725.44701369000
Industrial,2,EFV,EAST FAIRVIEW INDUSTRIAL,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310347.06710000000,7172.78603281000
Residential,1,KIN,KINGSLAND,2004,,4205,2368,160,2911,0,802,671,187,0,1263,189,0,57,0,0,0,0,0,1,0,2,1116,70,1650,145,0,0,0,41,4,79,13,0,3,1,177,42,483,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,179,116,401,10,0,0,1,640,570,1591,27,1,2,1,885,800,240,212,17,2149,2056,61,151,95,220,472,406,305,183,141,115,61,149,100,207,380,343,294,175,194,153,122,300,195,427,852,749,599,358,335,268,1327745.98662000000,4886.85232711000
Residual Sub Area,4,09N,09N,2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479161.48135500000,2792.74450469000
Industrial,2,S23,SECTION 23,2004,,11,4,1,10,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,11,0,0,0,0,0,1,1,0,1,4,7,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,2,1,1,3111773.03758000000,8409.42470009000
Industrial,2,SFH,SOUTH FOOTHILLS,2004,Y,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638979.56582000000,7849.61487840000
Residential,1,OAK,OAKRIDGE,2004,,6251,2296,349,4508,0,2062,1706,144,0,35,402,0,9,0,0,0,0,0,0,0,0,35,33,54,0,0,0,0,6,1,11,2,0,1,0,138,102,262,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,300,780,12,0,0,0,1692,1626,5144,14,0,0,0,360,796,419,626,60,3126,3125,130,417,298,238,258,389,606,484,213,93,132,381,277,189,307,475,597,505,170,92,262,798,575,427,565,864,1203,989,383,185,2419705.08540000000,6362.79283624000
Residential,1,BYV,BAYVIEW,2004,,665,249,30,484,0,239,212,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,31,54,4,0,0,0,208,208,611,4,0,0,0,27,112,27,66,8,340,325,12,41,34,22,4,37,61,54,42,33,9,45,20,17,6,39,65,47,46,31,21,86,54,39,10,76,126,101,88,64,423973.10099300000,4299.26560005000
Residual Sub Area,4,12A,12A,2004,Y,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455335.71757000000,6103.65312816000
Residential,1,PUM,PUMP HILL,2004,,1849,560,44,1465,0,417,381,50,0,61,66,0,0,0,0,0,2,0,0,0,0,61,0,74,0,0,0,0,0,0,0,0,0,0,0,49,49,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,343,0,0,0,0,62,0,107,4,0,0,0,376,368,1238,5,0,0,2,99,215,57,155,24,830,1019,16,94,76,65,47,65,136,130,76,125,13,84,72,47,52,72,151,113,83,332,29,178,148,112,99,137,287,243,159,457,942291.23414700000,3966.77102859000
Residential,1,PAL,PALLISER,2004,,3166,1704,115,2463,0,1044,468,162,156,599,319,0,0,0,0,0,0,0,0,0,1,498,175,718,52,48,0,0,0,0,0,0,0,0,0,161,157,301,1,0,0,0,0,0,0,0,0,0,0,148,0,239,8,0,0,0,0,0,0,0,0,0,0,313,266,598,6,0,0,0,466,446,1310,2,0,0,0,615,641,144,164,22,1470,1696,47,149,77,91,142,176,212,186,215,175,39,131,68,87,139,182,257,258,269,266,86,280,145,178,281,358,469,444,484,441,987414.79420100000,4048.17989133000
Residential,1,MPL,MAPLE RIDGE,2004,,2069,810,100,1538,0,755,807,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,755,2068,15,0,0,0,114,351,137,176,15,1046,1023,42,141,84,44,66,159,181,133,150,46,26,135,74,27,65,179,157,159,145,56,68,276,158,71,131,338,338,292,295,102,2772711.73706000000,8167.74117413000
Residential,1,DDG,DOUGLASDALE/GLEN,2004,,11925,3966,1187,8020,0,3837,3735,144,0,0,84,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,144,140,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,75,181,1,0,0,0,3709,3622,11496,25,1,0,0,311,1351,798,1349,128,6009,5916,451,981,402,291,642,1286,1065,621,211,59,448,934,387,267,711,1328,1032,540,182,87,899,1915,789,558,1353,2614,2097,1161,393,146,6028862.40923000000,13862.72052550000
Residential,1,SOW,SOUTHWOOD,2004,,6219,2631,387,4428,0,1572,1376,290,33,333,520,0,78,1,0,0,0,0,0,0,0,302,51,545,31,0,0,0,65,1,115,10,0,3,0,279,95,732,11,0,0,0,0,0,0,0,0,0,0,31,15,38,2,0,0,0,1,0,9,0,0,0,0,500,173,1237,20,0,0,0,1348,1237,3543,28,0,0,1,572,939,521,448,46,3089,3130,148,371,198,262,522,588,423,223,247,107,175,340,194,259,498,552,416,301,269,126,323,711,392,521,1020,1140,839,524,516,233,2661115.80570000000,6583.13454500000
Residential,1,WIL,WILLOW PARK,2004,,5357,2261,266,3902,0,1846,1587,0,0,228,439,0,5,0,0,0,0,0,2,0,1,209,0,400,18,0,0,0,3,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,417,334,776,21,0,0,1,1574,1512,4173,12,0,0,2,476,926,378,390,34,2639,2718,100,297,188,164,250,387,444,338,311,160,90,285,180,153,254,402,451,405,336,162,190,582,368,317,504,789,895,743,647,322,3398342.90464000000,7332.21434247000
Residential,1,CED,CEDARBRAE,2004,,6386,2481,365,4304,0,1897,1336,550,0,126,459,0,10,0,0,0,0,0,0,0,0,124,0,219,2,0,0,0,8,0,17,1,0,1,0,531,342,1442,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,332,868,18,0,0,1,1321,1223,3840,14,0,0,0,464,852,481,577,51,3172,3214,144,431,304,255,399,514,569,329,153,74,139,366,270,238,449,594,566,343,154,95,283,797,574,493,848,1108,1135,672,307,169,2069560.99582000000,6050.02493225000
Residential,1,BRA,BRAESIDE,2004,,6208,2542,396,4474,0,2035,1402,74,0,161,899,0,5,1,0,0,0,0,0,0,0,139,95,228,22,0,0,0,3,0,7,2,0,0,0,72,44,139,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,864,573,1785,35,0,0,0,1397,1323,4044,5,0,0,1,539,925,447,524,41,3064,3144,157,372,217,230,441,494,487,384,193,89,139,360,185,236,434,569,514,407,184,116,296,732,402,466,875,1063,1001,791,377,205,1960856.58504000000,5660.81639240000
Residual Sub Area,4,12B,12B,2004,Y,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431237.57494000000,5966.71999110000
