SR_TYPE,DT_CREATED,LONGITUDE,LATITUDE,COMM,WARD
Roads - Backlane Maintenance,03/11/2013,-114.1239205,51.03390074,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,03/11/2013,-114.0769012,51.00592722,WINDSOR PARK,11
Roads - Backlane Maintenance,03/12/2013,-114.1877952,51.12918175,HAWKWOOD,2
Roads - Backlane Maintenance,03/12/2013,-114.0981289,51.03656419,BANKVIEW,8
Roads - Backlane Maintenance,03/13/2013,-114.2554919,51.12470156,TUSCANY,1
Roads - Backlane Maintenance,03/13/2013,-114.1414749,51.03124365,GLENDALE,6
Roads - Backlane Maintenance,03/13/2013,-114.1382181,51.02041916,RUTLAND PARK,11
Roads - Backlane Maintenance,03/13/2013,-114.1365722,51.05160567,SPRUCE CLIFF,8
Roads - Backlane Maintenance,03/13/2013,-114.1209577,51.03815599,SHAGANAPPI,8
Roads - Backlane Maintenance,03/13/2013,-114.1176146,51.0913938,BRENTWOOD,7
Roads - Backlane Maintenance,03/13/2013,-114.1142174,51.07998453,BANFF TRAIL,7
Roads - Backlane Maintenance,03/13/2013,-114.1137241,51.08058776,BANFF TRAIL,7
Roads - Backlane Maintenance,03/13/2013,-114.1027554,51.07415824,CAPITOL HILL,7
Roads - Backlane Maintenance,03/13/2013,-114.0932404,51.05420763,HILLHURST,7
Roads - Backlane Maintenance,03/13/2013,-114.0928191,51.05390445,HILLHURST,7
Roads - Backlane Maintenance,03/13/2013,-114.0859899,51.09354949,HIGHWOOD,7
Roads - Backlane Maintenance,03/13/2013,-114.0754493,51.07593717,MOUNT PLEASANT,7
Roads - Backlane Maintenance,03/13/2013,-114.0641535,51.07504937,TUXEDO PARK,9
Roads - Backlane Maintenance,03/13/2013,-114.0411092,51.06580184,RENFREW,9
Roads - Backlane Maintenance,03/13/2013,-114.006111,50.98646811,OGDEN,9
Roads - Backlane Maintenance,03/13/2013,-113.9710819,50.92497222,MCKENZIE TOWNE,12
Roads - Backlane Maintenance,03/13/2013,-113.9636459,51.05124385,FOREST HEIGHTS,10
Roads - Backlane Maintenance,03/13/2013,-113.945253,50.91036484,COPPERFIELD,12
Roads - Backlane Maintenance,03/13/2013,-113.9230369,51.04386389,APPLEWOOD PARK,10
Roads - Backlane Maintenance,03/15/2013,-114.1076013,51.05545863,WEST HILLHURST,7
Roads - Backlane Maintenance,03/15/2013,-114.0091476,50.97861641,RIVERBEND,9
Roads - Backlane Maintenance,03/17/2013,-114.0742831,51.00526157,WINDSOR PARK,11
Roads - Backlane Maintenance,03/18/2013,-114.1002946,51.02779224,SOUTH CALGARY,8
Roads - Backlane Maintenance,03/19/2013,-114.1163758,50.99834073,NORTH GLENMORE PARK,11
Roads - Backlane Maintenance,03/19/2013,-113.9675104,51.16020939,SKYVIEW RANCH,3
Roads - Backlane Maintenance,03/20/2013,-114.1557403,51.07896773,MONTGOMERY,1
Roads - Backlane Maintenance,03/20/2013,-114.1382181,51.02041916,RUTLAND PARK,11
Roads - Backlane Maintenance,03/20/2013,-114.1355572,50.997089,LAKEVIEW,11
Roads - Backlane Maintenance,03/20/2013,-114.1210062,51.035487,RICHMOND,8
Roads - Backlane Maintenance,03/20/2013,-114.1176146,51.0913938,BRENTWOOD,7
Roads - Backlane Maintenance,03/20/2013,-114.1074155,51.08486013,COLLINGWOOD,7
Roads - Backlane Maintenance,03/20/2013,-114.1046152,50.95320638,BRAESIDE,11
Roads - Backlane Maintenance,03/20/2013,-114.0742831,51.00526157,WINDSOR PARK,11
Roads - Backlane Maintenance,03/20/2013,-113.945253,50.91036484,COPPERFIELD,12
Roads - Backlane Maintenance,03/21/2013,-114.1466586,51.10962107,DALHOUSIE,7
Roads - Backlane Maintenance,03/21/2013,-114.0588205,51.07772758,TUXEDO PARK,9
Roads - Backlane Maintenance,03/22/2013,-114.0577857,51.05368218,CRESCENT HEIGHTS,7
Roads - Backlane Maintenance,03/22/2013,-113.9362492,51.10511232,FALCONRIDGE,5
Roads - Backlane Maintenance,03/25/2013,-114.1367211,51.0349766,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,03/25/2013,-114.1119841,50.91069905,EVERGREEN,13
Roads - Backlane Maintenance,03/25/2013,-113.9678411,51.08182896,WHITEHORN,5
Roads - Backlane Maintenance,03/25/2013,-113.9641539,51.16249073,SKYVIEW RANCH,3
Roads - Backlane Maintenance,03/26/2013,-114.1376715,51.04676277,SPRUCE CLIFF,8
Roads - Backlane Maintenance,03/26/2013,-114.135676,51.02738325,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,03/26/2013,-114.1176146,51.0913938,BRENTWOOD,7
Roads - Backlane Maintenance,03/26/2013,-114.0991253,51.07134248,CAPITOL HILL,7
Roads - Backlane Maintenance,03/26/2013,-114.0909498,50.96770707,HAYSBORO,11
Roads - Backlane Maintenance,03/26/2013,-114.0677975,51.09210876,HIGHLAND PARK,4
Roads - Backlane Maintenance,03/26/2013,-114.0586493,51.06499383,CRESCENT HEIGHTS,7
Roads - Backlane Maintenance,03/26/2013,-113.9676415,51.16020933,SKYVIEW RANCH,3
Roads - Backlane Maintenance,03/27/2013,-114.106218,50.89716128,BRIDLEWOOD,13
Roads - Backlane Maintenance,03/27/2013,-114.0811285,51.07220729,MOUNT PLEASANT,7
Roads - Backlane Maintenance,03/27/2013,-114.0797895,51.0006919,MEADOWLARK PARK,11
Roads - Backlane Maintenance,03/28/2013,-114.1525836,51.00923393,GLAMORGAN,6
Roads - Backlane Maintenance,03/28/2013,-114.1383686,51.0937408,BRENTWOOD,7
Roads - Backlane Maintenance,03/28/2013,-114.1328451,51.03274802,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,03/28/2013,-114.0834421,51.02267613,ELBOW PARK,11
Roads - Backlane Maintenance,03/28/2013,-114.058494,51.07862036,TUXEDO PARK,9
Roads - Backlane Maintenance,03/28/2013,-113.9868359,51.04255088,ALBERT PARK/RADISSON HEIGHTS,10
Roads - Backlane Maintenance,03/28/2013,-113.9795814,50.9283174,MCKENZIE LAKE,12
Roads - Backlane Maintenance,03/29/2013,-114.1070786,51.08242867,COLLINGWOOD,7
Roads - Backlane Maintenance,03/29/2013,-114.0993954,51.07068458,CAPITOL HILL,7
Roads - Backlane Maintenance,03/29/2013,-114.0495434,51.07047992,WINSTON HEIGHTS/MOUNTVIEW,9
Roads - Backlane Maintenance,03/31/2013,-114.1209998,51.08605844,CHARLESWOOD,7
Roads - Backlane Maintenance,04/01/2013,-114.155399,51.07035944,MONTGOMERY,1
Roads - Backlane Maintenance,04/01/2013,-114.1385083,51.03203485,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,04/01/2013,-114.1338913,51.03834832,SHAGANAPPI,8
Roads - Backlane Maintenance,04/01/2013,-114.1154719,51.07355768,BANFF TRAIL,7
Roads - Backlane Maintenance,04/01/2013,-114.094969,51.05032516,HILLHURST,7
Roads - Backlane Maintenance,04/01/2013,-114.04739,50.89734767,SUNDANCE,14
Roads - Backlane Maintenance,04/01/2013,-114.0414165,51.16162912,COVENTRY HILLS,3
Roads - Backlane Maintenance,04/01/2013,-114.0350754,51.06268651,RENFREW,9
Roads - Backlane Maintenance,04/01/2013,-113.95363,51.16207006,SKYVIEW RANCH,3
Roads - Backlane Maintenance,04/01/2013,-113.9536084,51.04841228,PENBROOKE MEADOWS,10
Roads - Backlane Maintenance,04/02/2013,-114.160857,51.10763704,DALHOUSIE,7
Roads - Backlane Maintenance,04/02/2013,-114.1053697,51.07157435,BANFF TRAIL,7
Roads - Backlane Maintenance,04/02/2013,-114.0929833,50.96706101,HAYSBORO,11
Roads - Backlane Maintenance,04/02/2013,-114.0923048,51.0251396,UPPER MOUNT ROYAL,8
Roads - Backlane Maintenance,04/02/2013,-114.065438,51.08750181,HIGHLAND PARK,4
Roads - Backlane Maintenance,04/02/2013,-113.9526049,51.12637274,SADDLE RIDGE,3
Roads - Backlane Maintenance,04/03/2013,-114.1579109,51.04199659,WESTGATE,8
Roads - Backlane Maintenance,04/03/2013,-114.1273094,51.1481842,HIDDEN VALLEY,4
Roads - Backlane Maintenance,04/03/2013,-114.1076555,51.00982642,ALTADORE,11
Roads - Backlane Maintenance,04/03/2013,-113.988932,51.034083,SOUTHVIEW,10
Roads - Backlane Maintenance,04/03/2013,-113.9607361,50.92617791,MCKENZIE TOWNE,12
Roads - Backlane Maintenance,04/04/2013,-114.1530024,51.03523625,GLENDALE,6
Roads - Backlane Maintenance,04/04/2013,-114.1152921,51.08023588,BANFF TRAIL,7
Roads - Backlane Maintenance,04/04/2013,-114.0701002,51.06958613,MOUNT PLEASANT,7
Roads - Backlane Maintenance,04/04/2013,-114.0678821,51.08360625,HIGHLAND PARK,4
Roads - Backlane Maintenance,04/05/2013,-114.0725863,51.01930478,ELBOW PARK,11
Roads - Backlane Maintenance,04/06/2013,-114.057341,51.06982653,TUXEDO PARK,9
Roads - Backlane Maintenance,04/08/2013,-114.0900816,51.05621851,HILLHURST,7
Roads - Backlane Maintenance,04/09/2013,-114.1228262,50.94190155,WOODBINE,13
Roads - Backlane Maintenance,04/10/2013,-114.2136843,51.09487182,BOWNESS,1
Roads - Backlane Maintenance,04/10/2013,-114.0935725,50.96763035,HAYSBORO,11
Roads - Backlane Maintenance,04/10/2013,-114.0554242,50.97383153,ACADIA,9
Roads - Backlane Maintenance,04/11/2013,-114.1373103,51.05201735,SPRUCE CLIFF,8
Roads - Backlane Maintenance,04/11/2013,-114.1342522,51.03031565,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,04/11/2013,-114.0692291,51.06890654,MOUNT PLEASANT,7
Roads - Backlane Maintenance,04/11/2013,-113.9864024,51.03195769,SOUTHVIEW,10
Roads - Backlane Maintenance,04/12/2013,-114.0701002,51.06958613,MOUNT PLEASANT,7
Roads - Backlane Maintenance,04/12/2013,-114.065441,51.08596194,HIGHLAND PARK,4
Roads - Backlane Maintenance,04/15/2013,-114.1168347,51.02501499,RICHMOND,8
Roads - Backlane Maintenance,04/15/2013,-114.0622201,51.02959858,ERLTON,9
Roads - Backlane Maintenance,04/15/2013,-113.9312372,51.07880227,MONTEREY PARK,5
Roads - Backlane Maintenance,04/16/2013,-114.1210013,51.03399359,RICHMOND,8
Roads - Backlane Maintenance,04/16/2013,-113.9293061,51.06004769,ABBEYDALE,10
Roads - Backlane Maintenance,04/17/2013,-114.1264641,51.0390647,SHAGANAPPI,8
Roads - Backlane Maintenance,04/17/2013,-114.1172116,51.09449264,CHARLESWOOD,7
Roads - Backlane Maintenance,04/18/2013,-114.132845,51.03266242,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,04/18/2013,-114.1138819,51.03030339,RICHMOND,8
Roads - Backlane Maintenance,04/18/2013,-114.0805521,51.09899344,THORNCLIFFE,4
Roads - Backlane Maintenance,04/18/2013,-114.0208039,50.91322371,PARKLAND,14
Roads - Backlane Maintenance,04/18/2013,-113.9810268,51.09194017,WHITEHORN,5
Roads - Backlane Maintenance,04/18/2013,-113.9676415,51.16020933,SKYVIEW RANCH,3
Roads - Backlane Maintenance,04/19/2013,-114.1424139,51.04053197,ROSSCARROCK,8
Roads - Backlane Maintenance,04/19/2013,-114.1209957,51.02656027,RICHMOND,8
Roads - Backlane Maintenance,04/19/2013,-114.0779133,51.09356791,HIGHWOOD,7
Roads - Backlane Maintenance,04/19/2013,-114.0405636,51.16110794,COVENTRY HILLS,3
Roads - Backlane Maintenance,04/19/2013,-114.0207701,50.94143341,QUEENSLAND,14
Roads - Backlane Maintenance,04/22/2013,-114.1134436,51.05126337,WEST HILLHURST,7
Roads - Backlane Maintenance,04/22/2013,-114.1068014,51.05818757,WEST HILLHURST,7
Roads - Backlane Maintenance,04/22/2013,-114.0954201,51.07324893,CAPITOL HILL,7
Roads - Backlane Maintenance,04/24/2013,-114.0656983,51.07254974,TUXEDO PARK,9
Roads - Backlane Maintenance,04/27/2013,-114.0698389,51.06890529,MOUNT PLEASANT,7
Roads - Backlane Maintenance,04/30/2013,-114.1439505,51.01666491,GLAMORGAN,6
Roads - Backlane Maintenance,04/30/2013,-113.973056,51.04077677,FOREST LAWN,10
Roads - Backlane Maintenance,05/03/2013,-114.0984631,51.04231036,SUNALTA,8
Roads - Backlane Maintenance,05/06/2013,-114.0879593,50.97276785,HAYSBORO,11
Roads - Backlane Maintenance,05/06/2013,-114.0743652,51.03691548,CLIFF BUNGALOW,8
Roads - Backlane Maintenance,05/06/2013,-114.0459311,51.07100731,WINSTON HEIGHTS/MOUNTVIEW,9
Roads - Backlane Maintenance,05/07/2013,-114.049806,51.08579741,GREENVIEW INDUSTRIAL PARK,4
Roads - Backlane Maintenance,05/07/2013,-114.0443261,51.06326456,RENFREW,9
Roads - Backlane Maintenance,05/08/2013,-114.161039,51.07458441,MONTGOMERY,1
Roads - Backlane Maintenance,05/10/2013,-114.0112603,51.06298556,MAYLAND HEIGHTS,10
Roads - Backlane Maintenance,05/11/2013,-114.065438,51.08750181,HIGHLAND PARK,4
Roads - Backlane Maintenance,05/11/2013,-113.9725868,50.92830911,MCKENZIE TOWNE,12
Roads - Backlane Maintenance,05/14/2013,-114.1226129,51.09202473,BRENTWOOD,7
Roads - Backlane Maintenance,05/17/2013,-114.1176657,51.0596489,WEST HILLHURST,7
Roads - Backlane Maintenance,05/20/2013,-114.1518555,51.15450545,SHERWOOD,2
Roads - Backlane Maintenance,05/21/2013,-114.1245917,51.05678904,WEST HILLHURST,7
Roads - Backlane Maintenance,05/22/2013,-114.158774,51.08942709,VARSITY,1
Roads - Backlane Maintenance,05/23/2013,-114.1364105,51.05146808,SPRUCE CLIFF,8
Roads - Backlane Maintenance,05/23/2013,-114.1352758,51.05901976,PARKDALE,7
Roads - Backlane Maintenance,05/23/2013,-114.1083545,51.02502376,SOUTH CALGARY,8
Roads - Backlane Maintenance,05/23/2013,-114.0948878,51.05637094,HILLHURST,7
Roads - Backlane Maintenance,05/23/2013,-114.0474735,50.96842148,ACADIA,9
Roads - Backlane Maintenance,05/23/2013,-114.0465185,51.07039498,WINSTON HEIGHTS/MOUNTVIEW,9
Roads - Backlane Maintenance,05/24/2013,-114.1046152,50.95320638,BRAESIDE,11
Roads - Backlane Maintenance,05/24/2013,-114.0954201,51.07324893,CAPITOL HILL,7
Roads - Backlane Maintenance,05/24/2013,-113.9714583,50.9285801,MCKENZIE TOWNE,12
Roads - Backlane Maintenance,05/24/2013,-113.9293061,51.06004769,ABBEYDALE,10
Roads - Backlane Maintenance,05/26/2013,-114.0924442,51.02639033,UPPER MOUNT ROYAL,8
Roads - Backlane Maintenance,05/27/2013,-114.0836367,51.02082099,ELBOW PARK,11
Roads - Backlane Maintenance,05/28/2013,-114.1052211,50.90903564,EVERGREEN,13
Roads - Backlane Maintenance,05/28/2013,-114.1053697,51.07157435,BANFF TRAIL,7
Roads - Backlane Maintenance,05/28/2013,-114.0881839,51.03844851,BELTLINE,8
Roads - Backlane Maintenance,05/28/2013,-114.0701002,51.06958613,MOUNT PLEASANT,7
Roads - Backlane Maintenance,05/29/2013,-114.139917,51.03034671,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,05/29/2013,-114.1086326,51.03185364,RICHMOND,8
Roads - Backlane Maintenance,05/29/2013,-114.0930217,51.05583544,HILLHURST,7
Roads - Backlane Maintenance,05/29/2013,-114.0918267,50.95726844,SOUTHWOOD,11
Roads - Backlane Maintenance,05/29/2013,-113.9456861,51.11974741,TARADALE,3
Roads - Backlane Maintenance,05/30/2013,-114.1413494,51.049083,SPRUCE CLIFF,8
Roads - Backlane Maintenance,05/30/2013,-114.1342489,51.03751001,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,05/30/2013,-114.0666667,51.14493404,COUNTRY HILLS,4
Roads - Backlane Maintenance,05/30/2013,-114.0155296,51.03380998,INGLEWOOD,9
Roads - Backlane Maintenance,05/31/2013,-114.1395595,51.04980283,SPRUCE CLIFF,8
Roads - Backlane Maintenance,05/31/2013,-114.1389904,51.06813043,UNIVERSITY HEIGHTS,1
Roads - Backlane Maintenance,05/31/2013,-114.1184884,51.05523773,WEST HILLHURST,7
Roads - Backlane Maintenance,05/31/2013,-114.1163756,50.9966613,NORTH GLENMORE PARK,11
Roads - Backlane Maintenance,05/31/2013,-114.0535053,51.0649743,RENFREW,9
Roads - Backlane Maintenance,06/01/2013,-114.0428342,51.05562098,BRIDGELAND/RIVERSIDE,9
Roads - Backlane Maintenance,06/01/2013,-114.006113,50.9865825,OGDEN,9
Roads - Backlane Maintenance,06/02/2013,-114.1404239,51.13352846,EDGEMONT,4
Roads - Backlane Maintenance,06/02/2013,-114.1138154,51.07346298,BANFF TRAIL,7
Roads - Backlane Maintenance,06/02/2013,-114.0974215,51.01026593,ALTADORE,11
Roads - Backlane Maintenance,06/03/2013,-114.0889541,51.03181846,UPPER MOUNT ROYAL,8
Roads - Backlane Maintenance,06/03/2013,-114.0816452,51.04618975,DOWNTOWN COMMERCIAL CORE,8
Roads - Backlane Maintenance,06/03/2013,-114.0535681,51.0751571,WINSTON HEIGHTS/MOUNTVIEW,9
Roads - Backlane Maintenance,06/03/2013,-113.9617974,51.12077102,MARTINDALE,3
Roads - Backlane Maintenance,06/04/2013,-114.1471051,51.08960224,VARSITY,1
Roads - Backlane Maintenance,06/04/2013,-114.1050354,51.02271143,ALTADORE,11
Roads - Backlane Maintenance,06/04/2013,-114.1003059,51.01688062,ALTADORE,11
Roads - Backlane Maintenance,06/04/2013,-114.0766234,51.05908346,SUNNYSIDE,7
Roads - Backlane Maintenance,06/04/2013,-114.0727538,51.06033673,SUNNYSIDE,7
Roads - Backlane Maintenance,06/04/2013,-114.0665723,51.08139532,TUXEDO PARK,9
Roads - Backlane Maintenance,06/04/2013,-114.0597515,51.07656368,TUXEDO PARK,9
Roads - Backlane Maintenance,06/04/2013,-114.0571041,50.9202903,MIDNAPORE,14
Roads - Backlane Maintenance,06/04/2013,-114.0562985,50.960158,WILLOW PARK,14
Roads - Backlane Maintenance,06/04/2013,-114.0488022,51.06316638,RENFREW,9
Roads - Backlane Maintenance,06/04/2013,-114.0477485,50.89658792,SUNDANCE,14
Roads - Backlane Maintenance,06/05/2013,-114.1207957,51.06182958,ST. ANDREWS HEIGHTS,7
Roads - Backlane Maintenance,06/05/2013,-114.0942536,50.96919154,HAYSBORO,11
Roads - Backlane Maintenance,06/05/2013,-114.0490199,51.06250157,RENFREW,9
Roads - Backlane Maintenance,06/05/2013,-114.0480871,50.96781416,ACADIA,9
Roads - Backlane Maintenance,06/05/2013,-114.0075198,50.98347697,OGDEN,9
Roads - Backlane Maintenance,06/05/2013,-113.9481778,50.91159358,COPPERFIELD,12
Roads - Backlane Maintenance,06/06/2013,-114.1176146,51.0913938,BRENTWOOD,7
Roads - Backlane Maintenance,06/06/2013,-114.086034,51.09082926,HIGHWOOD,7
Roads - Backlane Maintenance,06/06/2013,-114.0805221,51.09591491,HIGHWOOD,7
Roads - Backlane Maintenance,06/06/2013,-114.0751564,51.01589149,ELBOYA,11
Roads - Backlane Maintenance,06/06/2013,-114.0202027,50.91504779,PARKLAND,14
Roads - Backlane Maintenance,06/07/2013,-114.1779033,51.13852961,HAWKWOOD,2
Roads - Backlane Maintenance,06/07/2013,-114.1224727,50.97150772,OAKRIDGE,11
Roads - Backlane Maintenance,06/07/2013,-114.1134293,51.07297233,BANFF TRAIL,7
Roads - Backlane Maintenance,06/07/2013,-114.0835735,50.96036988,SOUTHWOOD,11
Roads - Backlane Maintenance,06/07/2013,-114.0462576,51.07039487,WINSTON HEIGHTS/MOUNTVIEW,9
Roads - Backlane Maintenance,06/09/2013,-114.0881058,50.91655487,MILLRISE,13
Roads - Backlane Maintenance,06/11/2013,-114.0799107,51.1237383,HUNTINGTON HILLS,4
Roads - Backlane Maintenance,06/11/2013,-113.9736804,50.92410917,MCKENZIE TOWNE,12
Roads - Backlane Maintenance,06/12/2013,-114.1559914,51.05160363,WILDWOOD,8
Roads - Backlane Maintenance,06/12/2013,-114.0516599,50.97004822,ACADIA,9
Roads - Backlane Maintenance,06/13/2013,-114.1434544,51.05123249,WILDWOOD,8
Roads - Backlane Maintenance,06/13/2013,-114.1372332,51.0365558,KILLARNEY/GLENGARRY,8
Roads - Backlane Maintenance,06/13/2013,-114.1149092,51.00937684,ALTADORE,11
Roads - Backlane Maintenance,06/13/2013,-114.0856177,51.06886683,CAPITOL HILL,7
Roads - Backlane Maintenance,06/13/2013,-114.0567364,50.96242672,WILLOW PARK,14
Roads - Backlane Maintenance,06/14/2013,-114.1239721,50.99924455,LAKEVIEW,11
Roads - Backlane Maintenance,06/14/2013,-114.1123997,51.00579993,NORTH GLENMORE PARK,11
Roads - Backlane Maintenance,06/14/2013,-114.085908,51.09241867,HIGHWOOD,7
Roads - Backlane Maintenance,06/14/2013,-114.0071629,50.9875025,OGDEN,9
Roads - Backlane Maintenance,06/15/2013,-113.9652706,51.12411554,MARTINDALE,3
Roads - Backlane Maintenance,06/17/2013,-114.1032177,51.01325701,ALTADORE,11
Roads - Backlane Maintenance,06/17/2013,-114.0888683,51.0377057,LOWER MOUNT ROYAL,8
Roads - Backlane Maintenance,06/17/2013,-114.0758511,51.06311348,ROSEDALE,7
Roads - Backlane Maintenance,06/17/2013,-114.0668191,51.09180451,HIGHLAND PARK,4
Roads - Backlane Maintenance,06/17/2013,-114.0572389,51.07232411,TUXEDO PARK,9
