CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,FOIP_IND,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,OBJECTID,SHAPE_AREA,SHAPE_LEN
Residential,1,MCK,MCKENZIE LAKE,2001,14881,4586,1764,9098,8033,4214,1964,1406,4181,25,1,0,379,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,24,23,56,1,0,0,0,0,0,0,0,0,0,0,0,362,212,924,4,3,4117,3978,13898,37,7539,7342,680,1641,595,337,1097,1694,1065,300,97,33,681,1492,521,283,1269,1803,894,261,106,32,1361,3133,1116,620,2366,3497,1959,561,203,65,,297,1122,960,1946,179,249,5091781.00483000000,11233.17218100000
Residual Sub Area,4,14M,14M,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,252,1839543.97928000000,6681.22401470000
Residential,1,ACA,ACADIA,2001,11012,5005,607,8209,6239,2949,1107,1452,2284,134,0,2025,384,141,30,0,0,4,1,0,2,7,1910,408,3303,106,0,26,4,51,0,0,131,87,339,3,0,141,131,298,0,0,5,1,137,2,0,381,271,948,3,3,2268,2047,5936,12,5439,5573,215,513,294,444,1001,1054,683,480,514,241,255,493,247,444,903,1004,631,605,574,417,470,1006,541,888,1904,2058,1314,1085,1088,658,,1427,1901,793,679,62,217,3906037.02688000000,9130.98122863000
Industrial,2,S23,SECTION 23,2001,14,5,0,11,7,1,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,12,0,5,9,0,1,0,1,1,1,0,0,1,0,0,1,2,2,1,2,0,0,0,1,0,2,2,3,2,3,0,0,1,1,,0,1,1,2,0,219,3111773.03758000000,8409.42470009000
Industrial,2,SFH,SOUTH FOOTHILLS,2001,0,6,0,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,220,3638979.56582000000,7849.61487840000
Industrial,2,SHI,SHEPARD INDUSTRIAL,2001,313,156,14,263,174,137,57,53,5,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,147,136,300,3,0,0,0,0,0,0,0,0,0,0,0,4,1,11,1,164,149,6,12,12,8,16,21,33,25,21,10,6,9,11,8,16,25,30,21,20,3,12,21,23,16,32,46,63,46,41,13,,45,71,20,16,0,222,4642294.74302000000,10645.87401410000
Industrial,2,ESH,EAST SHEPARD INDUSTRIAL,2001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,225,17349624.81740000000,17670.89257400000
Residential,1,DGN,DOUGLAS GLEN,2001,2584,936,403,1688,1586,847,386,246,882,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,11,26,0,4,853,836,2558,5,1322,1262,173,176,49,54,321,314,156,58,18,3,151,181,49,48,357,283,136,35,10,12,324,357,98,102,678,597,292,93,28,15,,73,270,206,302,14,230,1989729.53319000000,7157.98291076000
Residential,1,WIL,WILLOW PARK,2001,5637,2257,300,4120,2879,1827,652,537,1587,0,0,226,439,0,3,0,0,0,0,0,2,0,219,0,470,7,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,431,338,853,7,0,1570,1489,4309,8,2757,2880,113,329,183,165,316,438,433,350,318,112,117,318,179,151,330,442,478,407,318,140,230,647,362,316,646,880,911,757,636,252,,410,931,395,439,48,232,3398342.90464000000,7332.21434247000
Residential,1,DIA,DIAMOND COVE,2001,853,271,37,632,521,264,126,61,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,264,853,0,426,427,17,52,36,35,30,76,119,41,16,4,13,56,48,31,36,91,96,30,19,7,30,108,84,66,66,167,215,71,35,11,,15,82,60,105,8,235,488866.18230000000,5267.26710343000
Residential,1,WBN,WOODBINE,2001,10688,3358,651,7050,5995,3037,1287,999,2927,82,0,0,342,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,9,2,0,82,64,220,0,0,0,0,0,0,0,0,0,0,0,0,338,213,761,4,0,2908,2759,9698,17,5361,5327,274,938,623,369,444,925,1184,391,163,50,219,882,591,368,456,1135,1115,338,152,71,493,1820,1214,737,900,2060,2299,729,315,121,,282,853,696,1390,112,238,3180369.35888000000,9477.64253257000
Residential,1,CAN,CANYON MEADOWS,2001,8444,3162,497,5755,4763,2527,1083,920,1944,154,0,333,711,0,20,0,0,0,0,0,0,1,317,105,561,15,0,17,1,36,3,0,154,72,469,0,0,0,0,0,0,0,0,0,0,0,0,701,504,1467,10,0,1927,1845,5911,13,4191,4253,176,545,353,375,550,664,728,479,237,84,185,510,377,290,537,765,791,470,244,84,361,1055,730,665,1087,1429,1519,949,481,168,,514,1157,582,771,92,240,3056442.49067000000,8266.35484227000
Residential,1,EVE,EVERGREEN,2001,2385,778,197,1571,1280,723,289,174,774,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0,0,0,0,0,0,0,7,729,722,2374,5,1187,1198,79,215,101,66,80,232,236,116,52,10,73,200,121,54,110,274,218,102,31,15,152,415,222,120,190,506,454,218,83,25,,32,244,128,297,32,247,4644481.33437000000,12146.78082100000
Residential,1,PKL,PARKLAND,2001,4172,1359,231,2982,2264,1302,639,354,1354,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1347,1302,4172,7,2135,2037,87,339,206,150,140,338,443,301,100,31,86,296,182,122,132,376,484,242,85,32,173,635,388,272,272,714,927,543,185,63,,71,465,291,484,36,250,1800348.22627000000,6892.01052526000
Residential,1,SHS,SHAWNEE SLOPES,2001,1559,604,65,1154,735,557,180,103,388,96,0,84,36,0,0,0,0,0,0,0,0,4,59,59,97,0,0,0,0,0,0,0,95,94,176,1,0,0,0,0,0,0,0,0,0,0,0,28,26,43,2,0,385,378,1243,2,752,807,23,95,62,48,29,111,158,106,86,34,26,112,67,30,39,135,153,118,92,35,49,207,129,78,68,246,311,224,178,69,,76,244,78,152,17,251,1246994.49650000000,5758.40219309000
Residual Sub Area,4,13B,13B,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,253,219966.72679000000,2223.78971625000
Residential,1,MID,MIDNAPORE,2001,7140,2524,522,4659,3890,1834,920,803,1348,445,0,311,412,0,4,0,0,1,2,0,1,0,289,78,449,22,0,3,0,8,1,0,439,373,1211,5,0,0,0,0,0,0,2,0,112,0,2,397,168,959,13,0,1332,1215,4401,14,3495,3645,208,603,329,238,379,611,614,256,158,99,202,600,277,228,394,727,603,254,182,178,410,1203,606,466,773,1338,1217,510,340,277,,407,784,446,738,87,254,2890477.23935000000,8212.72206918000
Residual Sub Area,4,14A,14A,2001,0,2,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,255,2654018.80904000000,6517.67453019000
Residual Sub Area,4,14B,14B,2001,0,3,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,256,2660840.68894000000,6523.82257808000
Residual Sub Area,4,14C,14C,2001,19,9,0,15,10,5,7,10,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,0,11,8,0,2,1,0,1,3,1,1,2,0,0,0,0,1,0,2,3,0,2,0,0,2,1,1,1,5,4,1,4,0,,1,7,0,1,0,257,3956289.78037000000,8043.69152765000
Residential,1,SDC,SUNDANCE,2001,11821,3395,818,7158,6079,3142,1556,904,3066,74,0,101,152,0,2,0,0,0,0,0,0,2,98,97,130,0,0,2,0,2,0,0,74,54,181,0,0,0,0,0,0,0,0,0,0,0,1,147,68,380,4,0,3043,2923,11128,23,5960,5861,287,1438,723,349,319,1230,1115,296,129,74,271,1290,631,294,420,1469,956,267,145,118,558,2728,1354,643,739,2699,2071,563,274,192,,224,641,603,1711,185,260,4020218.15248000000,9073.96717161000
Residual Sub Area,4,14E,14E,2001,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,262,2688678.01591000000,6556.58602376000
Residual Sub Area,4,14F,14F,2001,27,12,1,21,14,6,8,11,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,6,24,0,14,13,0,2,0,3,0,4,3,1,0,1,1,0,1,0,0,6,1,2,0,2,1,2,1,3,0,10,4,3,0,3,,3,6,1,2,0,263,2679099.14383000000,6554.98388337000
Residential,1,BRI,BRIDLEWOOD,2001,3806,1484,520,2415,2361,1278,578,519,1365,32,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,90,0,0,0,0,0,0,0,0,0,0,0,4,54,51,123,7,13,1235,1197,3593,48,1895,1911,197,277,89,104,626,370,162,53,13,4,235,271,70,137,628,338,153,50,24,5,432,548,159,241,1254,708,315,103,37,9,,112,481,348,344,36,265,3258125.29052000000,7178.24507961000
Residual Sub Area,4,14N,14N,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,267,1702644.92731000000,5329.48940016000
Residential,1,CRA,CRANSTON,2001,388,191,49,282,251,141,61,41,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,148,141,388,6,193,195,18,21,7,4,77,30,25,9,2,0,24,18,9,5,77,31,22,5,3,1,42,39,16,9,154,61,47,14,5,1,,13,67,38,29,1,268,7701369.44370000000,13575.06612770000
Residual Sub Area,4,14J,14J,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,269,2243717.53792000000,6541.42001107000
Residual Sub Area,4,14Q,14Q,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,272,5300122.28518000000,9747.10792224000
Residual Sub Area,4,14P,14P,2001,0,3,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,273,4539789.14920000000,8953.30807047000
Residual Sub Area,4,14H,14H,2001,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,274,518965.53198600000,3385.53429222000
Residual Sub Area,4,14S,14S,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,275,3849745.24484000000,8252.20612566000
Residential,1,QPK,QUEENS PARK VILLAGE,2001,454,188,13,417,324,0,14,80,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,454,2,0,0,0,0,0,244,210,6,3,7,56,94,48,23,6,1,0,6,9,19,59,68,30,15,2,2,0,12,12,26,115,162,78,38,8,3,0,,34,78,43,28,3,86,621438.82544100000,3372.98689694000
Residential,1,EAG,EAGLE RIDGE,2001,424,109,15,341,120,92,40,19,97,0,0,11,0,0,0,0,0,0,1,0,0,0,10,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,156,0,0,0,0,0,0,0,90,83,253,5,179,245,6,16,11,4,6,15,30,27,26,38,6,9,13,7,8,17,30,27,15,113,12,25,24,11,14,32,60,54,41,151,,11,49,15,22,4,211,371978.39397200000,3865.86172439000
Residential,1,KEL,KELVIN GROVE,2001,2232,903,102,1736,900,491,162,90,354,16,0,504,27,0,0,0,0,0,2,0,0,0,496,114,705,8,0,0,0,0,0,0,16,16,26,0,0,0,0,0,0,0,2,0,319,0,0,27,21,47,0,0,351,340,1135,2,973,1259,30,136,60,55,100,150,143,85,99,115,37,126,54,47,105,150,143,109,119,369,67,262,114,102,205,300,286,194,218,484,,360,288,72,157,15,212,756671.79470100000,3462.89951455000
Industrial,2,GBP,GLENDEER BUSINESS PARK,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,213,263720.83672100000,2325.65660336000
Residential,1,FAI,FAIRVIEW,2001,3817,1589,288,2832,2077,1152,508,495,1255,0,0,313,0,0,21,0,0,0,0,0,0,1,274,0,566,35,0,19,3,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,1149,3223,9,1944,1873,100,189,100,145,352,419,227,123,214,75,123,195,109,126,282,314,219,166,243,96,223,384,209,271,634,733,446,289,457,171,,340,598,279,291,31,214,1320718.25706000000,5103.26469074000
Residential,1,RIV,RIVERBEND,2001,10630,3466,1110,6634,6252,3294,1497,1078,3266,42,0,0,150,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,2,0,41,38,67,1,0,0,0,0,0,0,0,0,0,0,0,148,140,263,2,1,3251,3115,10292,13,5380,5250,419,1010,351,263,662,1435,811,263,114,52,393,925,343,235,760,1472,650,252,143,77,812,1935,694,498,1422,2907,1461,515,257,129,,339,989,728,1278,111,215,4069659.45136000000,9217.05549877000
Residential,1,CHK,CHINOOK PARK,2001,1734,587,120,1259,769,479,180,142,490,0,0,96,0,0,0,0,0,0,1,0,0,0,92,7,220,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,0,0,0,0,0,0,0,483,472,1372,7,801,933,39,128,53,50,59,120,137,66,72,77,51,123,57,48,64,137,125,80,90,158,90,251,110,98,123,257,262,146,162,235,,77,228,90,170,11,216,582629.87993000000,3251.15551628000
Residual Sub Area,4,09N,09N,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,218,479161.48135500000,2792.74450469000
Residential,1,HAY,HAYSBORO,2001,6074,2901,339,4615,3207,1969,712,719,1814,1,0,1054,9,0,23,0,0,0,0,0,0,3,915,312,1342,136,0,20,3,32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,8,23,0,0,1788,1646,4677,23,2955,3119,127,339,144,173,403,602,437,250,284,196,146,304,159,146,416,549,413,290,396,300,273,643,303,319,819,1151,850,540,680,496,,895,997,378,414,48,221,2667756.60674000000,6542.85979724000
Residential,1,OAK,OAKRIDGE,2001,6486,2295,368,4563,3589,2068,810,585,1706,144,0,35,402,0,8,0,0,0,0,0,0,0,34,31,53,1,0,6,0,12,1,0,139,105,249,4,0,0,0,0,0,0,0,0,0,0,0,391,309,791,11,0,1692,1623,5381,11,3247,3239,137,486,329,246,296,476,606,426,185,60,135,438,283,210,293,537,709,408,159,67,272,924,612,456,589,1013,1315,834,344,127,,329,749,422,699,63,223,2419705.08540000000,6362.79283624000
Residential,1,BYV,BAYVIEW,2001,691,249,45,469,276,242,86,39,212,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,62,3,0,208,208,629,2,348,343,16,47,37,9,10,45,57,45,53,29,19,42,32,5,8,52,57,54,48,26,35,89,69,14,18,97,114,99,101,55,,19,114,29,73,7,224,423973.10099300000,4299.26560005000
Residual Sub Area,4,09O,09O,2001,0,4,0,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,226,1455335.71757000000,6103.65312816000
Residential,1,PUM,PUMP HILL,2001,1913,559,63,1433,724,415,154,90,380,50,0,61,66,0,0,0,0,0,2,0,0,0,60,0,74,0,0,0,0,0,0,0,50,49,90,0,0,0,0,0,0,0,2,0,338,0,0,64,0,111,0,0,376,366,1300,3,824,1089,22,100,82,52,43,74,164,102,80,105,22,105,79,62,61,104,160,94,86,316,44,205,161,114,104,178,324,196,166,421,,96,202,59,169,26,227,942291.23414700000,3966.77102859000
Residential,1,PAL,PALLISER,2001,3275,1642,136,2599,1484,1042,257,289,468,162,156,537,319,0,0,0,0,0,0,0,0,1,672,169,1007,18,0,0,0,0,0,0,162,156,308,0,0,0,0,0,0,0,0,0,0,0,0,318,269,639,1,0,466,448,1321,2,1513,1762,58,130,81,86,157,192,226,208,214,161,44,125,63,82,147,207,255,291,257,291,102,255,144,168,304,399,481,499,471,452,,591,673,159,177,18,228,987414.79420100000,4048.17989133000
Residential,1,MPL,MAPLE RIDGE,2001,2149,810,112,1607,1090,773,339,192,807,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,772,2146,7,1057,1092,47,141,66,50,86,185,156,153,135,38,44,142,55,55,84,211,154,187,120,40,91,283,121,105,170,396,310,340,255,78,,112,333,148,197,13,229,2772711.73706000000,8167.74117413000
Residential,1,SOW,SOUTHWOOD,2001,6460,2616,447,4321,3532,1552,672,767,1376,290,41,333,520,0,56,0,0,0,0,0,0,0,342,21,612,16,0,51,0,93,4,0,284,104,790,6,0,0,0,0,0,0,0,0,0,0,0,493,178,1300,27,1,1361,1249,3665,12,3232,3228,173,405,225,262,550,653,392,273,220,79,177,410,195,193,546,602,399,319,279,108,350,815,420,455,1096,1255,791,592,499,187,,502,957,511,505,56,231,2661115.80570000000,6583.13454500000
Residential,1,CED,CEDARBRAE,2001,6746,2468,420,4600,3872,1911,820,723,1337,540,0,126,459,0,6,0,0,0,0,0,0,0,126,0,205,0,0,6,1,14,0,0,523,341,1494,10,0,0,0,0,0,0,0,0,0,0,0,456,329,926,3,1,1328,1240,4107,8,3340,3406,167,564,312,254,480,559,519,276,150,59,168,487,268,218,488,651,588,279,170,89,335,1051,580,472,968,1210,1107,555,320,148,,423,783,488,685,60,233,2069560.99582000000,6050.02493225000
Residential,1,BRA,BRAESIDE,2001,6486,2543,423,4711,3852,1972,754,730,1403,74,0,161,900,0,5,0,0,0,0,0,0,0,158,73,274,3,0,4,2,11,0,0,74,44,151,0,0,0,0,0,0,0,0,0,0,0,0,875,544,1850,25,1,1398,1309,4200,3,3227,3259,191,410,257,257,481,544,496,340,170,81,162,364,191,264,479,642,528,332,206,91,353,774,448,521,960,1186,1024,672,376,172,,495,932,481,546,55,234,1960856.58504000000,5660.81639240000
Residential,1,DOU,DOUGLASDALE ESTATES,2001,9006,2964,871,6171,5156,2881,1192,710,2820,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794,2737,8750,21,4503,4503,330,696,315,216,448,992,883,433,135,55,341,720,309,196,550,1009,816,368,130,64,671,1416,624,412,998,2001,1699,801,265,119,,186,1008,606,1064,74,236,4041087.29801000000,9162.64303977000
Residual Sub Area,4,12B,12B,2001,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,237,1459149.64748000000,6063.79361654000
Residential,1,WOO,WOODLANDS,2001,6986,2398,481,4683,3690,1772,747,624,1531,142,0,164,556,0,3,0,0,1,0,1,0,1,153,0,241,10,0,3,0,3,0,0,140,117,344,2,0,0,0,0,0,0,2,1,66,0,0,543,210,1258,13,0,1524,1444,5074,7,3499,3487,193,597,376,294,324,528,670,286,165,66,168,557,328,261,358,622,691,261,156,85,361,1154,704,555,682,1150,1361,547,321,151,,299,767,480,749,70,239,2800205.42496000000,8321.65029847000
Residual Sub Area,4,14T,14T,2001,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,276,5770769.16731000000,11972.62591560000
Residential,1,MLR,MILLRISE,2001,5512,2098,475,3547,3175,1730,693,541,1505,106,0,213,272,0,1,0,0,1,0,0,0,3,117,107,171,11,0,1,0,2,0,0,104,96,185,2,0,0,0,0,0,0,1,0,2,0,2,270,188,622,0,16,1413,1339,4530,41,2678,2834,166,488,207,152,403,583,370,158,116,35,189,473,215,131,421,655,395,157,142,56,355,961,422,283,824,1238,765,315,258,91,,285,588,384,586,63,258,1769608.76930000000,5906.37834941000
Residential,1,SHN,SHAWNESSY,2001,8746,2935,818,5425,4882,2573,1109,877,2455,25,4,257,188,0,4,0,0,0,1,0,1,1,143,125,231,22,0,2,1,5,2,0,13,13,27,4,0,0,0,0,0,0,1,0,63,1,0,185,128,432,3,2,2443,2306,7988,10,4382,4364,319,856,354,232,623,979,624,223,125,47,284,832,323,219,652,1031,570,218,140,95,603,1688,677,451,1275,2010,1194,441,265,142,,289,775,564,1054,105,259,3664991.99695000000,9874.55918533000
