CLASS,CLASS_CODE,COMM_CODE,NAME,CNSS_YR,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,FOIP_IND,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,OBJECTID,SHAPE_AREA,SHAPE_LEN
Residual Sub Area,4,10A,10A,2001,684,298,46,415,374,268,82,111,4,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,265,663,13,0,0,0,0,0,0,0,0,0,0,0,4,3,21,0,346,338,14,37,22,19,50,62,58,47,28,9,23,32,20,21,47,64,47,44,30,10,37,69,42,40,97,126,105,91,58,19,,55,125,58,42,4,121,2054961.09165000000,7727.89625789000
Residential,1,COA,COACH HILL,2001,3317,1458,157,2335,1919,1172,320,375,611,104,0,237,506,0,0,0,0,0,0,0,0,0,221,119,350,16,0,0,0,0,0,0,104,98,206,0,0,0,0,0,0,0,0,0,0,0,3,484,382,943,19,2,600,573,1818,7,1600,1717,66,189,111,97,242,276,309,145,93,72,60,193,124,99,230,347,321,151,107,85,126,382,235,196,472,623,630,296,200,157,,373,554,208,252,22,123,1068923.87968000000,4813.24999771000
Residential,1,WHL,WEST HILLHURST,2001,5401,2733,314,3901,3105,1447,622,757,1646,285,8,345,110,0,329,0,8,1,0,0,1,1,343,59,450,9,0,268,14,420,48,0,267,119,604,16,0,0,0,0,0,0,10,2,174,0,0,105,59,187,2,2,1582,1194,3566,49,2738,2663,140,215,93,200,651,597,431,167,120,124,100,210,102,230,613,507,362,143,181,215,240,425,195,430,1264,1104,793,310,301,339,,938,982,366,267,22,124,2362234.99006000000,7089.65905728000
Industrial,2,MLI,MAYLAND,2001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,127,1227207.22151000000,5751.14173476000
Residential,1,BRD,BRIDGELAND/RIVERSIDE,2001,4768,2417,295,3470,2297,820,333,542,936,74,1,965,142,0,278,2,9,1,7,1,1,2,922,143,1452,32,0,239,17,378,25,0,67,19,153,6,0,0,0,0,0,0,15,1,736,5,0,139,30,194,3,2,888,610,1855,41,2209,2559,110,157,58,158,530,502,247,93,127,227,120,139,54,194,539,395,212,131,186,589,230,296,112,352,1069,897,459,224,313,816,,1053,834,226,138,19,128,3051349.59339000000,8392.55707398000
Residential,1,UOC,UNIVERSITY OF CALGARY,2001,2272,645,148,305,500,0,1,0,0,0,0,393,250,0,0,0,0,2,0,0,0,0,380,0,845,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,670,0,0,249,0,757,1,0,0,0,0,0,1006,1266,66,55,119,472,185,96,10,2,1,0,65,67,150,723,186,64,6,5,0,0,131,122,269,1195,371,160,16,7,1,0,,127,241,81,174,8,92,2659681.31046000000,9062.15134420000
Residential,1,MOP,MOUNT PLEASANT,2001,4627,2419,289,3544,2837,1346,522,646,1645,198,3,62,90,0,418,0,2,1,0,0,0,0,64,0,96,0,10,318,12,448,67,0,184,86,413,7,0,0,0,0,0,0,2,1,5,1,0,85,66,121,5,0,1579,1181,3544,49,2331,2296,126,202,93,217,554,513,328,105,99,94,105,185,93,215,506,488,268,121,127,188,231,387,186,432,1060,1001,596,226,226,282,,792,871,300,245,24,96,1864829.85009000000,5992.60603260000
Industrial,2,SAW,SOUTH AIRWAYS,2001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,100,1891791.23698000000,8022.22535419000
Residential,1,CAP,CAPITOL HILL,2001,3919,2108,164,2933,2238,760,380,519,960,332,5,432,20,0,357,0,0,0,1,0,1,0,420,2,607,16,1,306,9,481,45,0,317,122,742,11,0,0,0,0,0,0,1,0,47,1,0,20,4,38,0,3,924,623,2004,24,1959,1960,64,140,105,326,500,321,218,87,90,108,66,114,85,305,468,327,202,90,112,191,130,254,190,631,968,648,420,177,202,299,,779,781,255,158,15,102,1418523.94906000000,6600.71258255000
Residential,1,CRE,CRESCENT HEIGHTS,2001,5758,3472,242,4313,4060,1213,435,747,1197,42,8,1838,167,0,209,0,7,4,0,0,0,0,1772,276,2592,47,1,170,12,250,25,0,42,15,116,0,0,0,0,0,0,0,10,1,16,1,0,141,81,257,9,9,1144,828,2527,37,2936,2822,88,124,88,282,845,713,431,186,118,61,117,111,111,313,790,576,374,182,138,110,205,235,199,595,1635,1289,805,368,256,171,,1575,1198,314,179,13,112,1625004.59722000000,5800.06613022000
Residential,1,HIL,HILLHURST,2001,5183,2758,271,3313,2934,1061,450,621,1076,126,89,1184,99,0,175,2,3,3,0,0,1,11,1206,176,2041,55,0,154,10,238,16,0,118,85,280,8,0,0,0,0,0,0,7,2,45,2,1,94,33,185,4,2,1023,755,2394,44,2604,2579,109,168,258,340,641,476,346,153,65,48,121,182,209,323,661,434,329,134,80,106,230,350,467,663,1302,910,675,287,145,154,,932,1096,314,247,13,114,2068839.41083000000,6746.13246765000
Residential,1,PKD,PARKDALE,2001,1717,878,91,1312,988,466,191,235,553,51,20,100,9,0,145,0,0,0,0,0,0,0,117,44,157,3,1,119,4,189,19,0,48,26,106,1,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,0,540,392,1246,10,807,910,40,66,38,77,182,154,104,51,36,59,34,56,26,87,224,147,108,52,76,100,74,122,64,164,406,301,212,103,112,159,,296,324,112,96,5,122,1050300.50110000000,5240.32401000000
Residential,1,POI,POINT MCKAY,2001,1348,846,30,1118,819,651,122,175,0,24,0,312,510,0,0,0,0,0,0,0,0,7,300,221,427,5,0,0,0,0,0,0,22,20,48,2,0,0,0,0,0,0,0,0,0,0,0,495,410,873,15,0,0,0,0,0,617,731,15,14,19,32,104,106,138,87,71,31,12,19,22,32,115,112,157,85,99,78,27,33,41,64,219,218,295,172,170,109,,389,353,50,25,0,125,383870.29305800000,2503.66356291000
Residential,1,SSD,SUNNYSIDE,2001,3685,2325,116,2598,2475,625,190,506,545,29,7,1449,173,0,117,0,5,0,0,0,0,29,1409,168,2050,18,0,107,6,146,7,0,28,14,52,1,0,0,0,0,0,0,5,0,8,0,0,166,104,330,5,4,521,333,1099,18,1817,1868,50,59,63,260,651,349,225,74,46,40,48,50,72,296,636,334,218,73,60,81,98,109,135,556,1287,683,443,147,106,121,,1151,823,179,79,4,126,1022201.30510000000,5850.78674070000
Residential,1,PAT,PATTERSON,2001,3952,1870,234,2688,2249,1236,351,377,540,159,0,594,577,0,0,0,0,0,0,0,0,41,531,117,949,21,0,0,0,0,0,1,145,128,310,3,0,0,0,0,0,0,0,0,0,0,1,545,494,990,31,1,515,497,1703,13,1984,1968,109,224,93,131,353,406,363,177,94,34,84,202,100,154,348,431,350,157,102,40,193,426,193,285,701,837,713,334,196,74,,497,718,209,284,28,104,1803195.67113000000,6613.70912360000
Residual Sub Area,4,06A,06A,2001,55,15,6,34,32,11,9,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,55,2,34,21,4,6,7,1,1,8,5,1,1,0,1,3,3,1,1,5,4,1,2,0,5,9,10,2,2,13,9,2,3,0,,0,3,1,7,2,105,2834899.83966000000,13258.16064430000
Residential,1,WSP,WEST SPRINGS,2001,773,384,65,538,444,262,138,98,328,18,0,0,32,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,1,4,1,0,1,1,3,1,0,0,0,0,1,1,19,19,36,0,13,256,241,726,7,387,386,26,48,30,14,76,87,48,25,30,3,26,55,15,13,98,86,35,32,23,3,52,103,45,27,174,173,83,57,53,6,,28,129,44,71,8,109,4026231.08220000000,8271.63206065000
Residential,1,REN,RENFREW,2001,5508,3014,273,3798,3377,1557,532,791,1548,111,5,568,364,0,411,0,5,1,0,1,0,0,554,141,857,13,0,332,13,505,53,0,105,38,239,6,0,0,0,0,0,0,5,1,17,2,3,298,228,579,37,6,1488,1136,3311,44,2766,2742,120,200,109,225,686,643,376,129,142,136,113,192,106,251,719,549,306,151,181,174,233,392,215,476,1405,1192,682,280,323,310,,1052,1097,364,249,20,111,2658774.76783000000,7956.95122844000
Residential,1,CHN,CHINATOWN,2001,1222,759,37,434,201,75,0,0,0,0,0,758,0,0,0,1,0,0,0,0,0,5,725,75,1207,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,489,733,14,32,8,24,68,80,45,35,72,111,15,28,17,22,77,89,48,52,135,250,29,60,25,46,145,169,93,87,207,361,,391,230,67,37,1,130,247558.48302100000,2670.20464203000
Residential,1,RAM,RAMSAY,2001,2053,1103,118,1480,1241,584,330,415,750,56,0,67,42,0,183,0,4,1,0,0,0,0,60,0,85,7,1,146,9,214,35,0,48,13,117,6,0,0,0,0,0,1,4,1,11,0,1,41,0,115,0,3,712,561,1511,33,1097,956,44,86,31,83,243,282,156,74,49,49,48,78,41,68,208,197,119,64,57,76,92,164,72,151,451,479,275,138,106,125,,380,389,134,95,13,153,890617.17987000000,4498.70877374000
Residential,1,SPH,SPRINGBANK HILL,2001,1927,742,223,1191,1093,628,268,215,660,0,0,80,0,1,1,0,0,0,0,0,0,1,69,66,110,10,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,588,561,1813,28,953,974,86,133,53,46,172,216,148,46,45,8,101,133,73,27,195,232,114,52,39,8,187,266,126,73,367,448,262,98,84,16,,62,269,120,179,29,155,6341790.87538000000,10412.58617000000
Residential,1,CLI,CLIFF BUNGALOW,2001,1976,1347,37,1486,1422,253,84,336,183,10,0,898,42,0,211,0,2,0,1,0,0,4,881,145,1241,12,1,198,8,259,10,0,10,1,16,0,0,0,0,0,0,0,3,1,41,0,0,41,8,62,1,2,173,90,357,5,995,981,21,24,15,98,388,230,110,42,36,31,11,17,23,109,384,187,97,48,35,70,32,41,38,207,772,417,207,90,71,101,,795,419,65,26,1,163,362754.48771500000,2944.18028240000
Residential,1,MIS,MISSION,2001,3682,2656,54,2383,2321,591,63,356,128,4,0,2408,24,0,86,2,2,2,0,0,0,5,2283,531,3198,103,3,71,2,105,10,0,4,2,5,0,0,0,0,0,0,0,6,1,95,0,0,23,18,39,0,10,112,37,240,3,1891,1791,21,26,11,188,714,392,209,119,121,90,22,26,21,221,640,230,166,141,144,180,43,52,32,409,1354,622,375,260,265,270,,1544,834,95,23,3,164,534971.29451300000,3828.26849698000
Residential,1,SOV,SOUTHVIEW,2001,2300,897,183,1570,1031,489,271,288,585,26,0,150,54,0,81,0,0,0,1,0,0,1,143,0,343,6,0,68,7,126,4,0,25,8,73,0,0,0,0,0,0,0,1,0,59,0,0,50,0,173,3,0,571,474,1526,9,1187,1113,70,140,62,75,182,239,166,75,110,68,80,140,56,70,169,184,129,82,111,92,150,280,118,145,351,423,295,157,221,160,,171,318,156,184,29,166,1591747.65783000000,5836.83336329000
Residential,1,ERL,ERLTON,2001,1001,693,22,758,646,331,97,150,142,62,2,365,80,0,41,0,0,1,0,0,0,16,263,189,436,88,0,39,1,65,2,1,44,15,105,5,0,0,0,0,0,0,1,1,6,0,2,53,40,108,3,0,137,85,281,5,516,485,9,10,13,49,162,102,88,42,26,15,9,12,24,53,130,91,80,43,26,17,18,22,37,102,292,193,168,85,52,32,,192,260,60,23,2,168,506469.98443600000,4067.95834081000
Industrial,2,MNI,MANCHESTER INDUSRIAL,2001,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,169,4575022.36345000000,11955.76767250000
Residential,1,DOV,DOVER,2001,11131,4355,806,7407,5841,2838,1434,1431,2001,784,12,866,515,1,176,0,0,0,0,0,0,3,789,335,1158,86,0,150,13,319,19,0,758,450,2406,25,0,1,0,2,0,0,0,0,0,0,2,455,272,1261,58,0,1973,1768,5985,27,5756,5375,298,819,392,456,884,1181,836,505,265,120,331,815,330,383,780,1026,777,463,292,178,629,1634,722,839,1664,2207,1613,968,557,298,,896,1308,826,913,183,171,4152108.96526000000,9281.34267257000
Residential,1,SOC,SOUTH CALGARY,2001,3489,1905,161,2447,2415,698,335,590,753,101,90,556,211,0,172,2,20,0,0,0,0,0,626,98,1023,16,2,146,7,217,16,0,91,38,225,8,0,0,0,0,0,0,22,0,93,0,0,196,45,368,11,2,716,510,1563,16,1788,1701,60,116,50,201,573,390,254,67,37,40,69,96,63,257,490,302,202,75,72,75,129,212,113,458,1063,692,456,142,109,115,,714,724,220,128,11,172,885510.67427700000,4859.69803270000
Residential,1,EPK,ELBOW PARK,2001,3518,1214,292,2266,1587,1105,455,351,1200,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,1,17,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1159,1102,3495,17,1736,1782,106,336,139,81,89,314,323,164,109,75,112,353,122,70,90,367,296,152,118,102,218,689,261,151,179,681,619,316,227,177,,173,376,149,425,49,174,1786488.95815000000,7301.11865043000
Residential,1,ROX,ROXBORO,2001,412,165,29,268,189,151,49,21,163,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,150,411,3,201,211,10,27,14,5,12,39,39,30,15,10,10,40,13,6,8,35,45,21,15,18,20,67,27,11,20,74,84,51,30,28,,37,51,24,46,1,175,271809.65588400000,2330.94175463000
Residential,1,ERI,ERIN WOODS,2001,7113,2248,919,3985,3945,1744,913,811,1849,47,0,0,238,93,21,0,0,0,0,0,0,0,0,0,0,0,0,18,3,37,3,0,45,12,148,2,0,93,92,201,0,0,0,0,0,0,0,231,27,723,7,0,1827,1610,6004,20,3623,3490,357,672,237,211,731,812,378,157,54,14,366,600,227,244,787,730,323,136,63,14,723,1272,464,455,1518,1542,701,293,117,28,,197,618,504,762,133,177,1588421.15317000000,5242.94408112000
Residential,1,RUT,RUTLAND PARK,2001,2377,968,130,1843,1120,387,280,350,313,41,0,95,489,0,29,0,0,0,1,0,0,0,94,0,95,1,0,21,3,40,8,0,40,8,120,1,0,0,0,0,0,0,1,0,170,0,0,486,97,1208,3,0,310,279,744,3,1057,1320,51,117,66,74,156,148,143,103,118,81,46,118,56,78,147,196,174,121,133,251,97,235,122,152,303,344,317,224,251,332,,274,338,167,161,12,178,681040.51404600000,4322.96250015000
Residential,1,CFC,CFB - CURRIE,2001,123,4,0,62,68,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,123,0,0,0,0,0,0,2,0,0,0,0,95,28,0,0,1,36,18,20,18,2,0,0,0,0,0,10,5,5,8,0,0,0,0,0,1,46,23,25,26,2,0,0,,0,0,0,0,2,180,1096775.30039000000,5101.63955079000
Residential,1,GLA,GLAMORGAN,2001,6565,2892,346,5017,3629,1813,611,914,1137,87,43,913,694,0,14,0,0,1,3,0,0,2,929,231,1750,25,0,13,2,21,0,0,87,64,220,0,0,0,0,0,0,0,3,0,195,1,0,685,456,1362,9,1,1121,1060,3017,15,3141,3424,140,357,169,290,574,535,382,248,264,182,127,313,166,301,546,583,418,311,309,350,267,670,335,591,1120,1118,800,559,573,532,,813,1131,436,423,35,183,1955756.40425000000,6069.12807340000
Industrial,2,GTI,GOLDEN TRIANGLE,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,184,510543.87053900000,3196.11473765000
Residential,1,EYA,ELBOYA,2001,1616,775,89,1168,902,432,181,210,482,8,0,244,20,0,20,0,0,0,0,0,1,24,217,5,355,3,0,18,1,28,0,0,7,2,14,1,0,0,0,0,0,0,0,0,0,1,0,19,1,36,1,1,464,423,1183,9,829,787,39,84,41,68,138,158,141,62,34,64,32,93,46,60,125,149,111,59,45,67,71,177,87,128,263,307,252,121,79,131,,210,296,107,104,8,185,721242.70142800000,3891.75801962000
Residential,1,LPK,LINCOLN PARK,2001,1525,999,80,1119,422,258,13,38,1,6,0,568,420,0,0,3,0,0,1,0,0,7,380,165,455,31,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,4,0,76,0,0,392,89,985,28,1,0,0,0,0,603,922,41,73,102,113,83,42,30,16,36,67,20,54,160,114,112,71,31,25,95,240,61,127,262,227,195,113,61,41,131,307,,397,214,69,94,8,186,1522942.26908000000,5861.48825739000
Residential,1,MAN,MANCHESTER,2001,247,168,7,210,181,6,12,19,36,5,0,117,0,0,8,0,1,0,0,0,1,1,114,0,171,2,0,8,0,12,0,1,4,0,8,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,4,26,5,54,6,142,105,3,3,2,17,40,39,19,9,8,2,2,3,4,14,31,21,16,8,4,2,5,6,6,31,71,60,35,17,12,4,,73,70,6,4,0,188,474122.09088900000,4015.64660326000
Industrial,2,VAF,VALLEYFIELD,2001,21,14,0,19,15,4,9,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,21,2,11,10,0,0,0,1,2,2,3,2,1,0,0,2,0,0,3,2,1,2,0,0,0,2,0,1,5,4,4,4,1,0,,3,6,2,0,0,190,1200377.91087000000,5091.86262209000
Industrial,2,EFI,EASTFIELD,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,191,1126948.71938000000,4650.07937943000
Industrial,2,BUR,BURNS INDUSTRIAL,2001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,193,2898941.24736000000,9626.05486622000
Residential,1,LKV,LAKEVIEW,2001,5796,2330,331,4076,2755,1887,692,618,1688,76,0,332,230,0,4,0,0,0,0,0,0,1,320,0,545,11,0,4,0,6,0,0,76,55,188,0,0,0,0,0,0,0,0,0,0,0,0,225,215,409,5,0,1677,1617,4648,6,2804,2992,120,385,192,129,246,492,424,311,368,137,120,447,168,133,254,531,444,366,388,141,240,832,360,262,500,1023,868,677,756,278,,457,960,325,523,37,195,2221433.59807000000,6830.19231266000
Residual Sub Area,4,09K,09K,2001,14,10,0,13,10,3,3,5,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,2,9,0,9,5,0,0,0,1,3,4,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,4,5,0,2,2,0,,3,4,1,0,0,196,1925527.04062000000,7665.24914902000
Industrial,2,STD,STARFIELD,2001,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,197,4348196.75676000000,8621.75046141000
Major Park,3,GPK,GLENMORE PARK,2001,0,5,0,0,0,0,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,198,10160144.29070000000,21846.79802000000
Residential,1,NGM,NORTH GLENMORE PARK,2001,2516,1001,170,1852,1290,780,342,254,809,97,0,46,0,0,47,0,1,1,0,0,0,0,46,0,65,0,0,42,0,63,5,0,95,38,257,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,802,742,2127,6,1285,1231,76,164,78,79,167,268,162,104,117,70,59,162,66,62,154,233,156,121,135,83,135,326,144,141,321,501,318,225,252,153,,191,404,163,204,25,199,1155904.76728000000,4868.37385704000
Residential,1,CFL,CFB - LINCOLN PARK PMQ,2001,655,234,77,380,355,0,7,58,212,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,193,0,577,15,347,308,29,51,30,43,93,58,36,7,0,0,35,46,22,40,87,48,23,5,1,1,64,97,52,83,180,106,59,12,1,1,,22,55,64,65,8,201,339343.84139300000,2728.18757685000
Residential,1,OGD,OGDEN,2001,10069,3930,704,6898,5734,2466,1497,1621,2312,457,0,274,622,0,261,0,1,0,1,0,2,0,262,1,481,12,3,213,21,391,39,1,445,251,1296,10,0,0,0,0,0,0,3,1,116,1,1,610,243,1513,10,0,2281,1949,6272,26,5191,4878,270,710,394,392,784,1109,765,378,243,146,284,683,316,316,785,977,691,369,232,225,554,1393,710,708,1569,2086,1456,747,475,371,,771,1344,763,836,100,202,4096375.00112000000,8861.37359585000
Industrial,2,OSH,OGDEN SHOPS,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,203,2219730.17561000000,7725.44701369000
Residential,1,MEA,MEADOWLARK PARK,2001,657,294,22,496,312,256,82,69,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,256,657,3,325,332,5,23,16,19,42,55,57,27,44,37,12,26,14,9,35,56,53,24,56,47,17,49,30,28,77,111,110,51,100,84,,69,137,40,37,6,205,644955.89247400000,3167.79929272000
Residential,1,MAF,MAYFAIR,2001,532,187,43,356,237,171,60,35,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,171,532,12,241,291,10,45,19,5,5,45,43,27,21,21,22,54,23,9,18,54,40,21,34,16,32,99,42,14,23,99,83,48,55,37,,16,65,20,64,8,206,305022.38621600000,2369.50850431000
Residential,1,KIN,KINGSLAND,2001,4538,2371,184,3402,2815,800,308,484,672,187,0,1264,189,0,58,0,0,0,0,0,1,6,1238,66,1867,20,1,47,1,74,9,0,183,48,498,4,0,0,0,0,0,0,1,0,1,0,0,188,120,411,1,2,656,565,1687,12,2284,2254,73,161,115,245,488,436,335,148,177,106,67,185,116,225,461,370,304,164,206,156,140,346,231,470,949,806,639,312,383,262,,931,891,251,221,19,209,1327745.98662000000,4886.85232711000
Industrial,2,GPI,GREAT PLAINS,2001,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,210,4347897.66629000000,8593.49375121000
Residual Sub Area,4,03I,03I,2001,22,5,4,8,8,1,4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,19,0,11,11,2,3,2,0,1,2,0,0,1,0,2,2,2,0,1,3,0,0,1,0,4,5,4,0,2,5,0,0,2,0,,1,1,2,0,1,1,7967099.56493000000,11400.68111670000
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,2001,6423,2523,518,4051,3216,921,495,716,932,423,21,500,335,0,312,0,0,0,0,0,0,0,511,27,930,10,0,266,11,564,36,2,413,173,1299,8,0,0,0,0,0,0,0,0,0,0,1,325,0,990,8,2,909,710,2640,19,3336,3087,204,380,220,375,638,657,402,213,174,73,206,419,222,298,545,511,329,240,191,126,410,799,442,673,1183,1168,731,453,365,199,,539,808,485,482,110,139,2506200.12570000000,8227.62372535000
