OBJECTID;CODIGO;CENTRO;DIRECCION;DISTRITO;TX_DISTRIT;ARCOS;CAPACIDAD;MODELO;TITULAR;ESTADO;OBSERVACIO;FOTO;FECHA_FOTO;FUENTE_FOT;FUENTE;ID_INFORMO;ID_OBRAS;CODIGO_GEN;ELIMINADO;enplanos
5;PBI_15019;"Centro Servicios Sociales y Mayores ""Luis Vives""";Hermanos Garc›a Noblejas, 160;15;CIUDAD LINEAL;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_15019.jpg;19/10/2010;Central de Movilidad;INFORMOMADRID;5;572;1;0;1
6;PBI_05001;"Intercambiador ""Avenida de Am⁄rica""";Av. Am⁄rica, 7;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05001.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;6;189;0;0;1
7;PBI_20001;Policl›nica Universitaria Alfonso X El Sabio;Albarrac›n, 35;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20001.jpg;20/01/2011;Central de Movilidad;INFORMOMADRID;7;751;0;0;1
8;PBI_20019;A.G. Seguridad y Movilidad;Julian Camarillo, 6-8 y Albarrac›n;20;SAN BLAS;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_20019.jpg;26/07/2010;Central de Movilidad;INFORMOMADRID;8;752;1;0;1
9;PBI_03004;Retiro (esquina O'Donnell);Men⁄ndez Pelayo, 9;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03004.jpg;30/11/2010;Central de Movilidad;INFORMOMADRID;9;91;0;0;1
10;PBI_03005;Retiro (Ibiza);Av. Men⁄ndez Pelayo, 35;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;12;Retirado, se ven las marcas en el suelo;PBI_03005.jpg;;INFORMOMADRID;INFORMOMADRID;10;90;0;-2;-1
1218;PBI_09079;"Instalaciones Deportivas Universidad Complutense ""Zona Norte""";Av. Complutense, s/n;09;MONCLOA-ARAVACA;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_09079.jpg;18/10/2010;Central de Movilidad;CENTRAL DE MOVILIDAD;0;0;1;0;1
12;PBI_02003;"Centro de Salud ""Pontones""";Ronda de Segovia, 52;02;ARGANZUELA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_02003.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;12;51;0;0;1
13;PBI_02004;Agencia para el Empleo de Madrid;Paseo Pontones, 10;02;ARGANZUELA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_02004.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;13;52;0;0;1
14;PBI_03002;Biblioteca Retiro;Doctor Esquerdo, 189;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03002.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;14;107;0;0;1
15;PBI_04001;Agencia Estatal de Administraciæn Tributaria;Mar›a de Molina, 48;04;SALAMANCA;3,00000000000;6;1;AYUNTAMIENTO MADRID;;;PBI_04001.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;15;114;0;0;1
16;PBI_20002;"Centro Comercial ""Las Rosas""";Av. Guadalajara, 2;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20002.jpg;04/09/2010;Central de Movilidad;INFORMOMADRID;16;761;0;0;1
17;PBI_04002;"Centro Deportivo Municipal ""Fuente del Berro""";Elvira, 31;04;SALAMANCA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_04002.jpg;11/08/2010;Central de Movilidad;INFORMOMADRID;17;134;0;0;1
18;PBI_01002;Oficina de Atenciæn Integral al Contribuyente;Sacramento, 10;01;CENTRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_01002.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;18;891;0;0;1
19;PBI_08001;"Colegio ""Valdeluz""";Ginzo de Limia, 47;08;FUENCARRAL-EL PARDO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_08001.jpg;12/02/2011;Central de Movilidad;INFORMOMADRID;19;295;0;0;1
20;PBI_03003;O' Donnell;O'Donnell, 36;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03003.jpg;11/08/2010;Central de Movilidad;INFORMOMADRID;20;88;0;0;1
21;PBI_03006;Retiro (Doce de Octubre);Av. Men⁄ndez Pelayo, 61;03;RETIRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_03006.jpg;06/01/2011;Central de Movilidad;INFORMOMADRID;21;89;0;0;1
22;PBI_02005;Plaza del Embarcadero de Atocha;Paseo Infanta Isabel, 2;02;ARGANZUELA;25,00000000000;50;1;;;;PBI_02005.jpg;09/11/2010;Central de Movilidad;INFORMOMADRID;22;0;0;0;1
23;PBI_07001;Concentraciæn de oficinas;Raimundo Fernﬂndez Villaverde, 36;07;CHAMBERI;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_07001.jpg;08/01/2011;Central de Movilidad;INFORMOMADRID;23;257;0;0;1
24;PBI_20003;"Metro ""Canillejas""";Alcala, 628;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20003.jpg;;INFORMOMADRID;INFORMOMADRID;24;783;0;2;1
25;PBI_20004;"Biblioteca ""Buero Vallejo""";Bolta±a, 21;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20004.jpg;03/09/2010;Central de Movilidad;INFORMOMADRID;25;785;0;0;1
26;PBI_20005;"JMD ""San Blas""";Av. Arcentales, 28;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20005.jpg;04/09/2010;Central de Movilidad;INFORMOMADRID;26;790;0;0;1
27;PBI_07002;"Metro ""Nuevos Ministerios""";Paseo Castellana, 67;07;CHAMBERI;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_07002.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;27;252;0;0;1
28;PBI_06001;"Metro ""Nuevos Ministerios""";Paseo Castellana, 91;06;TETUAN;5,00000000000;10;1;;1;Falta 1 arco;PBI_06001.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;28;0;0;0;1
29;PBI_01003;Circulo de Bellas Artes;Alcalﬂ, 42;01;CENTRO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_01003.jpg;24/09/2010;Central de Movilidad;INFORMOMADRID;29;27;0;0;1
30;PBI_08002;"CEIP ""Gabriela Mistral""";Mirallos, 3;08;FUENCARRAL-EL PARDO;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_08002.jpg;03/02/2011;Central de Movilidad;INFORMOMADRID;30;286;0;0;1
31;PBI_20018;"Hotel ""Barcelæ Torre Arias""";Juliﬂn Camarillo, 19;20;SAN BLAS;4,00000000000;8;3;;;;PBI_20018.jpg;01/09/2010;Central de Movilidad;INFORMOMADRID;31;922;1;0;1
32;PBI_02006;"Estaciæn ""Atocha""";M⁄ndez ﬂlvaro, 1;02;ARGANZUELA;6,00000000000;12;1;;;Retirado, ya no estﬂ en su localizaciæn;PBI_02006.jpg;;INFORMOMADRID;INFORMOMADRID;32;0;0;-2;-1
33;PBI_02007;"Mercado ""Santa Maria de la Cabeza""";Paseo Santa Mar›a de la Cabeza, 41;02;ARGANZUELA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_02007.jpg;06/01/2011;Central de Movilidad;INFORMOMADRID;33;59;0;0;1
34;PBI_02008;Gta. Santa Mar›a de la Cabeza;Gta. Santa Mar›a de la Cabeza;02;ARGANZUELA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_02008.jpg;06/01/2011;Central de Movilidad;INFORMOMADRID;34;61;0;0;1
35;PBI_02009;"Escuela Infantil Municial ""El Alba""";Toledo, 181;02;ARGANZUELA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_02009.jpg;;Pedalibre;INFORMOMADRID;35;70;0;0;1
36;PBI_02010;"Colegio P∑blico ""Legado Crespo""";Paseo Acacias, 2;02;ARGANZUELA;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_02010.jpg;09/11/2010;Central de Movilidad;INFORMOMADRID;36;66;0;0;1
37;PBI_01004;La Casa Encendida;Valencia, 32;01;CENTRO;5,00000000000;10;1;;;;PBI_01004.jpg;09/11/2010;Central de Movilidad;INFORMOMADRID;37;0;0;0;1
38;PBI_02011;Colegio de los Salesianos;Ronda de Atocha, 27;02;ARGANZUELA;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;falta 1 arco;PBI_02011.jpg;09/11/2010;Central de Movilidad;INFORMOMADRID;38;60;0;0;1
39;PBI_02012;Consejeria de Medio Ambiente, Vivienda y Ordenaciæn del Territorio;Ronda de Atocha, 17;02;ARGANZUELA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_02012.jpg;09/11/2010;Central de Movilidad;INFORMOMADRID;39;58;0;0;1
40;PBI_14001;"Instalaciæn Deportiva Bﬂsica ""Moratalaz""";Valdebernardo, s/n (lateral izquierdo);14;MORATALAZ;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Faltan 2 arcos;PBI_14001.jpg;07/09/2010;Central de Movilidad;INFORMOMADRID;40;540;0;0;1
41;PBI_14002;"Instalaciæn Deportiva Bﬂsica ""Moratalaz""";Valdebernardo, s/n /(lateral derecho);14;MORATALAZ;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_14002.jpg;07/09/2010;Central de Movilidad;INFORMOMADRID;41;541;0;0;1
42;PBI_14003;"Polideportivo ""Moratalaz""";Encomienda de Palacios, 237;14;MORATALAZ;12,00000000000;12;8;;;;PBI_14003.jpg;;INFORMOMADRID;INFORMOMADRID;42;0;0;-2;-1
43;PBI_19001;"Centro Deportivo Municipal ""Valdebernardo""";Ladera de los Almendros, 2;19;VICALVARO;5,00000000000;5;8;;;;PBI_19001.jpg;;INFORMOMADRID;INFORMOMADRID;43;918;0;-2;-1
44;PBI_13001;"Polideportivo ""Palomeras""";Av. Albufera - Cocheræn de la Villa;13;PUENTE DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_13001.jpg;21/10/2010;Central de Movilidad;INFORMOMADRID;44;484;0;0;1
45;PBI_13002;"Metro ""Miguel Hernﬂndez""";Av. Albufera, 285;13;PUENTE DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_13002.jpg;28/08/2010;Central de Movilidad;INFORMOMADRID;45;489;0;0;1
46;PBI_13003;"Polideportivo ""Puente de Vallecas""";Payaso Fofæ - Arroyo del Olivar;13;PUENTE DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_13003.jpg;28/08/2010;Central de Movilidad;INFORMOMADRID;46;501;0;0;1
47;PBI_13004;"Bulevar ""Pe±a Gorbea""";Pe±a Gorbea, 13;13;PUENTE DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;1;Faltan 2 arcos;PBI_13004.jpg;07/09/2010;Central de Movilidad;INFORMOMADRID;47;478;0;0;1
48;PBI_13005;"Metro ""Puente de Vallecas""";Monte Ul›a;13;PUENTE DE VALLECAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_13005.jpg;07/09/2010;Central de Movilidad;INFORMOMADRID;48;475;0;0;1
49;PBI_05002;Ejes principales del Plan Director;Costa Rica, 30;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05002.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;49;157;0;0;1
50;PBI_05003;"Polideportivo ""Chamart›n""";Av. Pio XII, 2;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05003.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;50;149;0;0;1
51;PBI_06002;Juzgados Plaza de Castilla;Est⁄banez Calderæn, 5;06;TETUAN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_06002.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;51;205;0;0;1
52;PBI_06003;"Colegio P∑blico ""Jos⁄ Ortega y Gasset""";Plaza de ?ngel Carbajo;06;TETUAN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_06003.jpg;31/01/2011;Central de Movilidad;INFORMOMADRID;52;206;0;0;1
53;PBI_04003;Mar›a de Molina;Mar›a de Molina, 62;04;SALAMANCA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_04003.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;53;130;0;0;1
54;PBI_04004;?rea de Familia y Servicios Sociales;Jos⁄ Ortega y Gasset, 100;04;SALAMANCA;4,00000000000;8;1;AYUNTAMIENTO MADRID;;;PBI_04004.jpg;31/08/2010;Central de Movilidad;INFORMOMADRID;54;128;0;0;1
55;PBI_04005;Universidad Rey Juan Carlos;Plaza de Manuel Becerra, 14;04;SALAMANCA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_04005.jpg;30/08/2010;Central de Movilidad;INFORMOMADRID;55;136;0;0;1
56;PBI_04006;"Parque ""Eva Duarte de Peræn""";Plaza de Manuel Becerra, 8;04;SALAMANCA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_04006.jpg;06/08/2010;Central de Movilidad;INFORMOMADRID;56;122;0;0;1
57;PBI_04007;Centro Cultural Buenavista;Av. Toreros, 5;04;SALAMANCA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_04007.jpg;31/08/2010;Central de Movilidad;INFORMOMADRID;57;124;0;0;1
58;PBI_05004;"Parque ""Berl›n""";Ramæn y Cajal;05;CHAMARTIN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_05004.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;58;170;0;0;1
59;PBI_06004;"Parque del ""General Peræn""";Av. General Peræn, 32;06;TETUAN;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_06004.jpg;08/01/2011;Central de Movilidad;INFORMOMADRID;59;217;0;0;1
60;PBI_09001;"Metro ""Francos Rodr›guez""";Gta. Roc›o Durcal;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_09001.jpg;08/01/2011;Central de Movilidad;INFORMOMADRID;60;355;0;0;1
61;PBI_20006;CEIP ÙMarqu⁄s de Suanzesˆ;Av. 25 de Septiembre, 1;20;SAN BLAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_20006.jpg;03/09/2010;Central de Movilidad;INFORMOMADRID;61;767;0;0;1
62;PBI_15001;"Polideportivo ""Concepcion Arenal""";Virgen del Portillo s/n;15;CIUDAD LINEAL;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_15001.jpg;31/08/2010;Central de Movilidad;INFORMOMADRID;62;560;0;0;1
63;PBI_15002;"Colegio ""Corazæn de Mar›a""";Zigia, 1;15;CIUDAD LINEAL;7,00000000000;14;1;AYUNTAMIENTO MADRID;1;Falta 1 arco;PBI_15002.jpg;31/08/2010;Central de Movilidad;INFORMOMADRID;63;564;0;0;1
64;PBI_12001;"Metro ""Plaza El›ptica""";Fernﬂndez Ladreda - Paseo Santa Mar›a de la Cabeza;12;USERA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_12001.jpg;08/09/2010;Central de Movilidad;INFORMOMADRID;64;442;0;0;1
65;PBI_16001;"Centro Comercial ""Campo de las Naciones""";Av. Andes, 50;16;HORTALEZA;6,00000000000;12;1;AYUNTAMIENTO MADRID;;;PBI_16001.jpg;03/09/2010;Central de Movilidad;INFORMOMADRID;65;638;0;0;1
66;PBI_21001;"Colegio ""Ciudad de Guadalajara""";Rioja, 23;21;BARAJAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_21001.jpg;04/09/2010;Central de Movilidad;INFORMOMADRID;66;802;0;0;1
67;PBI_21002;"Metro ""Alameda de Osuna""";Rioja, 13;21;BARAJAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_21002.jpg;04/09/2010;Central de Movilidad;INFORMOMADRID;67;804;0;10;1
68;PBI_21003;"Metro ""El Capricho""";Velero;21;BARAJAS;6,00000000000;6;8;;;;PBI_21003.jpg;03/09/2010;Central de Movilidad;INFORMOMADRID;68;0;0;0;1
69;PBI_21004;"Metro ""El Capricho""";Velero;21;BARAJAS;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_21004.jpg;03/09/2010;Central de Movilidad;INFORMOMADRID;69;808;0;0;1
70;PBI_14004;"CEIP ""Siglo XXI""";Lituania, 8;14;MORATALAZ;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_14004.jpg;13/01/2011;Central de Movilidad;INFORMOMADRID;70;533;0;0;1
71;PBI_09023;Jard›n Botﬂnico Universidad Complutense;Av. Complutense - Jos⁄ Antonio Novais;09;MONCLOA-ARAVACA;25,00000000000;25;5;;;;PBI_09023.jpg;24/01/2011;Central de Movilidad;INFORMOMADRID;71;847;1;10;1
72;PBI_07003;Ministerio de Fomento;Plaza de San Juan de la Cruz, s/n;07;CHAMBERI;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_07003.jpg;02/01/2011;Central de Movilidad;INFORMOMADRID;72;253;0;0;1
73;PBI_18001;"Centro Comercial ""La Gavia""";Adolfo Bioy Casares, 2;18;VILLA DE VALLECAS;30,00000000000;30;8;;;;PBI_18001.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;73;0;0;10;1
74;PBI_18002;"Centro Comercial ""La Gavia""";Adolfo Bioy Casares, 2;18;VILLA DE VALLECAS;30,00000000000;30;8;;;;PBI_18002.jpg;29/08/2010;Central de Movilidad;INFORMOMADRID;74;0;0;10;1
75;PBI_09002;"Instalaciæn Deportiva Municipal ""Alfredo Goyeneche""";H∑mera - Arroyo de Pozuelo;09;MONCLOA-ARAVACA;5,00000000000;10;1;AYUNTAMIENTO MADRID;;;PBI_09002.jpg;13/02/2011;Central de Movilidad;INFORMOMADRID;75;351;0;0;1
