ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,Site name,Address Line 1,Address Line 2,Address Line 3,Postcode,Latitude,Longitude,Site Type,Provder,Ward,ONSRef,Site Status
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Oakwood,1 Oakwood Lane,Oakwood,Leeds,LS8 2PZ,53.82712,-1.50377,Library,Leeds City Council,Roundhay,http://statistics.data.gov.uk/id/statistical-geography/E05001440,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Osmondthorpe ,81a Wykebeck Mount,,Leeds,LS9 0JE,53.7957,-1.49102,One Stop Centre,Leeds City Council,Temple Newsam,http://statistics.data.gov.uk/id/statistical-geography/E05001441,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Osmondthorpe Children's Centre,129 Rookwood Road,Osmondthorpe,Leeds,LS9 0LX,53.79761,-1.49551,Childrens Centre,Leeds City Council,Burmantofts and Richmond Hill,http://statistics.data.gov.uk/id/statistical-geography/E05001417,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Otley,Nelson Street,Otley,Leeds,LS21 1EZ,53.90494,-1.69156,Library,Leeds City Council,Otley and Yeadon,http://statistics.data.gov.uk/id/statistical-geography/E05001437,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Otley,Nelson Street (Library Building) ,Otley,Leeds,LS21 1EZ,53.90494,-1.69156,One Stop Centre,Leeds City Council,Otley and Yeadon,http://statistics.data.gov.uk/id/statistical-geography/E05001437,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Otley Children's Centre,Cross Green Community Centre,Cross Green,Leeds,LS21 1HD,53.9061,-1.68944,Childrens Centre,Leeds City Council,Otley and Yeadon,http://statistics.data.gov.uk/id/statistical-geography/E05001437,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Parklands Children's Centre,Dufton Approach ,Seacroft,Leeds,LS14 6ED,53.81316,-1.46485,Childrens Centre,Leeds City Council,Killingbeck and Seacroft,http://statistics.data.gov.uk/id/statistical-geography/E05001430,Unable to have wifi
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Prince Philip Centre,Scott Hall Avenue,Chapel Allerton,Leeds,LS7 2HJ,53.81876,-1.54254,Community Centre,Leeds City Council,Chapel Allerton,http://statistics.data.gov.uk/id/statistical-geography/E05001419,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Pudsey,Market Place,Pudsey,Leeds,LS28 7BE,53.79531,-1.66254,Leisure Centre,Leeds City Council,Pudsey,http://statistics.data.gov.uk/id/statistical-geography/E05001438,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Pudsey,Church Lane,Pudsey,Leeds,LS28 7TY,53.79576,-1.66388,Library,Leeds City Council,Pudsey,http://statistics.data.gov.uk/id/statistical-geography/E05001438,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Pudsey,Pudsey Town Hall,Robin Lane,Leeds,LS28 7BL,53.80723,-1.68136,One Stop Centre,Leeds City Council,Pudsey,http://statistics.data.gov.uk/id/statistical-geography/E05001438,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Pudsey Civic Hall,Dawson Corner,Pudsey,Leeds,LS28 5TA,53.80735,-1.67878,Civic Centre,Leeds City Council,Calverley and Farsley,http://statistics.data.gov.uk/id/statistical-geography/E05001418,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Pusdey,Market Place,Pudsey,Leeds,LS28 7BE,53.79527,-1.66235,Leisure Centre,Leeds City Council,Pudsey,http://statistics.data.gov.uk/id/statistical-geography/E05001438,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Quarry Mount over 3's Children's Centre,Pennington Street,Woodhouse,Leeds,LS6 2JP,53.81529,-1.55403,Childrens Centre,Leeds City Council,Hyde Park and Woodhouse,http://statistics.data.gov.uk/id/statistical-geography/E05001429,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Quarry Mount Under 3's Children's Centre,Pennington Street,Woodhouse,Leeds,LS6 2JP,53.81529,-1.55403,Childrens Centre,Leeds City Council,Hyde Park and Woodhouse,http://statistics.data.gov.uk/id/statistical-geography/E05001429,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Richmond Hill Children's Centre,Walter Crescent,Richmond Hill,Leeds,LS9 8NG,53.79394,-1.52289,Childrens Centre,Leeds City Council,Burmantofts and Richmond Hill,http://statistics.data.gov.uk/id/statistical-geography/E05001417,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Richmond Hill Community Centre,Long Close Lane,Richmond Hill,Leeds,LS9 8NP,53.79373,-1.52169,Community Centre,Leeds City Council,Burmantofts and Richmond Hill,http://statistics.data.gov.uk/id/statistical-geography/E05001417,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Rothwell,Wakefield Road,Oulton,Leeds,LS26 8EL,53.74379,-1.44942,Leisure Centre,Leeds City Council,Rothwell,http://statistics.data.gov.uk/id/statistical-geography/E05001439,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Rothwell,Marsh Street,Rothwell,Leeds,LS26 0AE,53.74714,-1.4789,Library,Leeds City Council,Rothwell,http://statistics.data.gov.uk/id/statistical-geography/E05001439,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Rothwell Children's Centre,Cornwall Crescent,Rothwell,Leeds,LS26 0RA,53.75348,-1.4868,Childrens Centre,Leeds City Council,Rothwell,http://statistics.data.gov.uk/id/statistical-geography/E05001439,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Salem Place Telephone Box,Salem Place ,,Leeds,LS10 1JW,53.79246,-1.54054,Blue Telephone Box,AQL,City and Hunslet,http://statistics.data.gov.uk/id/statistical-geography/E05001420,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Scholes,3 Station Road,Scholes,Leeds,LS15 4BJ,53.82535,-1.42934,Library,Leeds City Council,Harewood,http://statistics.data.gov.uk/id/statistical-geography/E05001426,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Scott-Hall,Scott Hall Road,Chapeltown,Leeds,LS7 3DT,53.82594,-1.54589,Leisure Centre,Leeds City Council,Chapel Allerton,http://statistics.data.gov.uk/id/statistical-geography/E05001419,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Seacroft,Seacroft Crescent,Seacroft,Leeds,LS14 6PA,53.82091,-1.46145,Library,Leeds City Council,Killingbeck and Seacroft,http://statistics.data.gov.uk/id/statistical-geography/E05001430,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Seacroft Children's Centre,South Parkway,Seacroft,Leeds,LS14 6EP,53.81508,-1.47105,Childrens Centre,Leeds City Council,Killingbeck and Seacroft,http://statistics.data.gov.uk/id/statistical-geography/E05001430,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Shepherds Lane Children's Centre,Shepherds Lane,Potternewton ,Leeds,LS8 5AN,53.81599,-1.52322,Childrens Centre,Leeds City Council,Gipton and Harehills,http://statistics.data.gov.uk/id/statistical-geography/E05001424,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,South Pudsey Community Centre,Kent Road,Pudsey,Leeds,LS28 9BN,53.78962,-1.65281,Community Centre,Leeds City Council,Pudsey,http://statistics.data.gov.uk/id/statistical-geography/E05001438,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,St George’s Centre,Saint Georges Road,Middleton,Leeds,LS10 4UZ,53.74775,-1.53253,One Stop Centre,Leeds City Council,Middleton Park,http://statistics.data.gov.uk/id/statistical-geography/E05001433,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Swarcliffe Children's Centre,Langbar Road,Swarcliffe,Leeds,LS14 5ER,53.82257,-1.44362,Childrens Centre,Leeds City Council,Cross Gates and Whinmoor,http://statistics.data.gov.uk/id/statistical-geography/E05001421,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Temple Newsam,Templenewsam Road,Temple Newsham,Leeds,LS15 0AE,53.78458,-1.45968,Museum,Leeds City Council,Temple Newsam,http://statistics.data.gov.uk/id/statistical-geography/E05001441,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,The Compton Centre,Harehills Lane ,Harehills,Leeds,LS9 7BG,53.80908,-1.50968,One Stop Centre,Leeds City Council,Gipton and Harehills,http://statistics.data.gov.uk/id/statistical-geography/E05001424,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,The Discovery Centre,Carlisle Road,,Leeds,LS10 1LB,53.7888,-1.53099,Museum,Leeds City Council,City and Hunslet,http://statistics.data.gov.uk/id/statistical-geography/E05001420,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,The Headrow Telephone Box,The Headrow,,Leeds,LS1 6PT,53.79915,-1.5415,Blue Telephone Box,AQL,City and Hunslet,http://statistics.data.gov.uk/id/statistical-geography/E05001420,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,The Reginald Centre,263 Chapeltown Road,Chapel Allerton,Leeds,LS7 3EX,53.81776,-1.5319,One Stop Centre,Leeds City Council,Chapel Allerton,http://statistics.data.gov.uk/id/statistical-geography/E05001419,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Thwaite Mills Watermill,Thwaite Lane,Sourton ,Leeds,LS10 1RP,53.77612,-1.50333,Museum,Leeds City Council,City and Hunslet,http://statistics.data.gov.uk/id/statistical-geography/E05001420,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Tree Tops (Shadwell Lane),Squirrel Way ,Moortown ,Leeds,LS17 8FQ,53.85063,-1.52287,Community Centre,Leeds City Council,Alwoodley,http://statistics.data.gov.uk/id/statistical-geography/E05001412,Unable to have wifi
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Two Willows Children's Centre,Cardinal Square,Beeston,Leeds,LS11 8HS,53.7664,-1.57096,Childrens Centre,Leeds City Council,Beeston and Holbeck,http://statistics.data.gov.uk/id/statistical-geography/E05001415,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Westgate Telephone Box,The Headrow,,Leeds,LS1 2RA,53.79957,-1.55092,Blue Telephone Box,AQL,City and Hunslet,http://statistics.data.gov.uk/id/statistical-geography/E05001420,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Wetherby,Lodge Lane,Wetherby,Leeds,LS22 5FN,53.92558,-1.39087,Leisure Centre,Leeds City Council,Wetherby,http://statistics.data.gov.uk/id/statistical-geography/E05001443,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Wetherby,17 Westgate,Wetherby,Leeds,LS22 6LL,53.92865,-1.38754,Library,Leeds City Council,Wetherby,http://statistics.data.gov.uk/id/statistical-geography/E05001443,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Wetherby ,24 Westgate ,Wetherby,Leeds,LS22 6NL,53.92934,-1.38922,One Stop Centre,Leeds City Council,Wetherby,http://statistics.data.gov.uk/id/statistical-geography/E05001443,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Wetherby Children's Centre ,Wetherby High School,Wetherby,Leeds,LS22 6JS,53.92916,-1.38016,Childrens Centre,Leeds City Council,Wetherby,http://statistics.data.gov.uk/id/statistical-geography/E05001443,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Whinmoor,Naburn Approach,Whinmoor,Leeds,LS14 2DF,53.83681,-1.45483,Library,Leeds City Council,Cross Gates and Whinmoor,http://statistics.data.gov.uk/id/statistical-geography/E05001421,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Yeadon,Town Hall Square,Yeadon,Leeds,LS19 7PP,53.86605,-1.6844,Library,Leeds City Council,Otley and Yeadon,http://statistics.data.gov.uk/id/statistical-geography/E05001437,LIVE
16/07/2015,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/subject/7691,Wireless Technology,Yeadon Town Hall,High Street,Yeadon,Leeds,LS19 7PP,53.86599,-1.68474,Community Centre,Leeds City Council,Otley and Yeadon,http://statistics.data.gov.uk/id/statistical-geography/E05001437,Unable to have wifi
