COMMUNITY9,COMMUNIT_1,CLASS,CLASS_CODE,COMM_CODE,NAME,ID,CNSS_YR,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,FOIP_IND,OBJECTID,SHAPE_AREA,SHAPE_LEN
219,217,Residential,1,ACA,ACADIA,219,1999,11129,4988,669,6259,2847,2283,134,0,2024,375,141,30,0,0,3,1,1,2,4,1817,296,3319,93,0,24,2,41,0,0,134,94,346,0,0,138,133,284,2,0,5,1,140,2,0,371,243,938,4,2,2267,2078,6061,12,5519,5610,272,541,303,491,1045,1046,650,532,452,187,260,511,275,520,927,974,618,635,498,392,532,1052,578,1011,1972,2020,1268,1167,950,579,1321,1806,818,737,74,,218,3905710.38342000000,9129.78461030000
222,220,Industrial,2,SFH,SOUTH FOOTHILLS,222,1999,0,6,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,221,3638949.71174000000,7849.55745783000
224,222,Industrial,2,SHI,SHEPARD INDUSTRIAL,224,1999,347,156,19,176,142,5,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,149,141,327,1,0,0,0,0,0,0,0,0,0,0,0,5,1,16,0,169,178,6,25,15,16,11,23,29,17,21,6,8,17,10,12,20,35,28,26,18,4,14,42,25,28,31,58,57,43,39,10,45,57,30,23,0,,223,4483149.99154000000,10451.98299980000
227,225,Industrial,2,ESH,EAST SHEPARD INDUSTRIAL,227,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,226,17349644.22200000000,17671.25041530000
229,227,Residential,1,PUM,PUMP HILL,229,1999,1949,697,79,741,417,380,50,0,200,66,0,0,0,0,0,1,0,0,0,194,0,209,6,0,0,0,0,0,0,50,50,90,0,0,0,0,0,0,0,1,0,199,0,0,66,0,111,0,0,378,367,1340,1,899,1050,34,115,69,43,46,94,156,103,113,126,25,122,81,59,54,134,160,85,118,212,59,237,150,102,100,228,316,188,231,338,228,190,73,170,28,,228,942202.23972300000,3966.41625282000
233,231,Residential,1,WIL,WILLOW PARK,233,1999,5674,2254,321,2842,1863,1587,0,0,225,439,0,2,0,0,0,0,0,1,0,217,0,451,8,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,436,344,869,2,0,1578,1518,4350,9,2800,2874,124,327,192,182,295,428,432,370,344,106,111,365,161,181,301,457,443,432,326,97,235,692,353,363,596,885,875,802,670,203,410,933,389,457,44,,232,3398289.74675000000,7332.56913767000
234,232,Residual Sub Area,4,09L,09L,234,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,233,1176487.71463000000,4955.79970577000
237,235,Residential,1,DGN,DOUGLAS GLEN,237,1999,2141,799,337,1362,724,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,734,724,2141,23,1116,1025,166,119,47,41,315,267,111,38,9,3,123,116,44,41,321,229,98,34,8,11,289,235,91,82,636,496,209,72,17,14,48,263,190,224,9,,236,960663.06407500000,4296.91523131000
238,236,Residential,1,DIA,DIAMOND COVE,238,1999,878,270,54,542,264,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,264,878,2,432,446,20,50,44,37,33,86,106,36,15,5,22,72,45,30,39,91,92,41,8,6,42,122,89,67,72,177,198,77,23,11,11,76,56,115,10,,237,488795.12594700000,5267.87293856000
242,240,Residential,1,WOO,WOODLANDS,242,1999,7125,2399,528,3677,1774,1531,142,0,164,556,0,6,0,0,1,0,0,0,0,161,0,270,3,0,4,0,7,0,0,138,115,367,4,0,0,0,0,0,0,1,1,59,0,0,545,212,1250,11,0,1524,1446,5172,7,3574,3551,217,688,345,241,360,622,653,261,140,47,183,615,291,239,413,736,620,227,154,73,400,1303,636,480,773,1358,1273,488,294,120,290,758,450,789,86,,241,2800322.63439000000,8321.90215567000
244,242,Residential,1,LKB,LAKE BONAVISTA,244,1999,10968,3481,695,5468,3298,3261,0,0,18,0,200,2,0,0,1,0,0,0,0,13,13,20,5,0,1,1,1,0,0,0,0,0,0,0,183,172,396,6,0,1,0,2,0,0,0,0,0,0,1,3246,3112,10549,13,5545,5423,280,1008,514,336,348,923,1054,699,306,77,258,911,480,288,335,1055,1060,628,301,107,538,1919,994,624,683,1978,2114,1327,607,184,259,1023,678,1350,134,,243,5205965.33928000000,9330.43811912000
245,243,Residential,1,BDO,BONAVISTA DOWNS,245,1999,1107,369,91,644,338,368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,338,1105,0,590,517,44,93,35,41,86,116,86,52,30,7,30,71,32,32,81,102,84,56,21,8,74,164,67,73,167,218,170,108,51,15,27,122,93,114,12,,244,537866.33412700000,3364.34238201000
250,248,Residential,1,EVE,EVERGREEN,250,1999,1906,603,169,966,559,599,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0,0,3,570,557,1896,3,957,949,62,184,80,47,75,188,184,90,40,7,66,166,76,46,97,201,184,72,26,15,128,350,156,93,172,389,368,162,66,22,23,179,107,235,31,,249,4644494.03061000000,12147.32870530000
253,251,Residential,1,PKL,PARKLAND,253,1999,4233,1354,240,2284,1306,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,1306,4233,5,2174,2059,92,386,199,148,142,360,463,258,99,27,83,321,182,119,150,404,491,205,78,26,175,707,381,267,292,764,954,463,177,53,75,435,285,516,38,,252,1800250.06498000000,6891.88100372000
254,252,Residential,1,SHS,SHAWNEE SLOPES,254,1999,1420,592,89,711,471,388,96,0,84,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,376,1244,4,688,732,19,99,59,36,28,121,154,96,59,17,37,117,55,28,37,134,152,86,65,21,56,216,114,64,65,255,306,182,124,38,34,193,84,156,12,,253,1247126.19085000000,5757.43418231000
255,253,Residual Sub Area,4,14M,14M,255,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,254,1839658.77050000000,6680.89670355000
256,254,Residual Sub Area,4,13B,13B,256,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,255,219962.09390100000,2224.07483608000
258,256,Residual Sub Area,4,14A,14A,258,1999,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,257,2654157.80868000000,6517.47166446000
259,257,Residual Sub Area,4,14B,14B,259,1999,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,258,2661017.79598000000,6523.96402393000
260,258,Residual Sub Area,4,14C,14C,260,1999,24,11,0,16,5,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,0,17,7,0,5,0,0,6,2,1,1,2,0,0,0,0,0,2,1,2,0,2,0,0,5,0,0,8,3,3,1,4,0,3,5,1,2,0,,259,3956158.62550000000,8043.58572390000
261,259,Residential,1,MLR,MILLRISE,261,1999,4674,1678,469,2592,1423,1327,106,0,0,253,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,104,99,192,2,0,0,0,0,0,0,1,0,1,0,0,174,115,395,2,2,1278,1209,4086,8,2256,2418,179,432,160,88,331,542,294,123,82,25,195,413,168,125,382,582,297,144,90,22,374,845,328,213,713,1124,591,267,172,47,175,479,304,555,44,,260,1769488.95625000000,5906.28652308000
262,260,Residential,1,SHN,SHAWNESSY,262,1999,8432,2651,988,4515,2455,2422,0,0,36,188,0,5,0,0,1,0,0,0,0,0,0,0,0,0,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,0,0,184,139,421,3,1,2399,2314,7937,14,4201,4231,379,904,304,171,650,1034,493,134,100,32,386,892,270,154,758,1014,438,139,102,78,765,1796,574,325,1408,2048,931,273,202,110,214,659,548,1063,105,,261,3665006.89238000000,9875.05987888000
263,261,Residential,1,SDC,SUNDANCE,263,1999,11784,3293,973,6003,3059,3067,74,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,177,1,0,0,0,0,0,0,0,0,0,0,1,145,64,361,6,0,3051,2937,11246,16,5964,5820,332,1518,648,302,386,1381,993,251,116,37,353,1349,579,249,533,1532,834,221,121,49,685,2867,1227,551,919,2913,1827,472,237,86,140,610,573,1770,176,,262,4020201.21782000000,9073.21796526000
264,262,Residual Sub Area,4,14O,14O,264,1999,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,263,5123320.30480000000,9509.41617729000
265,263,Residual Sub Area,4,14E,14E,265,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,264,2688471.17615000000,6556.47828711000
266,264,Residual Sub Area,4,14F,14F,266,1999,28,12,0,17,8,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,23,1,13,15,0,3,0,1,2,2,2,2,1,0,0,1,1,0,3,2,2,3,0,3,0,4,1,1,5,4,4,5,1,3,3,3,2,3,0,,265,2679189.55345000000,6554.95537090000
267,265,Residual Sub Area,4,14G,14G,267,1999,27,8,6,13,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,25,0,14,13,1,5,1,0,3,2,0,2,0,0,3,1,1,0,3,2,2,0,0,1,4,6,2,0,6,4,2,2,0,1,2,2,2,1,1,,266,5310619.12817000000,11013.10830890000
268,266,Residential,1,BRI,BRIDLEWOOD,268,1999,1667,795,233,1048,574,748,30,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,27,4,0,1,0,4,0,0,0,0,0,0,0,7,7,13,0,23,567,555,1623,47,838,829,107,104,32,64,288,155,59,25,4,0,94,107,35,88,288,139,46,23,6,3,201,211,67,152,576,294,105,48,10,3,44,253,116,159,15,,267,3258336.74775000000,7178.20022910000
269,267,Residential,1,SOM,SOMERSET,269,1999,4209,1567,586,2530,1425,1398,0,0,0,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,157,294,2,19,1295,1268,3913,12,2105,2104,246,292,98,92,576,413,229,86,60,13,231,280,88,121,587,384,236,108,56,13,477,572,186,213,1163,797,465,194,116,26,163,509,329,429,33,,268,2323195.81748000000,6834.59287759000
270,268,Residual Sub Area,4,14N,14N,270,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,269,1702484.50485000000,5329.95898030000
271,269,Residential,1,CRA,CRANSTON,271,1999,0,13,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,270,7701322.12727000000,13576.32995860000
272,270,Residual Sub Area,4,14J,14J,272,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,271,2243747.18232000000,6542.03812903000
274,272,Residual Sub Area,4,14I,14I,274,1999,38,15,0,18,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,38,1,18,20,0,1,1,2,0,5,3,1,4,1,0,4,2,1,1,4,3,2,3,0,0,5,3,3,1,9,6,3,7,1,1,6,3,4,0,,273,5414955.07860000000,11217.89906600000
275,273,Residual Sub Area,4,14Q,14Q,275,1999,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,274,5300264.14925000000,9747.27338101000
276,274,Residual Sub Area,4,14P,14P,276,1999,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,275,4540099.26225000000,8953.68890143000
277,275,Residual Sub Area,4,14H,14H,277,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,276,518909.03245000000,3385.52001493000
278,276,Residual Sub Area,4,14S,14S,278,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,277,3849727.62380000000,8251.99463516000
279,277,Residual Sub Area,4,14T,14T,279,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,278,5770821.18792000000,11979.26062940000
257,255,Residential,1,MID,MIDNAPORE,257,1999,7283,2504,586,3800,1869,1354,445,0,288,412,0,3,0,0,0,1,1,0,0,282,71,415,6,0,2,0,2,1,0,442,382,1231,3,0,0,0,0,0,0,2,0,115,0,0,409,179,997,3,0,1345,1237,4523,9,3556,3727,218,679,319,218,373,698,568,213,155,115,214,665,268,182,433,782,555,235,195,198,432,1344,587,400,806,1480,1123,448,350,313,419,742,439,785,97,,256,2890433.75942000000,8213.90695950000
216,214,Residential,1,FAI,FAIRVIEW,216,1999,3872,1591,306,2112,1165,1254,0,0,313,0,0,24,0,0,0,0,0,0,0,296,0,631,7,0,11,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,1164,3226,1,1993,1879,119,208,88,138,392,402,206,154,219,67,128,191,95,123,306,329,205,188,230,84,247,399,183,261,698,731,411,342,449,151,308,635,295,294,27,,215,1320686.96577000000,5102.85106022000
217,216,Residential,1,CHK,CHINOOK PARK,217,1999,1753,587,123,799,487,490,0,0,96,0,0,0,0,0,0,1,0,0,0,91,12,220,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,0,0,0,0,0,0,0,489,475,1391,1,809,944,45,121,54,54,75,138,124,64,72,62,49,122,56,64,65,145,120,63,100,160,94,243,110,118,140,283,244,127,172,222,70,240,87,174,10,,216,582604.09700000000,3250.68878316000
218,215,Residential,1,RIV,RIVERBEND,218,1999,10620,3463,1328,6053,3301,3268,40,0,0,149,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,1,0,40,38,66,0,0,0,0,0,0,0,0,0,0,0,0,145,140,241,4,1,3255,3123,10303,11,5365,5255,533,917,347,222,831,1456,676,231,100,52,481,871,316,179,953,1462,556,239,121,77,1014,1788,663,401,1784,2918,1232,470,221,129,295,1053,730,1266,101,,217,4081293.29122000000,9165.41886586000
220,218,Residual Sub Area,4,09N,09N,220,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,219,479157.77627600000,2792.89902242000
221,219,Industrial,2,S23,SECTION 23,221,1999,15,6,3,6,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13,1,8,7,1,1,1,1,2,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,2,2,2,1,3,2,1,0,2,0,0,1,1,2,0,,220,3111684.72335000000,8409.76184100000
223,221,Residential,1,HAY,HAYSBORO,223,1999,6085,2895,364,3085,1998,1814,0,0,1056,9,0,17,0,0,0,0,0,0,4,897,312,1322,155,0,14,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,27,0,0,1803,1675,4715,11,2990,3095,154,349,122,170,404,613,387,255,339,197,125,314,119,168,401,548,395,309,434,282,279,663,241,338,805,1161,782,564,773,479,849,1056,343,432,43,,222,2667905.86462000000,6542.94170801000
225,223,Residential,1,OAK,OAKRIDGE,225,1999,6626,2291,384,3659,2079,1705,145,0,35,402,0,4,0,0,0,0,0,0,0,35,32,56,0,0,3,1,5,1,0,140,102,253,5,0,0,0,0,0,0,0,0,0,0,0,394,310,791,8,0,1701,1634,5521,4,3315,3311,142,535,339,249,285,533,644,382,154,52,150,495,252,243,289,637,700,359,135,51,292,1030,591,492,574,1170,1344,741,289,103,320,709,436,747,61,,224,2419572.18240000000,6362.63268008000
226,224,Residential,1,BYV,BAYVIEW,226,1999,693,249,40,287,239,212,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,58,4,0,208,206,635,3,347,346,11,54,32,11,15,46,55,49,55,19,19,42,30,11,11,51,65,48,49,20,30,96,62,22,26,97,120,97,104,39,19,110,33,71,8,,225,424021.30915000000,4299.80814992000
228,226,Residual Sub Area,4,09O,09O,228,1999,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,227,1455359.38383000000,6104.29479098000
230,228,Residential,1,PAL,PALLISER,230,1999,3305,1641,137,1558,1040,468,162,0,692,319,0,0,0,0,0,0,0,0,0,681,170,1028,9,0,0,0,0,0,0,158,150,320,4,0,0,0,0,0,0,0,0,0,0,0,315,265,600,4,0,466,455,1357,1,1498,1807,53,151,66,84,174,193,202,227,201,147,58,113,79,94,164,218,280,273,270,258,111,264,145,178,338,411,482,500,471,405,589,659,174,178,20,,229,987361.85632600000,4047.69353677000
231,229,Residential,1,MPL,MAPLE RIDGE,231,1999,2192,809,133,1112,780,806,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,779,2186,4,1095,1097,53,148,67,57,97,199,170,166,109,29,45,148,56,46,94,194,172,188,115,39,98,296,123,103,191,393,342,354,224,68,96,339,156,198,16,,230,2772951.32970000000,8169.68996673000
232,230,Residential,1,SOW,SOUTHWOOD,232,1999,6501,2594,494,3702,1557,1375,290,0,374,520,0,41,0,0,0,0,0,0,0,327,22,570,47,0,35,0,67,0,0,284,99,800,5,0,0,0,0,0,0,0,0,0,0,0,510,167,1358,7,0,1366,1269,3706,9,3216,3285,216,375,198,212,627,668,335,281,236,68,178,403,203,237,553,603,390,348,266,104,394,778,401,449,1180,1271,725,629,502,172,478,957,506,526,55,,231,2661314.13835000000,6582.79062120000
235,233,Residential,1,CED,CEDARBRAE,235,1999,6759,2468,439,3883,1885,1337,540,0,126,459,0,7,0,0,0,0,0,0,0,125,0,211,1,0,5,1,9,1,0,508,326,1423,3,0,0,0,0,0,0,0,0,0,0,0,449,313,906,10,1,1329,1245,4210,6,3327,3432,173,596,273,239,499,637,483,246,130,51,166,541,263,220,495,709,550,258,160,70,339,1137,536,459,994,1346,1033,504,290,121,426,730,495,716,49,,234,2069764.90638000000,6050.54522686000
236,234,Residential,1,BRA,BRAESIDE,236,1999,6648,2543,432,3866,1944,1403,74,0,161,900,0,7,0,0,0,0,0,0,0,154,58,274,7,0,5,3,9,0,0,74,47,146,0,0,0,0,0,0,0,0,0,0,0,1,879,518,1909,20,0,1397,1318,4310,5,3231,3417,162,453,224,249,494,577,490,315,198,69,185,437,216,272,507,663,561,310,203,63,347,890,440,521,1001,1240,1051,625,401,132,456,904,496,603,50,,235,1960862.33810000000,5661.14184101000
239,237,Residential,1,DOU,DOUGLASDALE ESTATES,239,1999,8891,2952,910,5181,2867,2808,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,2723,8627,23,4464,4427,352,661,295,230,589,1012,802,354,132,37,377,669,294,179,705,960,760,310,126,47,729,1330,589,409,1294,1972,1562,664,258,84,169,1032,611,1025,75,,238,4040944.67713000000,9164.21912979000
240,238,Residual Sub Area,4,12B,12B,240,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,239,1458998.40655000000,6063.68451864000
241,239,Residential,1,WBN,WOODBINE,241,1999,10915,3360,743,5795,3015,2927,82,0,0,342,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,0,0,81,63,232,1,0,0,0,0,0,0,0,0,0,0,0,341,207,786,0,0,2914,2745,9880,10,5494,5421,308,1125,571,345,432,1062,1137,354,128,32,232,1010,600,303,503,1253,1032,307,134,47,540,2135,1171,648,935,2315,2169,661,262,79,262,802,695,1472,112,,240,3180426.56678000000,9478.07453292000
