FID,RED,TRAMO,SECTOR,PGOU,ET_ID,SHAPE_Leng,CreationDate,Creator,EditDate,Editor
22, ,0, , ,21,10.944405,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
23, ,0, , ,22,114.000439,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
24, ,0, , ,23,8.141253,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
25, ,0, , ,24,234.240557,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
26, ,0, , ,25,5.456189,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
27, ,0, , ,26,8.19878,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
28, ,0, , ,27,1.886796,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
29, ,0, , ,28,8.100617,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
30, ,0, , ,29,361.551879,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
31, ,0, , ,30,642.338728,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
32, ,0, , ,31,5.323533,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
33, ,0, , ,32,8.149233,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
34, ,0, , ,33,1.923538,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
35, ,0, , ,34,8.163333,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
36, ,0, , ,35,5.323533,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
37, ,0, , ,36,5.682429,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
38, ,0, , ,37,7.975588,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
39, ,0, , ,38,2.19545,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
40, ,0, , ,39,8.112336,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
41, ,0, , ,40,5.456189,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
42, ,0, , ,41,5.507268,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
43, ,0, , ,42,8.249242,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
44, ,0, , ,43,3.088689,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
45,COMPLEMENTARIA,18,SUR, ,339,472.983039,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
46, ,0, , ,44,8.149233,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
47, ,0, , ,45,0.4,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
48,SECUNDARIA,7, , ,340,835.571629,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
49, ,0, , ,46,5.412947,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
50,PRINCIPAL,1, , ,341,1559.207157,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
51, ,0, , ,47,22.860009,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
52, ,0, , ,48,9.484725,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
53,PRINCIPAL,1, , ,342,423.048216,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
54, ,0, , ,49,4.346263,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
55,PRINCIPAL,1, , ,343,529.601773,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
56, ,0, , ,50,9.525755,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
57,PRINCIPAL,2, , ,344,1340.919479,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
58, ,0, , ,51,60.36366,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
59,PRINCIPAL,3, , ,345,253.759777,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
60, ,0, , ,52,13.473678,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
61,PRINCIPAL,3, , ,346,356.659743,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
62,PRINCIPAL,3, , ,347,301.353939,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
63, ,0, , ,53,301.643219,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
64,PRINCIPAL,3, , ,348,989.887572,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
65,PRINCIPAL,8, , ,349,1587.514337,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
66,COMPLEMENTARIA,22,NORTE, ,350,387.509304,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
67,SECUNDARIA,5, , ,351,93.059285,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
68,SECUNDARIA,5, , ,352,223.21157,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
69, ,0, , ,54,8.077747,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
70,SECUNDARIA,5, , ,353,159.464063,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
71, ,0, , ,55,2.6,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
72, ,0, , ,56,8.338465,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
73,SECUNDARIA,5, , ,354,73.904462,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
74, ,0, , ,57,2.996665,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
75, ,0, , ,58,9.518929,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
76,COMPLEMENTARIA,20,NORTE, ,355,484.6731,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
77, ,0, , ,59,4.441846,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
78,COMPLEMENTARIA,21,NORTE, ,356,630.261392,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
79, ,0, , ,60,9.433981,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
80, ,0, , ,61,3.023243,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
81,COMPLEMENTARIA,29,NORTE, ,357,391.065703,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
82, ,0, , ,62,3.052868,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
83, ,0, , ,63,9.451455,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
84,COMPLEMENTARIA,29,NORTE, ,358,98.897754,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
85, ,0, , ,64,4.356604,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
86,COMPLEMENTARIA,29,NORTE, ,359,157.640428,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
87, ,0, , ,65,9.415413,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
88,PRINCIPAL,8, , ,360,75.039773,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
89,PRINCIPAL,1, , ,361,177.938723,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
90, ,0, , ,66,2.780288,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
91,PRINCIPAL,1, , ,362,539.238267,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
92,SECUNDARIA,1, , ,67,1090.321118,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
93,PRINCIPAL,8, , ,363,619.718104,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
94,PRINCIPAL,1, , ,364,1571.123543,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
95,PRINCIPAL,3, , ,68,617.336686,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
96,SECUNDARIA,17,JARDIN AMERICANO, ,678,21.622673,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
97,SECUNDARIA,17,JARDIN AMERICANO, ,679,335.130513,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
98,PRINCIPAL,2, , ,365,535.064144,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
99,SECUNDARIA,8, , ,680,247.291397,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
100,PRINCIPAL,2, , ,366,884.646384,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
101,SECUNDARIA,8, , ,681,191.171568,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
102,PRINCIPAL,2, , ,367,162.747038,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
103,SECUNDARIA,8, , ,682,85.284087,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
104,PRINCIPAL,2, , ,368,1620.538431,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
105,PRINCIPAL,3, , ,69,20.829066,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
106,PRINCIPAL,3, , ,683,208.302952,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
107,PRINCIPAL,3, , ,684,61.160281,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
108,PRINCIPAL,2, , ,369,528.624189,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
109,PRINCIPAL,3, , ,70,25.438553,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
110,PRINCIPAL,3, , ,685,10.609901,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
111,PRINCIPAL,3, , ,686,7.648529,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
112,PRINCIPAL,2, , ,370,1087.947574,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
113,PRINCIPAL,3, , ,687,8.668333,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
114,PRINCIPAL,1, , ,371,230.085946,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
115,PRINCIPAL,3, , ,71,20.324616,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
116,COMPLEMENTARIA,1,OESTE, ,688,20.44138,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
117,PRINCIPAL,1, , ,372,382.014249,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
118,COMPLEMENTARIA,2,OESTE, ,689,8.382806,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
119,PRINCIPAL,3, , ,690,2.961419,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
120,PRINCIPAL,1, , ,373,538.204273,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
121,COMPLEMENTARIA,1,OESTE, ,72,25.433246,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
122,PRINCIPAL,3, , ,691,113.038284,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
123,PRINCIPAL,1, , ,374,534.165841,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
124,PRINCIPAL,3, , ,692,414.911844,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
125,PRINCIPAL,1, , ,375,45.334514,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
126,AISLADOS,999, , ,693,414.681765,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
127,COMPLEMENTARIA,1,OESTE, ,73,176.690859,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
128,PRINCIPAL,1, , ,376,479.11981,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
129,AISLADOS,999, , ,694,377.245531,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
130,PRINCIPAL,1, , ,377,132.955724,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
131,AISLADOS,999, , ,695,340.774147,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
132,PRINCIPAL,1, , ,378,329.699985,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
133,PRINCIPAL,1, , ,379,407.942946,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
134,COMPLEMENTARIA,2,OESTE, ,696,66.877276,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
135, ,0, , ,74,48.186885,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
136,PRINCIPAL,4, , ,380,486.278931,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
137,COMPLEMENTARIA,2,OESTE, ,697,68.156071,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
138,COMPLEMENTARIA,2,OESTE, ,698,19.127634,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
139,PRINCIPAL,4, , ,381,145.84524,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
140,COMPLEMENTARIA,2,OESTE, ,699,18.989011,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
141, ,0, , ,75,25.385135,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
142,PRINCIPAL,4, , ,382,569.773034,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
143,COMPLEMENTARIA,2,OESTE, ,700,23.644873,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
144,COMPLEMENTARIA,2,OESTE, ,701,44.100388,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
145, ,0, , ,383,66.918991,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
146, ,0, , ,384,3945.247025,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
147,COMPLEMENTARIA,2,OESTE, ,702,88.474636,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
148, ,0, , ,76,12.175385,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
149,COMPLEMENTARIA,2,OESTE, ,703,71.69041,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
150, ,0, , ,385,1068.36819,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
151,PRINCIPAL,5, , ,386,522.882376,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
152,COMPLEMENTARIA,2,OESTE, ,704,88.361971,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
153, ,0, , ,77,13.509256,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
154,COMPLEMENTARIA,2,OESTE, ,705,165.008566,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
155,PRINCIPAL,5, , ,387,322.896385,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
156,COMPLEMENTARIA,3,"OESTE
""OESTE""
", ,706,302.287083,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
157,PRINCIPAL,5, , ,388,281.370184,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
158,PRINCIPAL,5, , ,389,899.999033,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
159,COMPLEMENTARIA,4,OESTE, ,707,289.200933,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
160, ,0, , ,78,11.132385,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
161,COMPLEMENTARIA,6,OESTE, ,708,28.316056,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
162,PRINCIPAL,5, , ,390,462.522788,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
163,COMPLEMENTARIA,6,OESTE, ,709,58.16565,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
164,PRINCIPAL,5, , ,391,181.757872,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
165, ,0, , ,79,41.753001,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
166,COMPLEMENTARIA,6,OESTE, ,710,274.527444,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
167,PRINCIPAL,5, , ,392,283.842776,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
168,COMPLEMENTARIA,6,OESTE, ,711,120.616588,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
169,PRINCIPAL,5, , ,393,237.649781,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
170,PRINCIPAL,2, , ,712,573.513652,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
171, ,0, , ,80,73.162327,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
172,PRINCIPAL,5, , ,394,344.296387,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
173,PRINCIPAL,2, , ,713,11.346365,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
174,PRINCIPAL,5, , ,395,61.880898,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
175,COMPLEMENTARIA,10,OESTE, ,714,52.484785,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
176,SECUNDARIA,10, , ,396,242.134135,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
177,COMPLEMENTARIA,10,OESTE, ,715,117.294077,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
178, ,0, , ,81,2.507987,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
179,SECUNDARIA,10, , ,397,761.469492,2014-10-04T21:28:16.304Z,Ayto.Sevilla,2014-10-04T21:28:16.304Z,Ayto.Sevilla
