CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,MAF,MAYFAIR,CENTRE,BUILT-OUT,1950s,2011,,470,156,32,0,200,145,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,145,470,6,0,0,0,13,50,24,59,4,216,254,6,31,19,16,6,25,38,42,17,16,13,43,21,25,8,33,48,29,11,23,19,74,40,41,14,58,86,71,28,39,305022.38621600000,2369.50850431000
Residential,1,DIS,DISCOVERY RIDGE,WEST,BUILT-OUT,2000s,2011,,4321,1648,449,0,2216,1381,0,0,912,106,0,568,62,0,0,0,0,0,0,0,0,0,1,540,354,857,27,0,0,0,0,0,0,0,0,0,0,106,103,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,57,110,1,0,0,0,898,867,3120,14,0,0,0,372,498,211,486,38,2200,2121,189,402,145,97,199,416,414,198,100,40,153,352,96,78,227,508,360,205,103,39,342,754,241,175,426,924,774,403,203,79,3598431.26711000000,8463.02400316000
Residential,1,BOW,BOWNESS,NORTHWEST,BUILT-OUT,1950s,2011,,10700,5308,669,0,5894,2457,0,0,2387,846,64,677,847,0,471,4,3,5,1,0,3,0,0,627,105,907,50,0,0,2,360,25,644,49,0,60,2,785,341,1930,53,3,3,0,0,0,0,0,0,0,0,61,9,90,3,0,0,0,14,0,251,2,0,0,1,777,203,1671,65,3,1,1,2251,1774,5207,109,15,11,16,1627,1828,775,576,69,5396,5304,286,446,266,415,987,846,902,664,331,253,264,404,280,374,896,810,818,637,408,413,550,850,546,789,1883,1656,1720,1301,739,666,5609292.86587000000,14421.00515140000
Residential,1,CHK,CHINOOK PARK,SOUTH,BUILT-OUT,1950s,2011,,1703,587,78,0,708,474,0,0,490,0,0,96,0,0,0,0,0,0,1,0,0,0,0,89,18,233,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138,0,0,0,0,0,0,0,0,0,0,0,478,456,1332,11,1,0,1,91,187,112,166,12,792,911,30,104,69,47,56,93,128,127,49,89,28,91,76,50,76,113,136,117,56,168,58,195,145,97,132,206,264,244,105,257,582629.87993000000,3251.15551628000
Residential,1,RUN,RUNDLE,NORTHEAST,BUILT-OUT,1960s/1970s,2011,,11029,3826,950,0,5393,2198,0,0,2226,173,0,0,1111,0,315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,7,474,11,0,79,0,168,116,390,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,1067,327,3053,43,0,0,0,2144,1747,7106,79,1,2,1,473,1148,757,936,291,5633,5396,359,751,398,363,924,959,836,579,332,132,379,709,359,376,917,846,712,629,305,164,738,1460,757,739,1841,1805,1548,1208,637,296,2641185.59181000000,6500.50722701000
Residential,1,MEA,MEADOWLARK PARK,CENTRE,BUILT-OUT,1950s,2011,,605,277,45,0,303,213,0,0,275,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,213,604,22,0,0,0,65,97,48,37,7,304,301,17,26,16,19,30,56,54,47,16,23,20,23,14,12,34,55,50,31,17,45,37,49,30,31,64,111,104,78,33,68,644955.89247400000,3167.79929272000
Residential,1,UNI,UNIVERSITY HEIGHTS,NORTHWEST,BUILT-OUT,1960s/1970s,2011,,2890,1379,152,0,1279,412,0,0,429,43,0,874,12,0,20,0,0,1,0,0,0,0,1,835,18,1593,38,0,0,0,14,1,37,4,0,2,0,37,6,116,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,7,0,21,5,0,0,0,421,386,1120,8,0,0,1,392,528,201,182,12,1453,1437,57,99,61,315,302,195,145,122,69,88,75,104,85,263,287,172,143,129,87,92,132,203,146,578,589,367,288,251,156,180,811616.80322600000,4021.40746869000
Residential,1,MON,MONTGOMERY,NORTHWEST,BUILT-OUT,1950s,2011,,3686,1790,189,0,1899,849,0,0,1054,368,0,97,65,0,191,0,7,1,2,0,5,0,0,73,5,113,0,24,0,0,152,12,251,22,0,17,0,333,190,793,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,252,4,0,2,0,57,4,161,4,4,0,4,967,638,2116,72,6,5,15,525,603,238,200,25,1826,1860,77,145,79,152,381,296,279,217,100,100,79,130,79,152,300,266,234,191,118,311,156,275,158,304,681,562,513,408,218,411,2951500.78514000000,7352.52929254000
Residential,1,OGD,OGDEN,SOUTHEAST,BUILT-OUT,1950s,2011,,8432,3877,557,0,4926,2228,0,0,2162,507,0,331,549,0,319,0,4,2,1,0,2,0,0,298,0,500,33,0,0,0,238,14,372,41,0,40,0,484,259,1224,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,83,1,0,0,0,533,244,1216,16,0,0,2,2096,1710,5037,62,0,2,9,1061,1371,631,521,73,4444,3988,255,377,262,334,728,650,807,589,272,170,227,352,249,325,637,567,644,517,270,200,482,729,511,659,1365,1217,1451,1106,542,370,4096375.00112000000,8861.37359585000
Residential,1,FLN,FOREST LAWN,EAST,BUILT-OUT,1950s,2011,,7313,3381,581,0,3255,1042,0,0,1394,333,10,212,738,58,613,0,18,3,0,1,1,0,0,189,1,385,21,0,2,0,439,21,760,94,0,80,0,295,93,860,33,2,3,0,51,40,72,7,0,0,0,6,0,14,0,4,4,0,22,6,110,1,0,0,0,651,62,1728,87,0,0,1,1311,819,3384,81,0,1,23,794,1039,561,464,106,3961,3352,209,396,202,281,657,727,742,408,217,122,258,363,189,252,564,539,519,318,207,143,467,759,391,533,1221,1266,1261,726,424,265,2316962.67354000000,6520.72444002000
Residential,1,LMR,LOWER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2011,,2981,2263,67,0,1856,583,0,0,54,18,0,2059,97,0,33,0,0,0,1,0,1,0,27,1839,486,2563,126,27,40,0,26,1,30,3,0,4,0,17,14,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,105,0,0,0,0,83,63,155,14,0,0,4,40,19,89,7,0,3,2,1293,594,85,31,4,1556,1425,32,20,35,161,590,301,177,129,67,44,26,31,32,195,509,202,160,113,61,96,58,51,67,356,1099,503,337,242,128,140,282657.31771900000,2856.12390163000
Residential,1,PAL,PALLISER,SOUTH,BUILT-OUT,1960s/1970s,2011,,3301,1707,157,0,1556,1047,0,0,468,184,156,578,319,0,2,0,0,0,0,0,0,0,1,567,194,853,10,0,0,0,1,0,3,1,0,0,0,171,163,291,13,0,0,0,0,0,0,0,0,0,0,153,0,283,3,0,0,0,0,0,0,0,0,0,0,313,254,594,6,0,0,0,459,436,1277,9,0,0,0,670,632,173,167,22,1563,1738,72,131,92,124,172,182,213,202,174,201,56,117,75,80,185,208,235,236,253,293,128,248,167,204,357,390,448,438,427,494,987414.79420000000,4048.17989133000
Residential,1,RMT,ROSEMONT,CENTRE,BUILT-OUT,1950s,2011,,1208,561,62,0,670,333,0,0,308,175,0,19,0,0,58,0,0,1,0,0,0,0,0,16,1,27,3,0,0,0,38,0,51,6,0,14,0,167,66,383,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,296,265,744,12,0,0,1,133,204,82,95,4,593,615,24,50,30,56,107,78,111,63,33,41,28,51,56,54,79,78,116,56,42,55,52,101,86,110,186,156,227,119,75,96,449752.66437400000,2807.11494729000
Residential,1,CRM,CRESTMONT,WEST,BUILT-OUT,2000s,2011,,1430,455,205,0,804,425,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,425,1430,6,12,0,0,25,120,99,177,16,712,718,89,111,33,42,73,171,123,48,21,1,76,118,34,28,108,189,100,47,12,6,165,229,67,70,181,360,223,95,33,7,636697.33644200000,3193.22705721000
Residential,1,SPR,SPRUCE CLIFF,WEST,BUILT-OUT,1950s,2011,,3992,2341,264,0,1881,840,0,0,316,99,0,1696,140,0,88,0,0,1,1,0,0,0,12,1396,554,2196,147,115,26,0,61,0,101,4,0,23,0,90,38,215,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,0,0,1,115,20,481,8,16,0,1,299,228,749,13,3,0,2,907,667,194,154,41,1837,2155,114,180,72,159,474,252,233,162,94,97,104,163,85,176,496,271,231,209,176,244,218,343,157,335,970,523,464,371,270,341,1081282.34020000000,4695.31014920000
Residential,1,EAU,EAU CLAIRE,CENTRE,BUILT-OUT,CENTRE CITY,2011,,1711,1325,43,0,884,618,0,0,1,0,0,1296,27,0,0,0,0,0,0,0,1,0,52,1056,603,1668,94,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,19,15,38,4,4,0,0,1,0,2,0,0,0,1,570,420,50,37,0,942,769,26,19,10,21,106,138,209,234,96,83,13,13,10,24,101,96,132,182,115,83,39,32,20,45,207,234,341,416,211,166,516055.74500600000,3221.64393304000
Residential,1,BYV,BAYVIEW,SOUTH,BUILT-OUT,1960s/1970s,2011,,648,249,37,0,260,237,0,0,212,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,35,56,1,0,0,0,203,202,592,9,0,0,0,32,105,33,61,7,321,327,20,30,27,17,7,30,52,56,39,43,9,44,25,16,13,26,60,49,49,36,29,74,52,33,20,56,112,105,88,79,423973.10099300000,4299.26560005000
Residential,1,MIS,MISSION,CENTRE,BUILT-OUT,INNER CITY,2011,,4363,3239,46,0,3399,1051,0,0,85,2,0,3029,34,0,72,0,8,4,5,0,0,0,8,2867,990,3936,146,0,8,0,65,3,92,7,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,132,0,0,0,0,29,24,58,5,0,0,1,79,32,143,5,0,0,17,1966,997,66,22,3,2162,2201,18,14,21,103,778,490,276,221,116,125,23,18,22,221,856,305,189,181,168,218,41,32,43,324,1634,795,465,402,284,343,534971.29451300000,3828.26849698000
Residential,1,STA,ST. ANDREWS HEIGHTS,CENTRE,BUILT-OUT,1950s,2011,,1470,644,55,0,646,386,0,0,402,0,0,108,132,0,0,0,0,0,1,1,0,0,0,81,0,116,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,198,0,0,0,0,103,55,195,29,0,0,0,379,331,961,14,9,0,2,146,246,74,94,5,677,793,20,49,35,81,124,68,113,84,52,51,18,48,25,57,118,71,96,80,77,203,38,97,60,138,242,139,209,164,129,254,1160432.86400000000,4933.97528299000
Industrial,2,ABP,AURORA BUSINESS PARK,NORTH,N/A,EMPLOYMENT,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436001.43866000000,7541.14021336000
Residual Sub Area,4,09D,09D,EAST,N/A,OTHER,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404271.64457300000,3450.24631625000
Residual Sub Area,4,09H,09H,EAST,N/A,OTHER,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569745.64637800000,3296.69383648000
Residual Sub Area,4,01B,01B,NORTHWEST,N/A,UNDEVELOPED,2011,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982904.34064000000,6156.27761988000
Residential,1,PAT,PATTERSON,WEST,BUILT-OUT,1980s/1990s,2011,,4162,2009,228,0,2251,1517,0,0,546,169,0,669,625,0,0,0,0,0,0,0,0,0,0,608,314,1000,60,0,1,0,0,0,0,0,0,0,0,169,149,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,537,1094,19,0,0,0,540,517,1720,6,0,0,0,655,735,246,260,27,1998,2164,87,171,128,107,312,266,356,333,160,78,95,174,107,134,311,313,429,315,175,111,182,345,235,241,623,579,785,648,335,189,2047412.81003000000,7842.82620048000
Residential,1,SHG,SHAGANAPPI,CENTRE,BUILT-OUT,1950s,2011,,1459,862,97,0,865,318,0,0,382,109,0,156,112,0,100,0,0,0,3,0,0,0,0,138,20,206,18,0,0,0,65,3,93,13,0,22,0,91,28,225,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,1,0,0,0,36,16,63,4,0,72,2,351,251,854,23,5,1,3,243,241,104,88,7,747,712,33,56,39,62,179,118,123,81,27,29,44,52,36,63,162,98,112,71,32,42,77,108,75,125,341,216,235,152,59,71,1481741.77799000000,5717.74302378000
Residual Sub Area,4,12F,12F,SOUTHEAST,N/A,UNDEVELOPED,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718537.26959000000,9493.40996222000
Industrial,2,EFV,EAST FAIRVIEW INDUSTRIAL,SOUTH,N/A,EMPLOYMENT,2011,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310347.06710000000,7172.78603281000
Industrial,2,HIF,HIGHFIELD,CENTRE,N/A,EMPLOYMENT,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736442.09331000000,7657.69910317000
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,BUILT-OUT,1950s,2011,,3760,1875,221,0,1994,1047,0,0,865,281,0,127,170,183,244,0,2,1,1,0,1,0,0,122,0,133,5,0,0,0,166,8,236,24,0,54,0,266,155,628,10,5,0,0,175,153,293,8,0,0,0,0,0,0,0,0,0,0,4,0,292,0,0,1,0,166,128,376,4,0,0,0,828,603,1802,22,11,4,5,669,647,216,178,17,1891,1869,78,123,83,82,317,341,369,238,112,148,102,118,55,87,323,296,306,225,133,224,180,241,138,169,640,637,675,463,245,372,3013962.83812000000,8242.93247518000
Residential,1,GBK,GLENBROOK,WEST,BUILT-OUT,1950s,2011,,6893,3235,559,0,3741,1631,0,0,923,669,2,721,704,0,216,0,0,0,0,0,0,0,0,705,211,1134,16,0,0,0,168,12,279,21,0,27,0,629,265,1606,37,3,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,680,429,1577,23,0,0,0,896,714,2293,23,2,2,0,1040,1056,472,455,57,3223,3670,215,352,188,227,571,595,501,291,174,109,211,400,189,253,672,643,536,312,241,213,426,752,377,480,1243,1238,1037,603,415,322,1947131.20398000000,5962.93982038000
Residential,1,GRE,GREENWOOD/GREENBRIAR,NORTHWEST,BUILT-OUT,1960s/1970s,2011,,932,501,37,0,454,446,0,0,1,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,446,931,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,173,200,61,34,5,458,474,13,36,14,20,35,64,104,86,52,34,19,43,21,23,37,57,95,84,60,35,32,79,35,43,72,121,199,170,112,69,1204938.49710000000,4908.42395835000
Residential,1,HPK,HIGHLAND PARK,CENTRE,BUILT-OUT,1950s,2011,,3539,2120,200,0,2057,550,0,0,894,242,36,426,20,0,497,0,3,2,0,0,0,0,2,359,20,507,64,0,1,2,373,6,561,66,1,55,0,221,96,537,10,11,0,0,0,0,0,0,0,0,0,29,1,46,7,0,0,0,4,0,5,1,0,0,0,18,2,37,2,0,0,2,824,425,1846,61,4,3,5,778,633,250,152,15,1895,1644,95,112,70,146,460,386,336,163,76,51,79,106,55,176,349,277,228,141,105,128,174,218,125,322,809,663,564,304,181,179,1369133.65516000000,6635.66403137000
Residual Sub Area,4,09N,09N,SOUTHEAST,N/A,UNDEVELOPED,2011,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797615.20891800000,3832.58149541000
Residual Sub Area,4,12A,12A,SOUTHEAST,N/A,OTHER,2011,,122,57,3,0,73,41,0,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,41,118,5,0,1,0,8,21,11,8,1,66,56,3,5,2,3,8,10,15,12,6,2,0,8,3,3,6,7,14,9,5,1,3,13,5,6,14,17,29,21,11,3,11566007.34860000000,13867.23475250000
Residual Sub Area,4,03W,03W,NORTH,N/A,OTHER,2011,,53,26,6,0,25,9,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,52,4,0,0,0,8,7,3,2,2,29,24,1,4,0,7,4,3,3,5,2,0,2,1,2,1,3,1,4,6,2,2,3,5,2,8,7,4,7,11,4,2,20085702.54550000000,19296.22441060000
Residual Sub Area,4,03C,03C,NORTH,N/A,UNDEVELOPED,2011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583776.99155000000,5261.90634340000
Residual Sub Area,4,02L,02L,NORTH,N/A,OTHER,2011,,23,11,0,0,18,5,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,18,0,0,0,0,1,8,2,0,0,14,9,0,0,0,4,2,0,5,1,1,1,0,0,1,0,1,1,4,0,1,1,0,0,1,4,3,1,9,1,2,2,10110621.58440000000,15555.29343010000
Residential,1,SAN,SANDSTONE VALLEY,NORTH,BUILT-OUT,1980s/1990s,2011,,6142,2118,306,0,3460,1856,0,0,1679,44,0,0,385,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,13,0,0,2,0,39,22,116,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,330,790,8,0,0,0,1638,1503,5223,41,0,0,0,265,619,457,634,87,3015,3127,113,315,253,302,307,328,637,466,167,127,131,293,268,249,280,377,711,458,186,174,244,608,521,551,587,705,1348,924,353,301,1800387.38616000000,5467.20427156000
Residential,1,MAC,MACEWAN GLEN,NORTH,BUILT-OUT,1980s/1990s,2011,,5138,1778,329,0,2886,1541,0,0,1516,66,0,0,185,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,64,42,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,108,395,10,0,0,0,1497,1391,4562,18,0,1,0,245,536,348,546,72,2550,2588,129,337,219,231,281,337,532,320,87,77,130,335,202,197,262,404,526,306,109,117,259,672,421,428,543,741,1058,626,196,194,1418085.76526000000,5013.41320506000
Residential,1,RAM,RAMSAY,CENTRE,BUILT-OUT,INNER CITY,2011,,2006,1136,105,0,1283,525,0,0,747,81,0,54,50,0,196,0,6,2,0,0,0,0,0,51,0,58,3,0,0,0,160,8,235,26,0,10,0,75,35,180,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,14,1,0,2,1,49,0,135,0,0,0,4,686,480,1384,43,12,2,8,396,414,127,79,10,1059,947,38,65,36,53,206,234,229,101,59,38,49,82,32,54,196,215,144,90,34,51,87,147,68,107,402,449,373,191,93,89,984254.96307100000,4684.26460210000
Residential,1,DNE,DOWNTOWN EAST VILLAGE,CENTRE,BUILT-OUT,CENTRE CITY,2011,,2747,1232,20,0,571,150,0,0,0,0,0,1225,0,0,0,1,0,0,0,0,6,0,9,999,150,1308,73,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1439,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,741,221,25,11,5,2083,664,11,5,63,254,608,291,267,245,223,116,7,3,24,74,159,60,44,87,134,72,18,8,87,328,767,351,311,332,357,188,521308.99926200000,3518.12388114000
Residential,1,RUT,RUTLAND PARK,WEST,BUILT-OUT,1950s,2011,,2309,972,123,0,1120,752,0,0,311,40,0,95,492,0,33,0,0,0,1,0,0,0,0,90,0,94,5,0,0,0,24,2,37,4,0,5,0,38,12,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136,0,0,0,0,490,471,1191,2,0,0,0,309,267,747,2,0,0,1,297,323,170,146,16,1081,1228,41,97,68,67,168,143,168,126,101,102,52,110,66,54,130,159,170,159,157,171,93,207,134,121,298,302,338,285,258,273,681040.51404300000,4322.96250015000
Residential,1,CHR,CHRISTIE PARK,WEST,BUILT-OUT,1980s/1990s,2011,,2180,728,79,0,912,661,0,0,476,94,0,0,156,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,90,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,212,0,0,0,0,151,128,280,5,0,0,0,462,443,1526,14,0,0,2,114,258,113,192,31,1028,1152,36,127,98,71,52,89,184,163,84,124,23,124,99,53,62,114,211,158,96,212,59,251,197,124,114,203,395,321,180,336,813862.18422700000,4741.08364287000
