SECNAME,ROADCLASS,Shape_Leng,YEAR_VOL,VOLUME
JLBVA1,Arterial Street,220.1358188,2015,13000
JLBVA2,Arterial Street,489.1113589,2015,10000
JMCKEV1,Arterial Street,1265.725512,2015,13000
JMCKEV2,Arterial Street,413.9395984,2015,12000
JMCKEV2A,Arterial Street,1031.768295,2015,11000
JMCKEV3,Arterial Street,342.1626098,2015,14000
JMCKEV4,Arterial Street,652.6522585,2015,14000
JMCKEV5,Arterial Street,1472.739242,2015,10000
KENS1,Neighbourhood Blvd,312.4963628,2015,10000
KENS2,Neighbourhood Blvd,300.9575857,2015,7000
KENS5,Neighbourhood Blvd,764.5800021,2015,11000
KENS6,Neighbourhood Blvd,860.1870251,2015,11000
KENS7,Neighbourhood Blvd,257.2498272,2015,11000
LKFRASER1,Arterial Street,1065.452658,2015,11000
LKFRASER2,Collector,437.4560694,2015,9000
LKFRASER3,Collector,330.4970482,2015,11000
MACLEOD10,Neighbourhood Blvd,311.1611901,2015,51000
MACLEOD11,Urban Boulevard,1029.34467,2015,46000
MACLEOD12,Urban Boulevard,658.8149794,2015,52000
MACLEOD13,Urban Boulevard,845.3835652,2015,53000
MACLEOD13A,Urban Boulevard,860.9168575,2015,49000
MACLEOD14,Urban Boulevard,795.6143664,2015,53000
MACLEOD15,Urban Boulevard,1630.904167,2015,69000
MACLEOD16,Arterial Street,1632.070759,2015,53000
MACLEOD17,Urban Boulevard,811.1366524,2015,62000
MACLEOD18,Urban Boulevard,726.5592954,2015,65000
MACLEOD19,Skeletal Road,2236.745596,2015,91000
MACLEOD2,Neighbourhood Blvd,105.0888547,2015,16000
MACLEOD2_B,Neighbourhood Blvd,161.0726203,2015,4000
MACLEOD20,Skeletal Road,1239.50148,2015,98000
MACLEOD22,Skeletal Road,652.0863648,2015,89000
MACLEOD23,Skeletal Road,1155.871302,2015,63000
MACLEOD24,Skeletal Road,1516.40825,2015,47000
MACLEOD25,Skeletal Road,2015.831236,2015,43000
MACLEOD26,Skeletal Road,3355.400365,2015,29000
MACLEOD2A,Neighbourhood Blvd,104.7095813,2015,5000
MACLEOD3,Neighbourhood Blvd,315.7107525,2015,23000
MACLEOD4,Neighbourhood Blvd,143.126779,2015,25000
MACLEOD5,Neighbourhood Blvd,104.046951,2015,21000
MACLEOD6,Neighbourhood Blvd,107.2860551,2015,26000
MACLEOD7,Neighbourhood Blvd,104.9181708,2015,24000
MACLEOD8,Neighbourhood Blvd,279.7926018,2015,25000
MACLEOD9,Neighbourhood Blvd,512.3937193,2015,25000
MADIG1,Collector,225.7236371,2015,10000
MADIG4,Collector,379.3469214,2015,7000
MAGONBV1,Arterial Street,643.867284,2015,13000
MAGONGA1,Arterial Street,509.1769992,2015,12000
MANHTN1,Arterial Street,776.7850898,2015,13000
MARBK1,Collector,151.8620007,2015,7000
MARLB1,Collector,416.3416696,2015,11000
MARLB2,Collector,399.9319869,2015,10000
MCALWY1,Skeletal Road,610.8131222,2015,17000
MCIVOR1,Arterial Street,644.4778966,2015,17000
MCIVOR2,Arterial Street,400.514003,2015,12000
MCIVOR3,Arterial Street,915.8408882,2015,11000
MCIVOR4,Arterial Street,408.0187899,2015,10000
MCIVOR5,Arterial Street,669.7389912,2015,12000
MCKENZLK1,Arterial Street,638.1684871,2015,20000
MCKENZLK2,Arterial Street,944.2299854,2015,10000
MCKENZLK3,Arterial Street,1264.049793,2015,8000
MCKNIGHT1,Skeletal Road,863.1502168,2015,41000
MCKNIGHT10,Skeletal Road,1631.139937,2015,29000
MCKNIGHT11,Skeletal Road,1200.520521,2015,30000
MCKNIGHT12,Skeletal Road,697.7947671,2015,5000
MCKNIGHT2,Arterial Street,638.0864699,2015,38000
MCKNIGHT3,Arterial Street,598.0236304,2015,40000
MCKNIGHT4,Skeletal Road,918.1350403,2015,52000
MCKNIGHT5,Skeletal Road,523.9073744,2015,64000
MCKNIGHT6,Skeletal Road,1658.974417,2015,65000
MCKNIGHT7,Skeletal Road,695.722623,2015,54000
MCKNIGHT8,Skeletal Road,1451.197571,2015,54000
MCKNIGHT9,Skeletal Road,1127.080627,2015,40000
MCKNIGHT9A,Skeletal Road,527.4662429,2015,39000
MCKTOWN1,Arterial Street,762.6776568,2015,36000
MCKTOWN2,Arterial Street,449.0470036,2015,14000
MCKTOWN3,Arterial Street,252.3421821,2015,11000
MEMOR1,Arterial Street,477.4524356,2015,20000
MEMOR10,Parkway,955.5056991,2015,38000
MEMOR11,Parkway,507.1602234,2015,46000
MEMOR12,Parkway,895.825608,2015,43000
MEMOR13,Parkway,1156.351083,2015,44000
MEMOR14,Parkway,1636.638595,2015,36000
MEMOR2,Arterial Street,1010.239904,2015,21000
MEMOR3,Arterial Street,1014.683252,2015,28000
MEMOR4,Arterial Street,840.8942755,2015,30000
MEMOR5,Arterial Street,739.3897189,2015,30000
MEMOR6,Arterial Street,1305.612848,2015,39000
MEMOR7,Skeletal Road,810.590487,2015,79000
MEMOR7B,Skeletal Road,1404.002937,2015,99000
MEMOR8A,Skeletal Road,221.4585745,2015,33000
MEMOR8C,Skeletal Road,806.8623729,2015,91000
MEMOR9,Parkway,2043.409528,2015,33000
MEMOR9A,Parkway,817.9742283,2015,32000
MEMRE1A,Arterial Street,241.0601515,2015,7000
METISTRNE3,Skeletal Road,3217.401356,2015,21000
METISTRNE4,Skeletal Road,1244.780295,2015,23000
METISTRNE5,Skeletal Road,1135.803123,2015,24000
METISTRNE6,Skeletal Road,823.1019957,2015,9000
MIDLAKE1,Arterial Street,431.3239983,2015,23000
MIDPRKBV1,Arterial Street,181.1312827,2015,11000
MIDPRKBV2,Arterial Street,815.7430157,2015,8000
MIDPRKBV3,Arterial Street,251.6513656,2015,14000
MILLRISE1,Arterial Street,407.3967046,2015,10000
MILLRISE2,Arterial Street,555.2482741,2015,8000
MILLRISE3,Collector,308.1383351,2015,13000
MISSION1,Collector,1363.830094,2015,10000
MRTNDALEBV1,Arterial Street,205.6372492,2015,14000
MTMKENZDR1,Collector,351.896597,2015,10000
NORTHLAND1,Arterial Street,207.2024006,2015,20000
NORTHLAND1A,Arterial Street,548.2438348,2015,16000
NORTHLAND1B,Arterial Street,289.765587,2015,10000
NORTHMT2,Collector,1158.620535,2015,11000
NORTHMT3,Collector,611.2305371,2015,15000
NORTHMT4,Collector,915.9329566,2015,7000
NORTHMT5,Collector,966.6927472,2015,9000
NRTHMNT1,Arterial Street,161.9100126,2015,19000
NRTHMNT2,Collector,813.5058143,2015,10000
NSEHILL1,Arterial Street,522.2923449,2015,6000
NSEHILL2,Arterial Street,1421.991632,2015,11000
NSEHILL3,Arterial Street,287.5667205,2015,14000
NSEHILL4,Arterial Street,583.8417721,2015,23000
NSEHILL5,Arterial Street,509.2217766,2015,34000
NSEHILL6,Arterial Street,464.3656394,2015,23000
NSEHILL7,Arterial Street,1276.7412,2015,21000
NSEHILL8,Arterial Street,457.8631611,2015,21000
NSEHILL9,Arterial Street,1364.654011,2015,5000
NSEHILL9A,Arterial Street,197.5656886,2015,6000
OBCR0,Arterial Street,1220.575582,2015,10000
OBCR1,Arterial Street,1271.987471,2015,17000
OBCR101,Arterial Street,411.9102708,2015,14000
OBCR102,Arterial Street,1215.889204,2015,8000
OBCR2,Arterial Street,549.6344642,2015,35000
OBCR2A,Arterial Street,443.7440417,2015,22000
OBCR3,Arterial Street,680.4609787,2015,24000
OBCR4,Arterial Street,708.1867606,2015,23000
OGDEN1,Arterial Street,1158.344561,2015,16000
OGDEN2,Arterial Street,2463.887571,2015,19000
OGDEN3,Arterial Street,774.2801072,2015,17000
OGDEN4,Arterial Street,2454.47139,2015,11000
OLYMPIC1,Neighbourhood Blvd,352.9839237,2015,7000
PANAMOUNT1,Arterial Street,732.2257198,2015,9000
PANATELLA1,Arterial Street,751.6944435,2015,11000
PANORAMARD1,Arterial Street,614.1474896,2015,7000
PEIGAN1,Skeletal Road,224.9857243,2015,27000
PEIGAN1A,Skeletal Road,1568.380834,2015,18000
PEIGAN2,Industrial Arterial,1310.341993,2015,17000
PNRMAHLSBV1,Arterial Street,286.7670679,2015,11000
PNRMAHLSBV1A,Arterial Street,890.3654048,2015,5000
RANCHBV1,Arterial Street,235.896436,2015,11000
RANCHBV10,Arterial Street,436.7593159,2015,10000
RANCHBV2,Arterial Street,296.0649609,2015,9000
RCKYRDG1,Arterial Street,384.0481226,2015,2000
RCKYRDG2,Arterial Street,499.122677,2015,4000
RCKYRDG3,Arterial Street,624.2132643,2015,6000
RCKYRDG4,Arterial Street,602.2042505,2015,9000
RCKYRDG5,Industrial Arterial,3164.31876,2015,2000
RICHARD1,Arterial Street,132.6210221,2015,11000
RICHARD2,Arterial Street,353.2838982,2015,8000
RICHARD3,Arterial Street,707.4986652,2015,9000
RICHARD4,Arterial Street,318.6649679,2015,14000
RICHARD5,Arterial Street,422.9502118,2015,9000
RICHDSON1,Arterial Street,1384.404845,2015,13000
RICHDSON2,Arterial Street,173.1788816,2015,17000
RICHMOND1,Arterial Street,127.9565052,2015,39000
RICHMOND1A,Arterial Street,216.6580595,2015,24000
RICHMOND1B,Arterial Street,385.8232907,2015,17000
RICHMOND2,Neighbourhood Blvd,447.6237608,2015,31000
RICHMOND3,Neighbourhood Blvd,496.3711682,2015,26000
RICHMOND4,Neighbourhood Blvd,904.5116831,2015,24000
RICHMOND5,Arterial Street,904.6068621,2015,18000
RICHMOND7,Collector,282.9479016,2015,9000
RIVERFRONT1,Neighbourhood Blvd,560.3206811,2015,10000
RIVERFRONT2,Neighbourhood Blvd,189.9533249,2015,6000
RIVERFRONT2_A,Neighbourhood Blvd,108.4877545,2015,8000
ROYALBIRCH1,Arterial Street,198.1360556,2015,21000
RUNDLH1,Collector,310.3777846,2015,11000
RUNDLH2,Collector,212.1545164,2015,9000
RUNDLHORN1,Arterial Street,205.1099415,2015,9000
RVERBNDGT1,Collector,247.5003639,2015,11000
RVERBNDGT2,Collector,203.8263163,2015,9000
SADDLETOWN1,Arterial Street,511.054018,2015,16000
SADDLETOWN2,Arterial Street,519.1538022,2015,17000
SADDLETOWN3,Arterial Street,549.7973262,2015,20000
SAGEHILLDRNW,Arterial Street,1607.458453,2015,1000
SARCEE(N)1,Arterial Street,2058.307129,2015,25000
SARCEE(N)3,Arterial Street,1403.026612,2015,25000
SARCEE(N)4,Arterial Street,827.0306408,2015,22000
SARCEE(N)5,Arterial Street,1081.964208,2015,22000
SARCEE(N)6,Arterial Street,961.9621486,2015,34000
SARCEE(N)7,Arterial Street,294.3156325,2015,8000
SARCEE1,Skeletal Road,423.2288718,2015,12000
SARCEE2,Skeletal Road,3758.447418,2015,57000
SARCEE3,Skeletal Road,1384.896698,2015,56000
SARCEE4,Skeletal Road,2435.753068,2015,41000
SARCEE5,Skeletal Road,957.6514336,2015,43000
SCACRE1,Arterial Street,463.9125674,2015,13000
SCACRE2,Arterial Street,253.807388,2015,6000
SCACRE3,Arterial Street,666.203426,2015,4000
SCACRELI1,Arterial Street,493.2411107,2015,7000
SETONBV1,Arterial Street,572.784191,2015,28000
SETONBV2,Arterial Street,1136.029971,2015,13000
SETONWY1,Arterial Street,1280.263637,2015,1000
SHAWIN2,Arterial Street,238.1017875,2015,6000
SHAWNEEDR0,Collector,513.3884945,2015,12000
SHAWNIG1,Collector,476.9529843,2015,9000
SHAWVIL1,Urban Boulevard,505.2670063,2015,16000
SHAWVIL1A,Urban Boulevard,523.1221004,2015,16000
SHAWVIL2,Urban Boulevard,176.8269864,2015,25000
SHAWVIL3,Urban Boulevard,393.1357765,2015,16000
SHAWVIL4,Urban Boulevard,733.4746169,2015,7000
SHAWVILGA1,Arterial Street,659.6170189,2015,10000
SHEPARD1,Collector,2157.329538,2015,21000
SHERIFKINGST1,Arterial Street,635.9172434,2015,16000
SHERIFKINGST1A,Arterial Street,630.8330359,2015,8000
SHERIFKINGST2,Arterial Street,391.7116452,2015,5000
SHERIFKINGST3,Arterial Street,1619.279345,2015,400
SHERWOODBVNW1,Arterial Street,580.5746531,2015,5000
SHGNPPI1,Skeletal Road,2103.800241,2015,30000
SHGNPPI2,Skeletal Road,2106.921151,2015,37000
SHGNPPI3,Skeletal Road,761.1377935,2015,40000
SHGNPPI4,Skeletal Road,762.0083621,2015,35000
SHGNPPI5,Arterial Street,1150.899851,2015,35000
SHGNPPI6,Arterial Street,765.2051436,2015,28000
SHGNPPI7,Arterial Street,2102.676676,2015,24000
SHGNPPI100,Skeletal Road,1021.328918,2015,20000
SHGNPPI101,Skeletal Road,632.3214928,2015,21000
SHWNSSY1,Arterial Street,468.0690362,2015,38000
SHWNSSY2,Arterial Street,1110.907241,2015,26000
SHWNSSY3,Arterial Street,762.4870423,2015,13000
SIERRAM1,Collector,894.1816623,2015,11000
SIERRAMRD1,Collector,306.9333756,2015,16000
SIFTON1,Parkway,1327.655831,2015,14000
SILSPBV1,Arterial Street,247.6175605,2015,10000
SILSPBV2,Arterial Street,650.028812,2015,5000
SILSPBV3,Arterial Street,308.9898908,2015,7000
SILSPBV4,Arterial Street,359.5132284,2015,5000
SILSPBV5,Arterial Street,394.8568832,2015,7000
SILSPBV6,Arterial Street,304.276883,2015,9000
SILSPGA1,Arterial Street,1103.382013,2015,13000
SILSPGA2,Arterial Street,206.8056173,2015,12000
SIROCCO1,Arterial Street,253.2088111,2015,14000
SNRDGE1,Collector,536.7283701,2015,11000
SOUTHL_1A,Arterial Street,562.869352,2015,5000
SOUTHL1,Arterial Street,443.3900637,2015,13000
SOUTHL2,Arterial Street,1033.872374,2015,14000
SOUTHL3,Arterial Street,578.9911422,2015,26000
SOUTHL4,Arterial Street,762.7280896,2015,26000
SOUTHL5,Arterial Street,953.7554623,2015,38000
SOUTHL6,Arterial Street,916.2112868,2015,27000
SOUTHL7,Arterial Street,721.4668281,2015,28000
SOUTHL8,Arterial Street,739.4975557,2015,32000
SOUTHL9,Arterial Street,406.4728655,2015,38000
SOUTHPRT1,Urban Boulevard,606.0019739,2015,9000
SPRUCEMEADWAY1,Arterial Street,1613.104743,2015,2000
STEWART1,Arterial Street,611.4577822,2015,12000
STGEORGEDR1,Parkway,157.8752442,2015,11000
STONEY1,Skeletal Road,2289.170543,2015,65000
STONEY10,Skeletal Road,2496.542564,2015,46000
STONEY11,Skeletal Road,5807.73519,2015,29000
STONEY12,Skeletal Road,7040.920112,2015,43000
STONEY13,Skeletal Road,2662.148879,2015,57000
STONEY14,Skeletal Road,3192.692582,2015,55000
STONEY15,Skeletal Road,2500.577448,2015,56000
STONEY16,Skeletal Road,3989.541521,2015,53000
STONEY17,Skeletal Road,3560.521935,2015,46000
STONEY18,Skeletal Road,2382.82558,2015,33000
STONEY19,Skeletal Road,2448.370261,2015,33000
STONEY2,Skeletal Road,1466.729314,2015,57000
STONEY3,Skeletal Road,1482.961026,2015,49000
STONEY4,Skeletal Road,2119.625606,2015,51000
STONEY5,Skeletal Road,3217.632493,2015,51000
STONEY6,Skeletal Road,1499.556896,2015,61000
STONEY6A,Skeletal Road,2129.182895,2015,78000
STONEY7,Skeletal Road,2117.802155,2015,63000
STONEY8,Skeletal Road,1610.787597,2015,55000
STONEY9,Skeletal Road,4981.211257,2015,58000
STRATH1,Arterial Street,306.1925422,2015,10000
SUNPARKDR1,Arterial Street,258.1528591,2015,11000
SUNRIDGEBV1,Neighbourhood Blvd,937.2451554,2015,14000
SUNVAL0,Arterial Street,294.8135692,2015,37000
SUNVAL1,Arterial Street,225.3988144,2015,34000
SUNVAL1A,Arterial Street,553.8667305,2015,18000
SUNVAL1B,Arterial Street,1262.587736,2015,17000
SUNVAL2,Arterial Street,1580.518087,2015,19000
SYMONSVALLEY1,Arterial Street,629.1820278,2015,40000
SYMONSVALLEY2,Arterial Street,886.9531289,2015,37000
SYMONSVALLEY3,Arterial Street,1749.175,2015,5000
SYMONSVALLEY4,Arterial Street,2775.221082,2015,3000
TUSCAN1,Arterial Street,1884.4097,2015,16000
TUSCANBV1,Collector,645.3598325,2015,6000
TUSCANHL1,Arterial Street,861.5884526,2015,7000
UNIV1,Parkway,1528.315592,2015,22000
UXBRIDGE1,Collector,277.0804764,2015,12000
VALRDBV1,Arterial Street,377.9044114,2015,13000
VARSITYESTDR1,Arterial Street,80.81223214,2015,12000
WESTWINDSDRNE1,Arterial Street,219.9810949,2015,8000
WESTWINDSDRNE2,Arterial Street,315.4179266,2015,9000
WESTWINDSDRNE3,Arterial Street,403.6047314,2015,5000
WOODPARK1,Arterial Street,1005.132385,2015,13000
WOODPARKBV1,Arterial Street,458.2264332,2015,3000
WOODVWDR1,Arterial Street,544.2128803,2015,11000
WSTWNDS1,Collector,160.7250902,2015,18000
HIGHFIELD3,Collector,1190.761916,2015,8000
AUBRNBADR2,Arterial Street,793.0113746,2015,6000
52STSE15_A,Arterial Street,956.9503296,2015,10000
52STSE15_B,Arterial Street,684.7467292,2015,10000
PEIGAN3,Industrial Arterial,2614.67329,2015,15000
PEIGAN4,Industrial Arterial,635.1051918,2015,26000
130AVSE5,Arterial Street,1713.963012,2015,11000
SHGNPPI102,Arterial Street,2078.571164,2015,16000
SHGNPPI103,Arterial Street,1830.377306,2015,13000
96AVNE5,Arterial Street,1833.340123,2015,7000
AIRPORTTR2,Arterial Street,1396.864647,2015,13000
36STNEA2B,Industrial Arterial,1612.071603,2015,16000
ROCKYVALLEY1,Collector,324.0345471,2015,10000
19STNEA2,Industrial Arterial,212.4660351,2015,11000
46AV1,Collector,818.2741051,2015,11000
14STNE_2,Industrial Arterial,311.0048937,2015,3000
GLENMORE17,Skeletal Road,1634.535465,2015,18000
CRWFTCR2,Industrial Arterial,280.6205268,2015,14000
10AVS1A,Arterial Street,145.4030431,2015,9000
AUBURNBAY1,Collector,310.8954578,2015,8000
33STNE6,Collector,556.57561,2015,10000
SUNPARKPZ,Collector,606.2967299,2015,10000
HERITAGEDRG,Skeletal Road,486.9446466,2015,19000
CRANARCHWY,Collector,369.0376181,2015,6000
MAHOGANYBV,Arterial Street,331.9124887,2015,15000
GLENMORE18,Skeletal Road,1332.300844,2015,10000
37STSWE,Arterial Street,267.9480176,2015,18000
37STSWE1,Arterial Street,312.6836875,2015,18000
ROYALBIRCH2,Arterial Street,338.4128304,2015,11000
4STSW0,Neighbourhood Blvd,103.525899,2015,8000
12STNE,Collector,274.5025471,2015,10000
PRESTWICKBV,Collector,293.3806776,2015,11000
SKYVIEWRANCHRD,Collector,266.4038804,2015,9000
SUNPARKGT,Collector,239.7776618,2015,16000
210AVSE,Arterial Street,910.869249,2015,6000
WALDENBVSE,Skeletal Road,596.850142,2015,4000
128AVNW,Arterial Street,905.2334818,2015,7000
SYMONSVALLEYPWNW,Arterial Street,444.4516232,2015,8000
10AVS13,Collector,314.2585469,2015,9000
90AVSW1,Parkway,8.463276016,2015,2000
90AVSW1,Parkway,610.1387494,2015,5000
AUBRNBADR1,Arterial Street,427.0061248,2015,9000
5AVS1B,Arterial Street,170.431473,2015,11000
