CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75
Residential,1,AUB,AUBURN BAY,SOUTHEAST,DEVELOPING,BUILDING OUT,2015,,13191,4979,2117,0,0,3574,0,0,3370,440,1,460,704,1,2,0,0,0,1,0,0,0,1,90,38,187,4,365,0,0,2,0,3,0,0,0,6,390,280,1016,7,37,0,0,1,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,97,0,0,0,4,634,356,1296,25,41,0,19,3171,2899,10587,41,139,0,1,415,1271,977,1481,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CHA,CHAPARRAL,SOUTH,DEVELOPING,BUILDING OUT,2015,,13000,4160,1118,0,0,3776,0,0,3270,313,0,193,381,0,2,1,0,0,0,0,0,0,0,189,122,279,4,0,0,0,2,0,4,0,0,0,0,311,295,640,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,377,300,836,4,0,0,0,3213,3059,11237,18,38,1,1,446,1066,784,1616,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,HIF,HIGHFIELD,CENTRE,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,OSH,OGDEN SHOPS,EAST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,ESH,EAST SHEPARD INDUSTRIAL,SOUTHEAST,N/A,EMPLOYMENT,2015,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,WES,WESTWINDS,NORTHEAST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,MCI,MCCALL,NORTHEAST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,PEG,PEGASUS,NORTHEAST,N/A,EMPLOYMENT,2015,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,SUN,SUNRIDGE,NORTHEAST,N/A,EMPLOYMENT,2015,,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,FRA,FRANKLIN,NORTHEAST,N/A,EMPLOYMENT,2015,Y,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,CIA,CALGARY INTERNATIONAL AIRPORT,NORTHEAST,N/A,OTHER,2015,Y,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,GTI,GOLDEN TRIANGLE,EAST,N/A,EMPLOYMENT,2015,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CPF,COPPERFIELD,SOUTHEAST,DEVELOPING,BUILDING OUT,2015,,11434,4538,1724,0,0,3511,0,0,2951,51,0,776,752,0,7,1,0,0,0,0,0,0,7,463,386,892,11,295,0,0,6,0,12,1,0,0,0,51,39,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,611,490,1360,18,117,0,8,2837,2596,9021,21,82,3,1,519,1303,897,1113,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,S23,SECTION 23,SOUTHEAST,N/A,EMPLOYMENT,2015,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,SFH,SOUTH FOOTHILLS,SOUTHEAST,N/A,EMPLOYMENT,2015,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,SAW,SOUTH AIRWAYS,NORTHEAST,N/A,EMPLOYMENT,2015,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CLI,CLIFF BUNGALOW,CENTRE,BUILT-OUT,INNER CITY,2015,,2125,1340,135,0,0,305,0,0,167,15,0,941,71,0,144,0,0,0,0,1,1,0,3,916,200,1388,22,0,0,2,131,2,181,7,0,4,0,15,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,0,0,0,0,65,28,112,2,4,0,5,156,71,362,4,2,0,2,666,501,75,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RIV,RIVERBEND,SOUTHEAST,BUILT-OUT,1980s/1990s,2015,,9612,3452,517,0,0,3105,0,0,3241,42,0,0,150,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,30,1,0,1,0,42,40,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,131,258,5,0,0,1,3224,2933,9250,16,0,0,0,430,1286,728,862,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CHN,CHINATOWN,CENTRE,BUILT-OUT,CENTRE CITY,2015,,1906,1603,48,0,0,318,0,0,0,0,0,1583,4,1,0,15,0,0,0,0,0,0,49,1244,314,1884,35,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,15,759,405,66,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,TEM,TEMPLE,NORTHEAST,BUILT-OUT,1960s/1970s,2015,,11433,3675,935,0,0,2564,0,0,2300,608,0,117,425,0,223,0,0,1,0,1,0,0,0,113,0,271,4,0,0,0,187,17,451,23,0,13,0,595,355,1851,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,413,261,1212,10,0,1,0,2270,1930,7646,26,3,1,2,384,1091,734,1066,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BRA,BRAESIDE,SOUTH,BUILT-OUT,1960s/1970s,2015,,6049,2550,424,0,0,1928,0,0,1401,76,0,160,899,0,14,0,0,0,0,0,0,0,0,154,101,264,6,0,0,0,10,1,15,4,0,0,0,72,34,122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,529,1934,7,0,0,0,1386,1263,3714,15,0,0,0,550,1033,468,424,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MON,MONTGOMERY,NORTHWEST,BUILT-OUT,1950s,2015,,4246,1927,324,0,0,973,0,0,1007,475,0,131,103,0,198,0,5,1,2,0,5,0,0,122,30,186,9,0,0,0,165,8,280,21,2,10,3,423,268,1090,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,274,3,0,0,0,96,33,261,1,6,0,2,944,634,2155,51,9,1,13,488,684,326,238,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HAR,HARVEST HILLS,NORTH,BUILT-OUT,1980s/1990s,2015,,7593,2575,506,0,0,2186,0,0,2095,106,0,165,182,1,25,0,0,0,1,0,0,0,1,160,116,278,4,0,0,0,23,4,37,2,0,0,0,105,94,174,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,181,144,399,1,0,0,0,2080,1828,6645,15,0,0,1,358,765,544,770,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,OGD,OGDEN,SOUTHEAST,BUILT-OUT,1950s,2015,,8847,3892,598,0,0,2192,0,0,2165,513,0,331,549,0,324,0,4,3,1,0,2,0,0,325,1,574,6,0,0,2,265,18,456,33,0,24,0,501,259,1341,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,126,1,0,0,0,538,250,1249,11,0,0,2,2106,1664,5101,48,2,7,10,1028,1438,652,531,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,KEL,KELVIN GROVE,SOUTH,BUILT-OUT,1960s/1970s,2015,,2234,902,117,0,0,447,0,0,354,16,0,504,26,0,0,0,0,0,2,0,0,0,0,414,80,766,90,0,0,0,0,0,0,0,0,0,0,16,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,398,0,0,0,0,21,19,45,5,0,0,0,340,332,1003,13,1,0,2,235,282,108,161,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PEN,PENBROOKE MEADOWS,EAST,BUILT-OUT,1960s/1970s,2015,,8864,3305,703,0,0,1894,0,0,1614,380,0,169,681,0,461,0,0,0,0,0,0,0,0,155,32,312,14,0,0,13,349,24,738,54,0,45,0,366,184,1182,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,653,414,1811,26,0,1,1,1590,1240,4821,21,2,0,0,483,1069,671,714,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SHS,SHAWNEE SLOPES,SOUTH,BUILT-OUT,1980s/1990s,2015,,1597,866,65,0,0,606,0,0,404,96,0,318,48,0,0,0,0,0,0,0,0,0,0,141,97,218,5,172,0,0,0,0,0,0,0,0,0,94,92,168,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,35,70,4,0,0,1,396,382,1141,7,0,0,0,142,319,92,110,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MPK,MARLBOROUGH PARK,NORTHEAST,BUILT-OUT,1960s/1970s,2015,,8878,3105,677,0,0,2181,0,0,2064,75,0,58,630,0,278,0,0,0,0,0,0,0,0,58,43,85,0,0,0,1,222,18,480,28,1,26,0,74,35,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,421,1740,11,0,0,2,2032,1664,6386,25,2,3,0,472,953,631,747,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,NEB,NEW BRIGHTON,SOUTHEAST,DEVELOPING,BUILDING OUT,2015,,11229,4146,1522,0,0,3405,0,0,3149,142,0,204,643,0,7,0,0,1,0,0,0,0,0,68,53,127,4,132,0,0,0,0,0,2,5,0,0,142,111,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,577,432,1215,14,51,0,6,3027,2808,9519,60,55,1,1,450,1264,802,1164,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MAL,MAYLAND HEIGHTS,NORTHEAST,BUILT-OUT,1960s/1970s,2015,,6157,2808,532,0,0,1386,0,0,1302,330,22,620,285,0,247,0,0,1,0,0,1,0,1,596,175,1063,23,0,0,0,189,8,310,15,0,43,0,321,132,786,6,1,2,0,0,0,0,0,0,0,0,19,1,50,2,0,0,1,0,0,0,1,0,0,0,276,19,790,9,0,0,0,1277,1051,3158,22,2,1,2,734,1041,473,382,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WND,WINDSOR PARK,CENTRE,BUILT-OUT,1950s,2015,,4501,2443,214,0,0,892,0,0,336,343,46,1528,85,0,99,0,0,4,0,0,2,0,8,1460,417,2361,60,0,0,0,95,1,180,3,0,1,0,322,160,801,11,10,0,0,0,0,0,0,0,0,0,44,5,126,2,0,0,0,6,3,50,0,0,0,0,81,58,153,4,0,0,1,327,248,830,5,3,0,6,930,927,262,207,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WHI,WHITEHORN,NORTHEAST,BUILT-OUT,1960s/1970s,2015,,12421,3944,1037,0,0,2409,0,0,2545,665,1,60,117,0,555,0,0,0,1,0,0,0,0,55,35,78,5,0,0,1,413,35,990,91,2,48,0,641,368,2157,24,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,175,0,0,0,0,112,62,284,5,0,0,5,2489,1908,8732,42,5,4,1,445,963,758,1170,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SVO,SILVERADO,SOUTH,DEVELOPING,BUILDING OUT,2015,,6827,2377,861,0,0,2059,0,0,1745,120,1,138,370,0,2,1,0,0,0,0,0,0,0,124,102,229,14,0,0,0,2,2,2,0,0,0,0,119,108,369,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,3,0,0,0,4,295,264,675,13,58,0,1,1717,1581,5547,16,11,0,1,235,672,560,690,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MAC,MACEWAN GLEN,NORTH,BUILT-OUT,1980s/1990s,2015,,5029,1783,367,0,0,1531,0,0,1515,66,0,0,185,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,33,0,0,0,0,63,38,178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,109,415,3,0,0,0,1506,1380,4403,9,0,0,0,214,613,420,468,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CRM,CRESTMONT,WEST,BUILT-OUT,2000s,2015,,1542,483,155,0,0,448,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,448,1542,7,2,3,0,27,130,107,180,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SIL,SILVER SPRINGS,NORTHWEST,BUILT-OUT,1960s/1970s,2015,,8959,3531,593,0,0,2907,0,0,2550,209,0,240,514,0,18,0,0,0,0,0,0,0,0,220,0,456,20,0,0,0,16,2,26,2,0,0,0,206,128,538,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,385,1092,7,0,0,0,2523,2392,6847,27,0,0,0,591,1443,607,767,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SCE,SCENIC ACRES,NORTHWEST,BUILT-OUT,2000s,2015,,8542,2927,405,0,0,2773,0,0,2667,162,0,0,75,0,9,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,8,2,14,1,0,0,0,161,155,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,176,0,0,2,0,74,67,144,1,0,0,2,2643,2549,7944,20,0,2,14,304,1055,581,864,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BOW,BOWNESS,NORTHWEST,BUILT-OUT,1950s,2015,,11235,5301,781,0,0,2527,0,0,2377,859,61,677,852,1,455,4,2,5,1,0,7,0,1,652,130,947,24,0,0,0,397,32,716,46,2,10,1,828,356,2116,25,3,2,0,1,1,2,0,0,0,0,58,9,94,3,0,0,0,18,9,242,1,0,0,0,834,207,1784,18,0,0,2,2273,1783,5334,74,22,6,19,1568,1948,850,636,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,01B,01B,NORTHWEST,N/A,UNDEVELOPED,2015,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DRG,DEER RIDGE,SOUTH,BUILT-OUT,1980s/1990s,2015,,4316,1507,385,0,0,1147,0,0,857,140,0,0,493,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,25,0,0,0,0,139,74,433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,96,0,0,0,0,487,287,1332,6,0,0,0,855,786,2430,2,0,0,2,204,492,390,367,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MOP,MOUNT PLEASANT,CENTRE,BUILT-OUT,INNER CITY,2015,,5617,2749,362,0,0,1426,0,0,1482,606,13,135,86,0,393,0,33,1,0,0,0,0,1,119,29,179,15,0,0,0,326,21,492,46,0,21,3,549,391,1393,22,31,1,0,0,0,0,0,0,0,0,8,5,22,0,5,5,0,1,0,2,1,31,1,0,82,72,123,4,0,0,6,1390,908,3406,53,33,0,34,648,1031,406,369,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EVE,EVERGREEN,SOUTH,DEVELOPING,BUILDING OUT,2015,,21700,7108,2110,0,0,6174,0,0,5329,337,0,781,642,0,17,0,0,0,2,0,0,0,10,727,534,1183,37,6,1,0,13,1,40,4,0,0,0,336,290,809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159,0,1,0,0,624,423,1595,18,0,0,1,5300,4926,17914,27,1,0,2,890,1890,1549,2315,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MAH,MAHOGANY,SOUTHEAST,DEVELOPING,BUILDING OUT,2015,,4960,2339,852,0,0,1604,0,0,1637,207,0,288,206,1,0,0,0,0,0,0,0,0,5,139,114,222,144,0,0,0,0,0,0,0,0,0,4,133,119,309,5,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137,115,280,21,42,0,27,1293,1256,4149,14,303,0,0,214,576,340,512,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SPR,SPRUCE CLIFF,WEST,BUILT-OUT,1950s,2015,,4677,2434,296,0,0,1029,0,0,320,117,0,1770,141,0,84,0,0,1,1,0,0,0,13,1680,716,2762,77,0,0,0,67,4,123,6,0,11,0,106,57,250,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,238,0,0,0,1,134,25,554,6,0,0,1,299,227,750,12,8,0,2,960,866,245,176,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PKL,PARKLAND,SOUTH,BUILT-OUT,1960s/1970s,2015,,3780,1445,216,0,0,1360,0,0,1351,10,0,70,14,0,0,0,0,0,0,0,0,0,0,63,54,91,7,0,0,0,0,0,0,0,0,0,0,9,8,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,22,1,0,0,0,1334,1288,3652,17,0,0,0,177,626,248,341,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
