CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75
Residential,1,SHW,SHERWOOD,NORTH,DEVELOPING,2000s,2015,,4200,1409,397,0,0,1030,0,0,1108,0,0,257,35,1,8,0,0,0,0,0,0,0,0,243,88,449,14,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,33,0,4,997,942,3735,9,98,0,0,142,262,241,503,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,COR,CORAL SPRINGS,NORTHEAST,BUILT-OUT,2000s,2015,,5853,1545,282,0,0,1363,0,0,1437,1,0,0,36,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,135,12,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,75,0,0,0,0,1424,1335,5642,13,0,0,0,70,260,345,615,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CRA,CRANSTON,SOUTHEAST,DEVELOPING,BUILDING OUT,2015,,17185,6182,2126,0,0,5295,0,0,4777,348,12,506,532,0,7,0,0,0,0,0,0,0,0,436,318,734,23,47,0,0,7,2,11,0,0,0,0,337,301,818,8,3,0,0,0,0,0,0,0,0,0,12,3,31,0,0,0,0,0,0,0,0,0,0,0,447,360,986,23,62,0,0,4644,4311,14605,66,67,0,0,696,1921,1308,1780,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EAU,EAU CLAIRE,CENTRE,BUILT-OUT,CENTRE CITY,2015,,1683,1321,60,0,0,619,0,0,1,0,0,1296,23,0,0,0,0,0,0,0,1,0,6,991,604,1621,291,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,20,15,51,3,0,0,0,1,0,3,0,0,0,1,476,434,81,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MCK,MCKENZIE LAKE,SOUTHEAST,BUILT-OUT,1980s/1990s,2015,,14008,4657,898,0,0,4174,0,0,4237,24,0,0,379,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,32,5,0,0,0,23,19,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,216,932,5,0,0,2,4192,3937,12989,42,0,1,0,443,1445,947,1618,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MIS,MISSION,CENTRE,BUILT-OUT,INNER CITY,2015,,4494,3395,40,0,0,922,0,0,73,2,0,3194,56,0,58,0,7,1,3,1,0,0,7,2846,863,4049,174,165,2,0,46,2,60,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,194,0,0,0,1,37,29,68,10,8,0,3,65,27,121,4,0,1,12,1814,1095,74,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,GBK,GLENBROOK,WEST,BUILT-OUT,1950s,2015,,7599,3312,609,0,0,1622,0,0,906,695,2,764,721,0,221,0,0,0,1,0,2,0,1,703,198,1202,17,43,0,1,185,13,312,26,1,8,0,661,291,1711,25,8,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,3,0,39,0,0,0,0,680,442,2039,24,17,0,0,862,678,2291,32,11,1,3,877,997,511,652,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,TUX,TUXEDO PARK,CENTRE,BUILT-OUT,INNER CITY,2015,,5119,2728,350,0,0,1121,0,0,1061,458,31,610,238,0,310,2,15,2,0,0,1,0,4,549,134,783,32,25,0,2,265,9,446,36,2,5,1,418,264,1100,28,11,0,0,0,0,0,0,0,0,0,24,7,49,3,4,4,8,10,0,43,2,0,0,0,227,74,488,10,0,1,15,955,633,2210,79,11,1,20,855,933,378,258,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EPK,ELBOW PARK,CENTRE,BUILT-OUT,INNER CITY,2015,,3304,1203,216,0,0,999,0,0,1189,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,10,5,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,996,3292,63,18,23,0,108,378,185,388,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,HOR,HORIZON,NORTHEAST,N/A,EMPLOYMENT,2015,,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EVN,EVANSTON,NORTH,DEVELOPING,BUILDING OUT,2015,,12883,4616,1783,0,0,3686,0,0,3567,275,0,67,691,0,11,0,0,1,4,0,0,0,0,67,64,89,0,0,0,0,10,1,27,1,0,0,7,212,194,661,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,333,0,1,0,4,427,331,888,9,251,0,22,3337,3095,10885,41,167,0,5,423,1218,856,1358,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PAN,PANORAMA HILLS,NORTH,DEVELOPING,BUILDING OUT,2015,,25990,8152,2724,0,0,6642,0,0,5411,611,96,1170,804,0,59,0,1,0,0,0,0,0,1,1144,664,2100,25,0,0,0,43,4,126,10,0,6,0,602,487,1657,9,0,0,0,0,0,0,0,0,0,0,92,22,194,4,0,0,0,1,0,2,0,0,0,2,737,430,1905,37,28,0,0,5349,5035,20006,50,11,1,1,950,1872,1590,2994,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,03D,03D,NORTH,N/A,OTHER,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major Park,3,GPK,GLENMORE PARK,SOUTH,N/A,PARKS,2015,Y,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09D,09D,CENTRE,N/A,OTHER,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,GRV,GREENVIEW,CENTRE,BUILT-OUT,1960s/1970s,2015,,2113,1123,181,0,0,414,0,0,207,30,0,511,309,0,66,0,0,0,0,0,0,0,2,485,120,810,24,0,0,0,47,1,78,11,0,8,0,29,6,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,142,709,8,0,6,0,201,145,443,6,0,0,0,405,407,141,90,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,GRI,GREENVIEW INDUSTRIAL PARK,CENTRE,N/A,EMPLOYMENT,2015,,130,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,129,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,STA,ST. ANDREWS HEIGHTS,CENTRE,BUILT-OUT,1950s,2015,,1763,645,95,0,0,358,0,0,403,0,0,108,132,0,0,0,0,0,1,1,0,0,0,103,0,176,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,331,0,0,0,0,121,37,232,11,0,0,0,376,321,1024,21,6,0,2,138,250,93,111,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,UND,UNIVERSITY DISTRICT,NORTHWEST,BUILT-OUT,2000s,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,RYV,ROYAL VISTA,NORTHWEST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,TUS,TUSCANY,NORTHWEST,BUILT-OUT,2000s,2015,,19737,6507,2071,0,0,5909,0,0,5478,110,0,522,389,0,8,0,0,0,0,0,0,0,0,507,424,807,15,0,0,0,4,0,8,3,0,1,0,107,101,209,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,292,757,11,0,0,2,5459,5092,17956,17,0,0,0,823,1692,1238,2538,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,COL,COLLINGWOOD,NORTHWEST,BUILT-OUT,1950s,2015,,2300,982,126,0,0,680,0,0,730,96,0,120,5,0,29,0,0,2,0,0,0,0,0,110,7,167,10,0,0,0,26,0,50,3,0,0,0,90,52,194,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,4,3,0,0,0,703,621,1883,22,4,1,2,224,347,142,207,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,MNI,MANCHESTER INDUSTRIAL,CENTRE,N/A,EMPLOYMENT,2015,Y,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,FHI,FOOTHILLS,EAST,N/A,EMPLOYMENT,2015,,356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,SHI,SHEPARD INDUSTRIAL,SOUTHEAST,N/A,EMPLOYMENT,2015,,263,149,6,0,0,133,0,0,0,0,0,0,0,147,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,133,263,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,65,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,ST1,STONEY 1,NORTH,N/A,EMPLOYMENT,2015,Y,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MOR,MONTEREY PARK,NORTHEAST,BUILT-OUT,2000s,2015,,10835,3184,719,0,0,2602,0,0,2475,23,0,156,138,301,89,1,0,0,1,0,0,0,0,150,91,306,6,0,0,0,69,6,175,9,0,11,0,23,17,81,0,0,0,0,298,292,518,3,0,0,0,0,0,0,0,0,0,0,2,2,103,0,0,0,0,137,65,369,1,0,0,1,2450,2129,9283,23,0,1,2,311,795,545,1141,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DIS,DISCOVERY RIDGE,WEST,BUILT-OUT,2000s,2015,,4401,1650,302,0,0,1368,0,0,914,106,0,568,62,0,0,0,0,0,0,0,0,0,1,542,348,881,20,0,5,0,0,0,0,0,0,0,0,103,96,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,49,122,2,0,0,0,904,875,3168,10,0,0,0,349,498,212,509,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,MER,MERIDIAN,NORTHEAST,N/A,EMPLOYMENT,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,MLI,MAYLAND,NORTHEAST,N/A,EMPLOYMENT,2015,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CHV,COUNTRY HILLS VILLAGE,NORTH,BUILT-OUT,2000s,2015,,2691,1352,125,0,0,928,0,0,0,0,0,961,389,0,0,0,0,0,2,0,0,0,0,925,675,1557,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,261,0,0,0,1,376,253,873,12,0,0,0,0,0,0,0,0,0,2,523,548,140,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CRE,CRESCENT HEIGHTS,CENTRE,BUILT-OUT,INNER CITY,2015,,6380,3647,320,0,0,1449,0,0,1133,86,16,2028,234,0,141,0,6,2,1,0,0,0,5,1937,513,2993,66,19,1,1,113,6,172,18,0,9,1,72,39,166,9,3,1,0,0,0,0,0,0,0,0,14,3,23,2,0,0,1,6,1,140,2,0,0,0,224,154,435,10,0,0,11,1039,733,2451,64,16,3,9,1438,1410,316,224,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,LKB,LAKE BONAVISTA,SOUTH,BUILT-OUT,1960s/1970s,2015,,10529,4108,633,0,0,3572,0,0,3272,0,0,831,0,0,1,1,0,1,1,0,1,0,4,783,509,1184,24,0,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,195,2,0,0,0,0,0,0,0,0,0,0,3214,3063,9147,54,4,0,4,775,1535,676,934,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DDG,DOUGLASDALE/GLEN,SOUTHEAST,BUILT-OUT,1980s/1990s,2015,,12714,4658,826,0,0,4126,0,0,3930,144,0,321,257,0,3,0,0,3,0,0,0,0,2,187,78,312,64,68,0,0,3,1,9,0,0,0,0,141,139,225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,248,201,521,8,0,0,1,3898,3707,11644,28,3,0,3,546,1701,843,1234,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SOM,SOMERSET,SOUTH,BUILT-OUT,1980s/1990s,2015,,8717,3143,620,0,0,2439,0,0,2177,0,0,784,169,0,13,0,0,0,0,0,0,0,1,753,410,1382,30,0,0,0,10,3,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,126,307,3,0,1,1,2162,1900,6998,14,0,0,0,616,849,641,868,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,VAR,VARSITY,NORTHWEST,BUILT-OUT,1960s/1970s,2015,,12669,5884,614,0,0,3381,0,0,2606,169,1,2097,931,0,79,0,0,1,0,0,0,0,4,1809,494,3187,72,212,0,0,63,3,110,10,0,6,0,163,77,435,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,893,521,1869,37,0,1,0,2556,2286,7064,43,7,0,1,1497,2228,756,916,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SAN,SANDSTONE VALLEY,NORTH,BUILT-OUT,1980s/1990s,2015,,6103,2123,336,0,0,1821,0,0,1680,44,0,0,385,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,17,3,0,1,0,40,20,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,377,312,822,7,0,0,0,1663,1488,5152,16,0,1,0,285,673,454,585,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SDC,SUNDANCE,SOUTH,BUILT-OUT,1980s/1990s,2015,,10216,3411,505,0,0,3038,0,0,3066,74,0,100,152,0,19,0,0,0,0,0,0,0,1,90,85,116,9,0,0,0,16,1,32,3,0,0,0,72,58,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,55,390,2,0,0,0,3041,2839,9515,22,1,2,0,348,1067,686,1136,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HPK,HIGHLAND PARK,CENTRE,BUILT-OUT,1950s,2015,,4139,2209,284,0,0,594,0,0,857,289,40,522,19,0,476,0,3,3,0,0,0,0,0,490,69,769,22,8,2,2,393,4,666,57,2,22,0,264,132,656,13,12,0,0,0,0,0,0,0,0,0,37,1,76,2,0,0,0,6,1,10,0,0,0,0,11,2,24,6,2,0,4,812,385,1938,28,12,1,6,730,779,260,221,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BLN,BELTLINE,CENTRE,BUILT-OUT,CENTRE CITY,2015,,21939,17076,857,0,0,4284,0,0,78,6,6,16489,372,0,57,8,46,1,0,0,13,0,222,12944,4050,20487,837,2473,13,5,44,1,68,6,0,2,0,6,2,13,0,0,0,0,0,0,0,0,0,0,1,5,0,8,0,0,0,5,40,3,611,5,0,18,6,350,204,633,16,0,0,14,53,24,119,10,0,1,68,6840,5576,729,275,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,02A,02A,NORTHWEST,N/A,UNDEVELOPED,2015,,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SKR,SKYVIEW RANCH,NORTHEAST,DEVELOPING,2000s,2015,,7333,2996,895,0,0,2099,0,0,1350,229,11,1031,354,0,21,0,0,0,0,0,0,0,0,442,366,903,15,574,0,0,21,1,47,0,0,0,0,228,202,625,1,0,0,0,0,0,0,0,0,0,0,11,10,17,0,0,0,0,0,0,0,0,0,0,1,235,212,550,4,114,0,0,1347,1308,5191,3,0,0,0,258,640,505,687,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,03I,03I,NORTHEAST,N/A,UNDEVELOPED,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,03V,03V,NORTHEAST,N/A,OTHER,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,02F,02F,NORTHWEST,N/A,OTHER,2015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,03H,03H,NORTHEAST,N/A,OTHER,2015,Y,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
